outage_id,feeder_id,region_id,asset_id,outage_start,outage_end,duration_minutes,customers_interrupted,critical_customers_interrupted,cause_category,saidi_minutes,saifi_count,crew_response_minutes,restoration_notes
OUT-0001083,FDR-CQI-0103,REG-CQI,,2026-02-04T19:51,2026-02-04T23:34,223,67,4,flood,20.52,0.092,50,Lightning strike at substation transformer.
OUT-0001084,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003537,2023-09-22T11:17,2023-09-22T13:47,150,456,9,unknown,51.04,0.3403,62,Crew rerouted via alternate access track.
OUT-0001085,FDR-TSV-0078,REG-TSV,AST-TSV-CON-004176,2024-04-09T14:05,2024-04-09T16:39,154,732,11,storm,90.18,0.5856,59,Switched to alternate feeder during restoration.
OUT-0001086,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003495,2024-09-20T01:31,2024-09-20T03:39,128,527,8,vegetation,97.2,0.7594,69,Restoration delayed by access issues.
OUT-0001087,FDR-MKY-0054,REG-MKY,AST-MKY-POL-002745,2023-12-18T02:01,2023-12-18T07:54,353,177,1,lightning,212.52,0.602,109,Crew rerouted via alternate access track.
OUT-0001088,FDR-MKY-0043,REG-MKY,,2026-04-02T02:30,2026-04-02T05:13,163,94,4,storm,14.2,0.0871,96,Switched to alternate feeder during restoration.
OUT-0001089,FDR-TSV-0079,REG-TSV,,2023-05-24T02:58,2023-05-24T07:59,301,133,6,vegetation,104.8,0.3482,82,Switched to alternate feeder during restoration.
OUT-0001090,FDR-TSV-0087,REG-TSV,AST-TSV-POL-004797,2024-04-27T14:46,2024-04-27T17:50,184,323,14,planned,34.84,0.1893,64,Switched to alternate feeder during restoration.
OUT-0001091,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003946,2024-06-03T08:54,2024-06-03T11:07,133,103,0,vegetation,54.36,0.4087,55,Switched to alternate feeder during restoration.
OUT-0001092,FDR-CQI-0096,REG-CQI,AST-CQI-POL-005375,2024-04-28T20:05,2024-04-29T02:05,360,34,0,storm,313.85,0.8718,29,Switched to alternate feeder during restoration.
OUT-0001093,FDR-SEQ-0042,REG-SEQ,AST-SEQ-REC-002181,2024-07-19T01:18,2024-07-19T03:07,109,226,26,vegetation,14.16,0.1299,56,Helicopter inspection required.
OUT-0001094,FDR-TSV-0088,REG-TSV,,2024-04-08T17:45,2024-04-08T19:38,113,84,0,lightning,47.7,0.4221,84,Crew rerouted via alternate access track.
OUT-0001095,FDR--RW-0127,REG-RW,AST--RW-POL-007826,2024-02-20T22:31,2024-02-21T03:40,309,130,0,vehicle_impact,148.78,0.4815,142,Vegetation contact confirmed at span.
OUT-0001096,FDR-SEQ-0030,REG-SEQ,,2024-06-03T16:19,2024-06-03T17:03,44,619,34,storm,12.67,0.2879,64,Vegetation contact confirmed at span.
OUT-0001097,FDR-TSV-0082,REG-TSV,AST-TSV-POL-004438,2023-08-06T05:51,2023-08-06T08:13,142,1126,13,vegetation,95.57,0.673,59,Storm cell passed through feeder.
OUT-0001098,FDR-CQI-0104,REG-CQI,AST-CQI-POL-005864,2026-02-12T07:33,2026-02-12T08:51,78,9,0,storm,35.1,0.45,75,Storm cell passed through feeder.
OUT-0001099,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003758,2023-12-03T01:46,2023-12-03T05:10,204,240,4,vehicle_impact,122.71,0.6015,88,Switched to alternate feeder during restoration.
OUT-0001100,FDR-MKY-0049,REG-MKY,AST-MKY-CON-002564,2024-09-29T08:45,2024-09-29T10:22,97,187,3,equipment_failure,48.63,0.5013,109,Switched to alternate feeder during restoration.
OUT-0001101,FDR-MKY-0050,REG-MKY,AST-MKY-POL-002596,2026-03-10T11:54,2026-03-10T16:11,257,184,5,vegetation,94.01,0.3658,56,Helicopter inspection required.
OUT-0001102,FDR-TSV-0068,REG-TSV,AST-TSV-TRA-003552,2025-10-30T18:30,2025-10-30T22:05,215,651,10,flood,104.45,0.4858,97,Storm cell passed through feeder.
OUT-0001103,FDR-MKY-0061,REG-MKY,AST-MKY-POL-003125,2024-09-03T20:29,2024-09-04T00:20,231,631,6,vegetation,186.16,0.8059,61,Switched to alternate feeder during restoration.
OUT-0001104,FDR-MKY-0045,REG-MKY,AST-MKY-CON-002352,2023-06-22T22:35,2023-06-23T02:24,229,257,7,lightning,69.24,0.3024,45,Restoration delayed by access issues.
OUT-0001105,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003781,2024-09-30T23:00,2024-10-01T04:53,353,649,9,planned,195.81,0.5547,92,Storm cell passed through feeder.
OUT-0001106,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002213,2025-02-26T19:41,2025-02-26T23:48,247,676,5,lightning,154.75,0.6265,124,Restoration delayed by access issues.
OUT-0001107,FDR-TSV-0078,REG-TSV,AST-TSV-POL-004177,2025-08-01T08:31,2025-08-01T14:14,343,940,7,equipment_failure,257.94,0.752,93,Restoration delayed by access issues.
OUT-0001108,FDR-TSV-0070,REG-TSV,,2023-07-14T09:18,2023-07-14T14:13,295,37,2,vegetation,32.39,0.1098,120,Lightning strike at substation transformer.
OUT-0001109,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004737,2026-04-12T19:50,2026-04-12T22:50,180,381,10,equipment_failure,59.53,0.3307,92,Storm cell passed through feeder.
OUT-0001110,FDR-TSV-0073,REG-TSV,AST-TSV-POL-003834,2025-02-07T11:35,2025-02-07T13:42,127,586,9,planned,75.63,0.5955,106,Storm cell passed through feeder.
OUT-0001111,FDR-TSV-0087,REG-TSV,,2023-07-06T12:23,2023-07-06T15:57,214,1317,14,lightning,165.2,0.772,80,Helicopter inspection required.
OUT-0001112,FDR-TSV-0082,REG-TSV,AST-TSV-POL-004480,2023-08-07T01:32,2023-08-07T04:31,179,784,12,flood,83.88,0.4686,79,Restoration delayed by access issues.
OUT-0001113,FDR-TSV-0079,REG-TSV,AST-TSV-SWI-004261,2024-09-08T08:58,2024-09-08T12:00,182,133,1,vegetation,63.37,0.3482,123,Crew rerouted via alternate access track.
OUT-0001114,FDR-TSV-0072,REG-TSV,,2024-05-14T08:33,2024-05-14T11:44,191,407,11,lightning,66.44,0.3479,59,Lightning strike at substation transformer.
OUT-0001115,FDR-MKY-0043,REG-MKY,AST-MKY-TRA-002218,2025-08-30T06:51,2025-08-30T09:59,188,560,6,unknown,97.57,0.519,106,Lightning strike at substation transformer.
OUT-0001116,FDR-MKY-0043,REG-MKY,,2024-12-11T17:46,2024-12-11T21:53,247,369,10,vegetation,84.47,0.342,52,Lightning strike at substation transformer.
OUT-0001117,FDR--RW-0123,REG-RW,AST--RW-POL-007390,2024-07-19T07:06,2024-07-19T13:50,404,59,2,vegetation,53.81,0.1332,78,Restoration delayed by access issues.
OUT-0001118,FDR-MKY-0046,REG-MKY,AST-MKY-SWI-002385,2023-07-31T09:50,2023-07-31T14:22,272,828,8,vehicle_impact,226.12,0.8313,77,Storm cell passed through feeder.
OUT-0001119,FDR-TSV-0073,REG-TSV,,2023-09-06T19:13,2023-09-06T22:07,174,890,5,vegetation,157.38,0.9045,31,Lightning strike at substation transformer.
OUT-0001120,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004255,2025-02-22T02:10,2025-02-22T05:23,193,164,6,flood,82.86,0.4293,55,Storm cell passed through feeder.
OUT-0001121,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002666,2024-08-11T12:24,2024-08-11T14:32,128,119,4,equipment_failure,61.92,0.4837,73,Crew rerouted via alternate access track.
OUT-0001122,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004324,2024-05-09T12:56,2024-05-09T15:35,159,351,2,vegetation,119.0,0.7484,102,Switched to alternate feeder during restoration.
OUT-0001123,FDR-MKY-0047,REG-MKY,,2023-10-29T13:01,2023-10-29T15:07,126,702,8,equipment_failure,69.21,0.5493,91,Storm cell passed through feeder.
OUT-0001124,FDR-MKY-0060,REG-MKY,,2026-03-12T06:30,2026-03-12T09:36,186,118,1,lightning,47.61,0.256,50,Vegetation contact confirmed at span.
OUT-0001125,FDR-TSV-0072,REG-TSV,,2023-07-18T13:41,2023-07-18T14:09,28,599,10,vegetation,14.34,0.512,84,Helicopter inspection required.
OUT-0001126,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003082,2026-01-07T08:37,2026-01-07T11:31,174,157,0,storm,59.26,0.3406,69,Crew rerouted via alternate access track.
OUT-0001127,FDR-TSV-0068,REG-TSV,,2023-10-31T06:35,2023-10-31T12:51,376,482,10,flood,135.25,0.3597,64,Crew rerouted via alternate access track.
OUT-0001128,FDR-MKY-0054,REG-MKY,AST-MKY-TRA-002743,2024-05-13T19:40,2024-05-13T23:36,236,60,4,storm,48.16,0.2041,51,Switched to alternate feeder during restoration.
OUT-0001129,FDR-MKY-0061,REG-MKY,AST-MKY-POL-003136,2024-05-31T16:19,2024-05-31T17:57,98,165,4,flood,20.65,0.2107,67,Vegetation contact confirmed at span.
OUT-0001130,FDR-MKY-0062,REG-MKY,AST-MKY-TRA-003161,2023-08-18T23:35,2023-08-19T03:45,250,273,1,equipment_failure,141.89,0.5676,81,Switched to alternate feeder during restoration.
OUT-0001131,FDR-MKY-0056,REG-MKY,,2023-09-12T20:17,2023-09-12T23:51,214,606,9,vegetation,102.27,0.4779,81,Storm cell passed through feeder.
OUT-0001132,FDR-MKY-0048,REG-MKY,AST-MKY-TRA-002514,2023-06-24T04:29,2023-06-24T09:40,311,1,1,equipment_failure,1.81,0.0058,73,Helicopter inspection required.
OUT-0001133,FDR-TSV-0074,REG-TSV,AST-TSV-TRA-003920,2024-05-12T06:36,2024-05-12T12:25,349,411,4,flood,265.14,0.7597,61,Lightning strike at substation transformer.
OUT-0001134,FDR-MKY-0052,REG-MKY,,2024-08-25T11:33,2024-08-25T15:38,245,136,3,vegetation,135.45,0.5528,68,Vegetation contact confirmed at span.
OUT-0001135,FDR-MKY-0057,REG-MKY,,2024-08-23T18:10,2024-08-23T19:44,94,415,7,equipment_failure,40.89,0.435,79,Switched to alternate feeder during restoration.
OUT-0001136,FDR-MKY-0051,REG-MKY,,2024-09-15T12:20,2024-09-15T16:34,254,196,0,planned,100.17,0.3944,43,Restoration delayed by access issues.
OUT-0001137,FDR-MKY-0047,REG-MKY,AST-MKY-SWI-002476,2024-05-23T02:59,2024-05-23T07:10,251,545,7,vegetation,107.04,0.4264,55,Switched to alternate feeder during restoration.
OUT-0001138,FDR-CQI-0106,REG-CQI,,2025-10-24T07:25,2025-10-24T13:46,381,218,4,vegetation,162.54,0.4266,67,Restoration delayed by access issues.
OUT-0001139,FDR-TSV-0077,REG-TSV,,2024-09-07T14:30,2024-09-07T19:31,301,648,6,storm,172.15,0.5719,97,Crew rerouted via alternate access track.
OUT-0001140,FDR-TSV-0084,REG-TSV,,2025-04-07T17:27,2025-04-07T19:48,141,422,10,vehicle_impact,64.89,0.4602,57,Lightning strike at substation transformer.
OUT-0001141,FDR-TSV-0077,REG-TSV,AST-TSV-POL-004061,2025-07-26T00:33,2025-07-26T06:13,340,652,10,lightning,195.66,0.5755,82,Lightning strike at substation transformer.
OUT-0001142,FDR-MKY-0050,REG-MKY,AST-MKY-POL-002623,2025-09-11T21:31,2025-09-12T00:27,176,266,4,storm,93.07,0.5288,94,Restoration delayed by access issues.
OUT-0001143,FDR-SEQ-0041,REG-SEQ,,2024-01-14T23:33,2024-01-15T03:14,221,878,51,equipment_failure,64.44,0.2916,45,Crew rerouted via alternate access track.
OUT-0001144,FDR--RW-0116,REG-RW,,2025-10-11T22:30,2025-10-12T02:22,232,117,0,lightning,115.51,0.4979,154,Restoration delayed by access issues.
OUT-0001145,FDR-MKY-0047,REG-MKY,,2024-11-12T07:21,2024-11-12T08:24,63,280,13,equipment_failure,13.8,0.2191,72,Crew rerouted via alternate access track.
OUT-0001146,FDR-TSV-0079,REG-TSV,,2023-11-21T12:26,2023-11-21T14:22,116,157,2,planned,47.68,0.411,89,Storm cell passed through feeder.
OUT-0001147,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002641,2025-09-13T15:48,2025-09-13T19:19,211,276,3,vehicle_impact,117.18,0.5553,63,Switched to alternate feeder during restoration.
OUT-0001148,FDR-MKY-0045,REG-MKY,,2024-05-27T22:57,2024-05-28T02:41,224,248,7,storm,65.36,0.2918,72,Crew rerouted via alternate access track.
OUT-0001149,FDR-SEQ-0009,REG-SEQ,AST-SEQ-TRA-000495,2026-02-19T10:48,2026-02-19T15:14,266,454,44,flood,46.66,0.1754,14,Helicopter inspection required.
OUT-0001150,FDR-TSV-0065,REG-TSV,AST-TSV-POL-003307,2026-02-04T18:44,2026-02-04T22:19,215,55,0,storm,61.27,0.285,78,Vegetation contact confirmed at span.
OUT-0001151,FDR-TSV-0076,REG-TSV,,2023-10-20T19:11,2023-10-21T00:22,311,563,9,vegetation,146.15,0.4699,114,Vegetation contact confirmed at span.
OUT-0001152,FDR-TSV-0084,REG-TSV,,2024-06-26T22:12,2024-06-27T03:44,332,432,8,flood,156.41,0.4711,82,Crew rerouted via alternate access track.
OUT-0001153,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002440,2023-08-29T00:27,2023-08-29T05:06,279,643,7,storm,140.37,0.5031,90,Vegetation contact confirmed at span.
OUT-0001154,FDR-MKY-0050,REG-MKY,AST-MKY-POL-002621,2024-06-04T15:38,2024-06-04T18:15,157,411,2,vegetation,128.28,0.8171,53,Vegetation contact confirmed at span.
OUT-0001155,FDR-TSV-0078,REG-TSV,AST-TSV-CON-004176,2024-03-21T11:05,2024-03-21T14:24,199,617,9,lightning,98.23,0.4936,102,Lightning strike at substation transformer.
OUT-0001156,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004286,2026-03-25T11:39,2026-03-25T13:47,128,162,3,flood,44.21,0.3454,91,Storm cell passed through feeder.
OUT-0001157,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002673,2024-08-09T03:06,2024-08-09T05:27,141,127,0,flood,72.79,0.5163,98,Storm cell passed through feeder.
OUT-0001158,FDR-TSV-0068,REG-TSV,,2023-07-16T15:17,2023-07-16T17:16,119,1014,9,flood,90.05,0.7567,101,Restoration delayed by access issues.
OUT-0001159,FDR-TSV-0077,REG-TSV,AST-TSV-POL-004104,2025-11-23T06:21,2025-11-23T09:42,201,534,10,lightning,94.73,0.4713,89,Storm cell passed through feeder.
OUT-0001160,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003551,2024-08-03T19:40,2024-08-03T22:42,182,832,11,flood,113.0,0.6209,101,Restoration delayed by access issues.
OUT-0001161,FDR-MKY-0056,REG-MKY,AST-MKY-TRA-002798,2023-10-03T04:21,2023-10-03T07:37,196,611,9,planned,94.44,0.4819,37,Crew rerouted via alternate access track.
OUT-0001162,FDR-TSV-0072,REG-TSV,,2024-09-14T09:33,2024-09-14T13:47,254,260,13,equipment_failure,56.44,0.2222,55,Restoration delayed by access issues.
OUT-0001163,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004596,2024-09-25T12:10,2024-09-25T16:55,285,491,15,vegetation,77.4,0.2716,64,Helicopter inspection required.
OUT-0001164,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002230,2024-10-12T01:43,2024-10-12T05:29,226,804,7,vegetation,168.4,0.7451,74,Switched to alternate feeder during restoration.
OUT-0001165,FDR-MKY-0058,REG-MKY,,2023-07-13T18:44,2023-07-13T23:15,271,1,1,unknown,0.33,0.0012,65,Restoration delayed by access issues.
OUT-0001166,FDR-TSV-0073,REG-TSV,,2023-07-04T06:34,2023-07-04T10:59,265,278,9,storm,74.87,0.2825,82,Vegetation contact confirmed at span.
OUT-0001167,FDR-SEQ-0025,REG-SEQ,AST-SEQ-CON-001364,2025-11-25T11:23,2025-11-25T15:16,233,1306,60,equipment_failure,85.17,0.3655,32,Lightning strike at substation transformer.
OUT-0001168,FDR-TSV-0069,REG-TSV,AST-TSV-CON-003632,2026-01-16T15:35,2026-01-16T19:57,262,233,3,storm,144.32,0.5508,104,Restoration delayed by access issues.
OUT-0001169,FDR-SEQ-0041,REG-SEQ,AST-SEQ-TRA-002135,2023-10-13T08:03,2023-10-13T08:21,18,1411,47,storm,8.44,0.4686,98,Crew rerouted via alternate access track.
OUT-0001170,FDR-MKY-0063,REG-MKY,,2024-07-07T17:13,2024-07-07T18:46,93,535,3,vehicle_impact,52.04,0.5596,48,Vegetation contact confirmed at span.
OUT-0001171,FDR-SEQ-0035,REG-SEQ,AST-SEQ-POL-001826,2025-02-18T03:46,2025-02-18T07:12,206,643,43,storm,48.79,0.2368,80,Crew rerouted via alternate access track.
OUT-0001172,FDR-MKY-0056,REG-MKY,AST-MKY-TRA-002851,2025-04-24T02:43,2025-04-24T04:29,106,374,8,storm,31.26,0.295,91,Switched to alternate feeder during restoration.
OUT-0001173,FDR-TSV-0077,REG-TSV,AST-TSV-CON-004080,2025-03-16T20:52,2025-03-17T00:24,212,281,7,vegetation,52.58,0.248,61,Vegetation contact confirmed at span.
OUT-0001174,FDR-TSV-0082,REG-TSV,AST-TSV-POL-004450,2024-10-02T13:09,2024-10-02T16:05,176,433,13,flood,45.55,0.2588,84,Storm cell passed through feeder.
OUT-0001175,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003097,2024-01-01T14:28,2024-01-01T19:19,291,337,0,storm,212.73,0.731,132,Switched to alternate feeder during restoration.
OUT-0001176,FDR-TSV-0082,REG-TSV,,2023-09-24T13:36,2023-09-24T15:10,94,700,16,flood,39.33,0.4184,96,Storm cell passed through feeder.
OUT-0001177,FDR-TSV-0073,REG-TSV,AST-TSV-POL-003871,2024-11-16T12:01,2024-11-16T15:41,220,288,8,flood,64.39,0.2927,70,Helicopter inspection required.
OUT-0001178,FDR-TSV-0075,REG-TSV,AST-TSV-TRA-003953,2024-08-16T15:41,2024-08-16T17:56,135,163,6,flood,87.32,0.6468,53,Crew rerouted via alternate access track.
OUT-0001179,FDR-SEQ-0008,REG-SEQ,AST-SEQ-POL-000389,2025-06-12T00:40,2025-06-12T01:29,49,1586,27,lightning,41.29,0.8427,43,Lightning strike at substation transformer.
OUT-0001180,FDR-TSV-0078,REG-TSV,AST-TSV-POL-004154,2024-08-06T16:39,2024-08-06T21:03,264,444,7,equipment_failure,93.77,0.3552,63,Restoration delayed by access issues.
OUT-0001181,FDR-MKY-0048,REG-MKY,AST-MKY-TRA-002513,2023-12-05T11:39,2023-12-05T17:30,351,78,0,equipment_failure,159.17,0.4535,53,Crew rerouted via alternate access track.
OUT-0001182,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003675,2025-06-06T11:29,2025-06-06T16:39,310,176,0,vegetation,161.9,0.5223,80,Storm cell passed through feeder.
OUT-0001183,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004705,2023-07-19T17:30,2023-07-19T22:03,273,156,9,flood,36.97,0.1354,95,Lightning strike at substation transformer.
OUT-0001184,FDR-MKY-0057,REG-MKY,AST-MKY-TRA-002863,2025-07-18T23:28,2025-07-19T02:43,195,250,4,storm,51.1,0.2621,79,Restoration delayed by access issues.
OUT-0001185,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002499,2024-08-03T03:11,2024-08-03T03:57,46,1,1,vegetation,0.04,0.0008,68,Helicopter inspection required.
OUT-0001186,FDR-TSV-0088,REG-TSV,AST-TSV-POL-004854,2024-12-29T11:21,2024-12-29T15:12,231,68,1,vehicle_impact,78.93,0.3417,91,Switched to alternate feeder during restoration.
OUT-0001187,FDR-MKY-0062,REG-MKY,AST-MKY-POL-003182,2026-04-29T15:10,2026-04-29T16:54,104,164,0,lightning,35.46,0.341,79,Vegetation contact confirmed at span.
OUT-0001188,FDR-MKY-0060,REG-MKY,AST-MKY-TRA-003088,2026-01-24T02:40,2026-01-24T04:45,125,217,2,equipment_failure,58.84,0.4707,91,Switched to alternate feeder during restoration.
OUT-0001189,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003810,2024-08-27T10:59,2024-08-27T17:09,370,47,9,storm,14.86,0.0402,61,Vegetation contact confirmed at span.
OUT-0001190,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002650,2025-10-30T07:49,2025-10-30T11:41,232,264,3,flood,123.24,0.5312,66,Helicopter inspection required.
OUT-0001191,FDR-MKY-0046,REG-MKY,,2025-01-04T07:38,2025-01-04T11:23,225,323,8,vehicle_impact,72.97,0.3243,99,Restoration delayed by access issues.
OUT-0001192,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004540,2024-09-30T08:00,2024-09-30T10:11,131,338,8,flood,48.29,0.3686,106,Crew rerouted via alternate access track.
OUT-0001193,FDR-TSV-0074,REG-TSV,,2025-06-30T02:03,2025-06-30T07:45,342,164,2,flood,103.67,0.3031,124,Switched to alternate feeder during restoration.
OUT-0001194,FDR-TSV-0065,REG-TSV,AST-TSV-TRA-003328,2024-05-27T04:28,2024-05-27T07:05,157,77,0,vehicle_impact,62.64,0.399,63,Storm cell passed through feeder.
OUT-0001195,FDR-MKY-0059,REG-MKY,AST-MKY-SWI-003026,2025-08-01T10:15,2025-08-01T13:47,212,589,7,vegetation,157.46,0.7427,72,Storm cell passed through feeder.
OUT-0001196,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003098,2026-01-25T19:26,2026-01-26T01:11,345,212,3,equipment_failure,158.66,0.4599,62,Crew rerouted via alternate access track.
OUT-0001197,FDR-TSV-0084,REG-TSV,AST-TSV-TRA-004554,2023-10-01T19:35,2023-10-01T19:40,5,375,6,vegetation,2.04,0.4089,52,Helicopter inspection required.
OUT-0001198,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003935,2026-02-23T01:56,2026-02-23T06:10,254,122,1,vegetation,122.97,0.4841,102,Storm cell passed through feeder.
OUT-0001199,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003637,2025-09-15T11:21,2025-09-15T14:19,178,210,4,flood,88.37,0.4965,65,Crew rerouted via alternate access track.
OUT-0001200,FDR-MKY-0064,REG-MKY,,2024-03-21T13:48,2024-03-21T18:27,279,12,1,equipment_failure,167.4,0.6,105,Restoration delayed by access issues.
OUT-0001201,FDR-MKY-0044,REG-MKY,AST-MKY-REC-002298,2024-02-27T19:04,2024-02-27T22:59,235,584,1,lightning,207.31,0.8822,79,Storm cell passed through feeder.
OUT-0001202,FDR-TSV-0071,REG-TSV,,2025-08-01T04:06,2025-08-01T09:41,335,225,1,equipment_failure,188.91,0.5639,71,Vegetation contact confirmed at span.
OUT-0001203,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002191,2023-09-01T14:50,2023-09-01T18:05,195,329,9,flood,59.46,0.3049,93,Restoration delayed by access issues.
OUT-0001204,FDR-MKY-0062,REG-MKY,,2024-12-01T01:16,2024-12-01T04:53,217,178,5,storm,80.3,0.3701,75,Switched to alternate feeder during restoration.
OUT-0001205,FDR-SEQ-0001,REG-SEQ,AST-SEQ-SEC-000005,2023-07-03T02:46,2023-07-03T05:57,191,645,32,lightning,63.57,0.3328,58,Vegetation contact confirmed at span.
OUT-0001206,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003523,2024-11-23T17:32,2024-11-23T20:16,164,63,12,storm,7.71,0.047,74,Restoration delayed by access issues.
OUT-0001207,FDR-MKY-0053,REG-MKY,,2023-10-08T23:26,2023-10-09T02:14,168,98,4,storm,76.93,0.4579,52,Lightning strike at substation transformer.
OUT-0001208,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003522,2023-08-12T07:49,2023-08-12T11:01,192,1222,8,vegetation,175.09,0.9119,79,Lightning strike at substation transformer.
OUT-0001209,FDR-TSV-0080,REG-TSV,AST-TSV-TRA-004325,2024-06-23T07:47,2024-06-23T11:06,199,377,2,vegetation,159.96,0.8038,83,Lightning strike at substation transformer.
OUT-0001210,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004262,2024-03-28T03:46,2024-03-28T06:29,163,178,3,storm,75.95,0.466,104,Crew rerouted via alternate access track.
OUT-0001211,FDR-MKY-0063,REG-MKY,,2024-07-31T04:14,2024-07-31T06:37,143,383,4,lightning,57.29,0.4006,73,Storm cell passed through feeder.
OUT-0001212,FDR-SEQ-0007,REG-SEQ,AST-SEQ-POL-000280,2024-01-11T22:01,2024-01-12T01:42,221,1213,92,planned,48.06,0.2175,50,Switched to alternate feeder during restoration.
OUT-0001213,FDR-MKY-0053,REG-MKY,AST-MKY-SWI-002689,2025-02-20T20:31,2025-02-20T23:24,173,33,3,lightning,26.68,0.1542,42,Lightning strike at substation transformer.
OUT-0001214,FDR--RW-0125,REG-RW,AST--RW-RIN-007636,2025-12-20T18:36,2025-12-20T22:20,224,65,0,lightning,101.11,0.4514,130,Helicopter inspection required.
OUT-0001215,FDR-MKY-0061,REG-MKY,AST-MKY-POL-003134,2023-07-08T09:42,2023-07-08T14:55,313,79,6,planned,31.58,0.1009,84,Helicopter inspection required.
OUT-0001216,FDR-TSV-0077,REG-TSV,,2026-04-27T03:03,2026-04-27T07:39,276,357,8,vegetation,86.97,0.3151,87,Switched to alternate feeder during restoration.
OUT-0001217,FDR-MKY-0049,REG-MKY,AST-MKY-POL-002554,2024-09-26T08:09,2024-09-26T12:20,251,192,4,vegetation,129.2,0.5147,95,Restoration delayed by access issues.
OUT-0001218,FDR-CQI-0096,REG-CQI,AST-CQI-TRA-005367,2024-05-17T04:54,2024-05-17T07:06,132,9,0,lightning,30.46,0.2308,95,Crew rerouted via alternate access track.
OUT-0001219,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003711,2026-03-28T01:27,2026-03-28T04:28,181,176,1,equipment_failure,79.84,0.4411,77,Restoration delayed by access issues.
OUT-0001220,FDR-TSV-0083,REG-TSV,,2024-05-19T18:30,2024-05-19T21:34,184,186,7,lightning,78.14,0.4247,81,Storm cell passed through feeder.
OUT-0001221,FDR-MKY-0064,REG-MKY,AST-MKY-TRA-003279,2025-01-18T18:34,2025-01-18T21:05,151,12,2,storm,90.6,0.6,96,Restoration delayed by access issues.
OUT-0001222,FDR-TSV-0070,REG-TSV,AST-TSV-SWI-003652,2024-09-11T07:02,2024-09-11T12:30,328,98,6,planned,95.38,0.2908,53,Lightning strike at substation transformer.
OUT-0001223,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002390,2024-05-09T19:48,2024-05-10T03:32,464,517,8,lightning,240.85,0.5191,12,Lightning strike at substation transformer.
OUT-0001224,FDR-MKY-0052,REG-MKY,,2025-08-06T00:02,2025-08-06T01:34,92,103,2,flood,38.52,0.4187,97,Lightning strike at substation transformer.
OUT-0001225,FDR-MKY-0043,REG-MKY,,2024-01-18T18:21,2024-01-18T22:18,237,476,9,storm,104.55,0.4411,62,Restoration delayed by access issues.
OUT-0001226,FDR-TSV-0088,REG-TSV,AST-TSV-TRA-004865,2025-07-10T03:04,2025-07-10T06:11,187,50,0,planned,46.98,0.2513,77,Storm cell passed through feeder.
OUT-0001227,FDR-SEQ-0027,REG-SEQ,AST-SEQ-POL-001460,2026-03-18T15:28,2026-03-18T16:29,61,1333,34,lightning,38.7,0.6345,81,Helicopter inspection required.
OUT-0001228,FDR-MKY-0047,REG-MKY,,2025-11-02T11:20,2025-11-02T15:46,266,649,6,storm,135.08,0.5078,50,Restoration delayed by access issues.
OUT-0001229,FDR-TSV-0084,REG-TSV,AST-TSV-CON-004515,2023-07-06T19:35,2023-07-06T23:51,256,441,3,vegetation,123.11,0.4809,115,Storm cell passed through feeder.
OUT-0001230,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004606,2026-04-28T19:26,2026-04-28T22:35,189,788,20,storm,82.37,0.4358,62,Helicopter inspection required.
OUT-0001231,FDR-MKY-0049,REG-MKY,AST-MKY-POL-002572,2025-06-13T20:48,2025-06-14T01:03,255,14,3,flood,9.57,0.0375,52,Vegetation contact confirmed at span.
