document_id,asset_id,feeder_id,region_id,document_type,document_title,volume_path,created_date,effective_date,document_summary,sensitivity_classification
DOC-000423,AST--RW-SEC-006764,FDR--RW-0116,REG-RW,photo_pack,Photo Pack — AST--RW-SEC-006764,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000423.md,2025-05-02T08:05:41,2026-03-14T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,restricted
DOC-000424,AST-MKY-SWI-002460,FDR-MKY-0047,REG-MKY,photo_pack,Photo Pack — AST-MKY-SWI-002460,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/photo_pack/DOC-000424.md,2025-05-27T08:05:41,2026-03-06T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0047,internal
DOC-000425,AST-TSV-POL-003379,FDR-TSV-0066,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-003379,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000425.md,2024-08-14T08:05:41,2025-09-16T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,internal
DOC-000426,AST-TSV-POL-003972,FDR-TSV-0075,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-003972,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000426.md,2025-10-02T08:05:41,2026-04-26T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,internal
DOC-000427,AST-SEQ-POL-001527,FDR-SEQ-0028,REG-SEQ,photo_pack,Photo Pack — AST-SEQ-POL-001527,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/photo_pack/DOC-000427.md,2025-02-20T08:05:41,2025-06-01T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0028,internal
DOC-000428,AST-MKY-POL-002529,FDR-MKY-0049,REG-MKY,work_order_pdf,Work Order Pdf — AST-MKY-POL-002529,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/work_order_pdf/DOC-000428.md,2026-03-22T08:05:41,2025-10-04T08:05:41,Work order id: WO-EX-DOC-000428 Region: Mackay / Whitsunday Corridor,restricted
DOC-000429,AST-CQI-POL-006006,FDR-CQI-0106,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-POL-006006,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000429.md,2025-07-31T08:05:41,2025-10-19T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0106,restricted
DOC-000430,AST--RW-SEC-006793,FDR--RW-0116,REG-RW,risk_assessment,Risk Assessment — AST--RW-SEC-006793,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/risk_assessment/DOC-000430.md,2024-08-16T08:05:41,2026-02-22T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,internal
DOC-000431,AST-MKY-TRA-002865,FDR-MKY-0057,REG-MKY,work_order_pdf,Work Order Pdf — AST-MKY-TRA-002865,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/work_order_pdf/DOC-000431.md,2024-07-24T08:05:41,2025-07-13T08:05:41,Work order id: WO-EX-DOC-000431 Region: Mackay / Whitsunday Corridor,internal
DOC-000432,,FDR-SEQ-0019,REG-SEQ,risk_assessment,Risk Assessment — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/risk_assessment/DOC-000432.md,2025-01-23T08:05:41,2026-03-01T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0019,restricted
DOC-000433,AST-TSV-POL-003440,FDR-TSV-0066,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-003440,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000433.md,2025-02-22T08:05:41,2026-03-25T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,internal
DOC-000434,AST-SEQ-POL-000541,FDR-SEQ-0010,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-POL-000541,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000434.md,2026-03-03T08:05:41,2026-03-26T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0010,restricted
DOC-000435,AST-TSV-POL-003358,FDR-TSV-0066,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-003358,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000435.md,2025-10-19T08:05:41,2025-09-26T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,confidential
DOC-000436,AST-SEQ-TRA-000730,FDR-SEQ-0013,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-TRA-000730,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000436.md,2026-01-07T08:05:41,2026-03-18T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0013,internal
DOC-000437,AST-TSV-POL-004410,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004410,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000437.md,2025-01-01T08:05:41,2025-05-20T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000438,AST-TSV-TRA-004627,FDR-TSV-0085,REG-TSV,inspection_report,Inspection Report — AST-TSV-TRA-004627,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000438.md,2024-09-18T08:05:41,2025-07-30T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0085,internal
DOC-000439,AST-TSV-POL-003405,FDR-TSV-0066,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-POL-003405,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000439.md,2025-03-22T08:05:41,2025-10-27T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,internal
DOC-000440,AST-TSV-POL-004177,FDR-TSV-0078,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-004177,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000440.md,2026-02-07T08:05:41,2025-10-09T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0078,confidential
DOC-000441,AST--RW-POL-006301,FDR--RW-0110,REG-RW,work_order_pdf,Work Order Pdf — AST--RW-POL-006301,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/work_order_pdf/DOC-000441.md,2025-06-07T08:05:41,2026-03-12T08:05:41,Work order id: WO-EX-DOC-000441 Region: Remote Western Queensland,internal
DOC-000442,AST-MKY-POL-002708,FDR-MKY-0054,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002708,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000442.md,2024-11-22T08:05:41,2025-07-14T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0054,internal
DOC-000443,AST-MKY-POL-002191,FDR-MKY-0043,REG-MKY,photo_pack,Photo Pack — AST-MKY-POL-002191,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/photo_pack/DOC-000443.md,2024-12-08T08:05:41,2026-04-29T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0043,restricted
DOC-000444,AST-TSV-POL-004397,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004397,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000444.md,2025-01-01T08:05:41,2025-08-24T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000445,,FDR-MKY-0052,REG-MKY,vegetation_policy,Vegetation Policy — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/vegetation_policy/DOC-000445.md,2024-09-17T08:05:41,2025-09-16T08:05:41,Document id: DOC-000445 Effective date: 2025-09-16,restricted
DOC-000446,AST-MKY-POL-002678,FDR-MKY-0052,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002678,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000446.md,2026-05-07T08:05:41,2025-09-19T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0052,internal
DOC-000447,,FDR-MKY-0064,REG-MKY,risk_assessment,Risk Assessment — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/risk_assessment/DOC-000447.md,2025-12-06T08:05:41,2026-04-30T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0064,internal
DOC-000448,,FDR-CQI-0096,REG-CQI,risk_assessment,Risk Assessment — REG-CQI,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/risk_assessment/DOC-000448.md,2024-06-15T08:05:41,2025-06-04T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0096,internal
DOC-000449,AST-SEQ-TRA-000102,FDR-SEQ-0003,REG-SEQ,work_order_pdf,Work Order Pdf — AST-SEQ-TRA-000102,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/work_order_pdf/DOC-000449.md,2024-11-21T08:05:41,2026-01-28T08:05:41,Work order id: WO-EX-DOC-000449 Region: SEQ Metro Storm Belt,internal
DOC-000450,AST-MKY-TRA-002341,FDR-MKY-0045,REG-MKY,engineering_drawing,Engineering Drawing — AST-MKY-TRA-002341,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/engineering_drawing/DOC-000450.md,2025-07-11T08:05:41,2025-09-12T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0045,internal
DOC-000451,AST-CQI-POL-005596,FDR-CQI-0100,REG-CQI,work_order_pdf,Work Order Pdf — AST-CQI-POL-005596,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/work_order_pdf/DOC-000451.md,2025-06-08T08:05:41,2026-03-24T08:05:41,Work order id: WO-EX-DOC-000451 Region: Central Queensland Industrial Belt,internal
DOC-000452,AST-TSV-POL-003307,FDR-TSV-0065,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-POL-003307,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000452.md,2024-10-13T08:05:41,2026-03-17T08:05:41,Work order id: WO-EX-DOC-000452 Region: Townsville / Cairns Coastal Corridor,confidential
DOC-000453,,FDR-SEQ-0041,REG-SEQ,vegetation_policy,Vegetation Policy — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/vegetation_policy/DOC-000453.md,2026-04-12T08:05:41,2025-11-10T08:05:41,Document id: DOC-000453 Effective date: 2025-11-10,internal
DOC-000454,AST-TSV-CON-004342,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-CON-004342,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000454.md,2025-11-19T08:05:41,2026-03-04T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000455,AST-TSV-TRA-003944,FDR-TSV-0075,REG-TSV,inspection_report,Inspection Report — AST-TSV-TRA-003944,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000455.md,2026-02-10T08:05:41,2026-04-25T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,internal
DOC-000456,,FDR-SEQ-0011,REG-SEQ,risk_assessment,Risk Assessment — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/risk_assessment/DOC-000456.md,2026-01-01T08:05:41,2026-04-24T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0011,restricted
DOC-000457,,FDR-TSV-0082,REG-TSV,maintenance_standard,Maintenance Standard — REG-TSV,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/maintenance_standard/DOC-000457.md,2024-11-06T08:05:41,2025-07-25T08:05:41,Effective date: 2025-07-25 Document id: DOC-000457,restricted
DOC-000458,AST-TSV-REC-004403,FDR-TSV-0081,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-REC-004403,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000458.md,2026-01-20T08:05:41,2025-05-26T08:05:41,Work order id: WO-EX-DOC-000458 Region: Townsville / Cairns Coastal Corridor,confidential
DOC-000459,AST-TSV-POL-003716,FDR-TSV-0071,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-POL-003716,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000459.md,2024-08-02T08:05:41,2025-06-05T08:05:41,Work order id: WO-EX-DOC-000459 Region: Townsville / Cairns Coastal Corridor,internal
DOC-000460,,FDR-CQI-0094,REG-CQI,vegetation_policy,Vegetation Policy — REG-CQI,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/vegetation_policy/DOC-000460.md,2025-04-02T08:05:41,2025-08-15T08:05:41,Document id: DOC-000460 Effective date: 2025-08-15,internal
DOC-000461,AST-TSV-SWI-004458,FDR-TSV-0082,REG-TSV,inspection_report,Inspection Report — AST-TSV-SWI-004458,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000461.md,2025-09-14T08:05:41,2025-12-13T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0082,confidential
DOC-000462,AST-TSV-CON-004361,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-CON-004361,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000462.md,2025-10-06T08:05:41,2025-11-06T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000463,AST-SEQ-TRA-001999,FDR-SEQ-0039,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-TRA-001999,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000463.md,2025-07-04T08:05:41,2025-09-29T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0039,restricted
DOC-000464,,FDR-CQI-0091,REG-CQI,storm_response_plan,Storm Response Plan — REG-CQI,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/storm_response_plan/DOC-000464.md,2025-08-28T08:05:41,2025-05-28T08:05:41,Document id: DOC-000464 Effective date: 2025-05-28,internal
DOC-000465,,FDR-MKY-0052,REG-MKY,vegetation_policy,Vegetation Policy — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/vegetation_policy/DOC-000465.md,2025-02-13T08:05:41,2025-11-13T08:05:41,Document id: DOC-000465 Effective date: 2025-11-13,internal
DOC-000466,AST-TSV-TRA-004429,FDR-TSV-0081,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-TRA-004429,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000466.md,2026-02-04T08:05:41,2026-03-15T08:05:41,Work order id: WO-EX-DOC-000466 Region: Townsville / Cairns Coastal Corridor,internal
DOC-000467,AST--RW-CON-007590,FDR--RW-0125,REG-RW,photo_pack,Photo Pack — AST--RW-CON-007590,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000467.md,2024-12-06T08:05:41,2026-01-05T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0125,restricted
DOC-000468,AST-TSV-TRA-004394,FDR-TSV-0081,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-TRA-004394,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000468.md,2025-08-17T08:05:41,2026-03-23T08:05:41,Work order id: WO-EX-DOC-000468 Region: Townsville / Cairns Coastal Corridor,internal
DOC-000469,AST-CQI-REC-005365,FDR-CQI-0096,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-REC-005365,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000469.md,2025-07-10T08:05:41,2025-08-17T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0096,internal
DOC-000470,AST--RW-SEC-006783,FDR--RW-0116,REG-RW,inspection_report,Inspection Report — AST--RW-SEC-006783,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000470.md,2025-05-06T08:05:41,2026-03-06T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,internal
DOC-000471,AST--RW-CON-006385,FDR--RW-0111,REG-RW,photo_pack,Photo Pack — AST--RW-CON-006385,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000471.md,2024-07-03T08:05:41,2025-07-10T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0111,restricted
DOC-000472,AST-TSV-TRA-003939,FDR-TSV-0075,REG-TSV,inspection_report,Inspection Report — AST-TSV-TRA-003939,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000472.md,2024-11-06T08:05:41,2026-01-11T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,internal
DOC-000473,AST-TSV-POL-003401,FDR-TSV-0066,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-003401,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000473.md,2026-04-26T08:05:41,2025-08-01T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,internal
DOC-000474,AST-MKY-POL-002981,FDR-MKY-0058,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002981,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000474.md,2024-09-14T08:05:41,2025-12-09T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,internal
DOC-000475,AST-MKY-CON-002936,FDR-MKY-0058,REG-MKY,inspection_report,Inspection Report — AST-MKY-CON-002936,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000475.md,2024-06-14T08:05:41,2025-11-18T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,restricted
DOC-000476,AST-MKY-POL-002939,FDR-MKY-0058,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002939,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000476.md,2025-04-02T08:05:41,2026-04-03T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,internal
DOC-000477,,FDR--RW-0112,REG-RW,risk_assessment,Risk Assessment — REG-RW,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/risk_assessment/DOC-000477.md,2024-12-26T08:05:41,2025-06-24T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0112,internal
DOC-000478,AST-MKY-TRA-002851,FDR-MKY-0056,REG-MKY,photo_pack,Photo Pack — AST-MKY-TRA-002851,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/photo_pack/DOC-000478.md,2025-08-22T08:05:41,2026-01-31T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0056,confidential
DOC-000479,AST-TSV-POL-004393,FDR-TSV-0081,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-004393,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000479.md,2025-02-05T08:05:41,2026-04-24T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,confidential
DOC-000480,AST-TSV-POL-003446,FDR-TSV-0066,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-POL-003446,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000480.md,2025-09-19T08:05:41,2026-03-30T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,confidential
DOC-000481,AST-TSV-TRA-004432,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-TRA-004432,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000481.md,2024-07-20T08:05:41,2025-10-18T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000482,AST-MKY-POL-002191,FDR-MKY-0043,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002191,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000482.md,2025-12-28T08:05:41,2025-11-01T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0043,confidential
DOC-000483,AST-TSV-POL-003373,FDR-TSV-0066,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-003373,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000483.md,2025-07-06T08:05:41,2026-05-05T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,confidential
DOC-000484,AST-SEQ-TRA-002164,FDR-SEQ-0042,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-TRA-002164,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000484.md,2024-12-11T08:05:41,2025-10-29T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0042,restricted
DOC-000485,AST-MKY-SWI-002957,FDR-MKY-0058,REG-MKY,inspection_report,Inspection Report — AST-MKY-SWI-002957,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000485.md,2024-09-10T08:05:41,2026-03-11T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,internal
DOC-000486,,FDR-TSV-0077,REG-TSV,maintenance_standard,Maintenance Standard — REG-TSV,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/maintenance_standard/DOC-000486.md,2024-09-02T08:05:41,2025-08-03T08:05:41,Effective date: 2025-08-03 Document id: DOC-000486,internal
DOC-000487,AST-CQI-SEC-004927,FDR-CQI-0090,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-SEC-004927,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000487.md,2025-11-09T08:05:41,2025-08-18T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0090,internal
DOC-000488,,FDR-CQI-0097,REG-CQI,risk_assessment,Risk Assessment — REG-CQI,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/risk_assessment/DOC-000488.md,2025-02-01T08:05:41,2025-09-04T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0097,internal
DOC-000489,AST-MKY-CON-003150,FDR-MKY-0062,REG-MKY,inspection_report,Inspection Report — AST-MKY-CON-003150,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000489.md,2025-06-30T08:05:41,2025-07-23T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0062,restricted
DOC-000490,AST-MKY-CON-003014,FDR-MKY-0059,REG-MKY,inspection_report,Inspection Report — AST-MKY-CON-003014,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000490.md,2024-12-01T08:05:41,2025-08-06T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0059,internal
DOC-000491,AST-TSV-POL-003933,FDR-TSV-0075,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-003933,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000491.md,2024-08-09T08:05:41,2025-06-27T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,internal
DOC-000492,AST-TSV-POL-003349,FDR-TSV-0066,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-003349,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000492.md,2024-10-25T08:05:41,2025-06-24T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,internal
DOC-000493,AST-MKY-POL-002990,FDR-MKY-0058,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002990,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000493.md,2024-11-26T08:05:41,2026-03-20T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,restricted
DOC-000494,,FDR--RW-0115,REG-RW,vegetation_policy,Vegetation Policy — REG-RW,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/vegetation_policy/DOC-000494.md,2024-12-24T08:05:41,2025-09-07T08:05:41,Document id: DOC-000494 Effective date: 2025-09-07,internal
DOC-000495,AST-TSV-POL-004417,FDR-TSV-0081,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-004417,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000495.md,2024-08-15T08:05:41,2025-06-24T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000496,AST-SEQ-TRA-001507,FDR-SEQ-0028,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-TRA-001507,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000496.md,2024-07-06T08:05:41,2025-07-06T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0028,internal
DOC-000497,AST--RW-POL-007022,FDR--RW-0119,REG-RW,engineering_drawing,Engineering Drawing — AST--RW-POL-007022,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/engineering_drawing/DOC-000497.md,2025-05-20T08:05:41,2025-06-11T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0119,restricted
DOC-000498,AST-TSV-POL-004881,FDR-TSV-0088,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-POL-004881,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000498.md,2024-11-07T08:05:41,2025-11-23T08:05:41,Work order id: WO-EX-DOC-000498 Region: Townsville / Cairns Coastal Corridor,internal
DOC-000499,AST-CQI-POL-005381,FDR-CQI-0096,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-POL-005381,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000499.md,2025-01-08T08:05:41,2025-10-20T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0096,restricted
DOC-000500,AST-MKY-POL-002968,FDR-MKY-0058,REG-MKY,work_order_pdf,Work Order Pdf — AST-MKY-POL-002968,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/work_order_pdf/DOC-000500.md,2024-12-25T08:05:41,2025-08-18T08:05:41,Work order id: WO-EX-DOC-000500 Region: Mackay / Whitsunday Corridor,internal
DOC-000501,AST-SEQ-POL-002027,FDR-SEQ-0039,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-POL-002027,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000501.md,2025-08-20T08:05:41,2025-09-17T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0039,internal
DOC-000502,AST-MKY-POL-003025,FDR-MKY-0059,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-003025,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000502.md,2024-06-03T08:05:41,2025-09-10T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0059,internal
DOC-000503,AST-SEQ-POL-000939,FDR-SEQ-0017,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-POL-000939,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000503.md,2025-01-31T08:05:41,2025-08-08T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0017,internal
