inspection_id,asset_id,inspection_date,inspection_type,inspector_team,condition_observed,defect_count,photo_count,document_id,recommended_action
INS-0001868,AST-CQI-POL-004910,2025-08-13,routine,Drone Team 1,fair,0,6,,no_action
INS-0001869,AST-SEQ-POL-000475,2025-09-10,routine,Crew B,good,1,8,,no_action
INS-0001870,AST-CQI-CON-005387,2025-05-19,routine,Crew A,good,3,7,,monitor
INS-0001871,AST-CQI-POL-006015,2024-12-04,drone,Crew C,good,1,4,,no_action
INS-0001872,AST-SEQ-TRA-001420,2025-09-01,routine,Crew B,poor,1,5,,schedule_inspection
INS-0001873,AST-CQI-POL-005134,2025-06-25,drone,Crew B,fair,0,5,,no_action
INS-0001874,AST-TSV-POL-003380,2025-05-07,storm_follow_up,Crew A,very_poor,4,8,,urgent_repair
INS-0001875,AST-CQI-POL-005458,2025-06-13,thermal,Crew A,poor,3,3,,schedule_inspection
INS-0001876,AST--RW-CON-006853,2026-04-04,routine,Drone Team 2,very_poor,2,3,,urgent_repair
INS-0001877,AST--RW-POL-007346,2024-12-03,storm_follow_up,Drone Team 2,fair,1,2,,no_action
INS-0001878,AST-MKY-POL-002613,2025-11-20,vegetation,Drone Team 2,fair,1,6,,no_action
INS-0001879,AST-TSV-CON-003813,2026-03-22,thermal,Crew C,good,2,0,,monitor
INS-0001880,AST-MKY-CON-002271,2025-10-20,routine,Crew B,fair,0,2,,no_action
INS-0001881,AST-SEQ-POL-001041,2026-01-16,routine,Drone Team 1,fair,1,1,,no_action
INS-0001882,AST-TSV-SWI-004555,2025-04-04,vegetation,Crew C,fair,0,2,,no_action
INS-0001883,AST-TSV-CON-004000,2025-10-19,pole_test,Crew A,good,1,6,,no_action
INS-0001884,AST--RW-POL-006780,2025-02-03,routine,Crew A,good,1,0,,urgent_repair
INS-0001885,AST-TSV-TRA-003601,2025-10-16,routine,Crew A,fair,2,8,,no_action
INS-0001886,AST-TSV-POL-003922,2025-09-04,storm_follow_up,Crew B,fair,1,6,,no_action
INS-0001887,AST-CQI-POL-004938,2025-02-06,routine,Crew A,fair,1,6,,no_action
INS-0001888,AST-SEQ-POL-001097,2025-04-15,routine,Drone Team 1,fair,2,2,,no_action
INS-0001889,AST--RW-POL-006330,2026-03-04,routine,Crew C,fair,2,0,,no_action
INS-0001890,AST-SEQ-POL-001990,2026-01-23,thermal,Crew A,good,2,1,,no_action
INS-0001891,AST-SEQ-SWI-001320,2025-11-07,routine,Drone Team 1,poor,1,7,,monitor
INS-0001892,AST-TSV-POL-003720,2025-11-19,vegetation,Crew A,poor,1,3,,schedule_repair
INS-0001893,AST-TSV-POL-003423,2025-04-04,routine,Drone Team 2,good,1,8,,no_action
INS-0001894,AST-TSV-POL-004786,2025-04-18,routine,Crew B,good,1,0,,no_action
INS-0001895,AST--RW-POL-007266,2025-04-12,vegetation,Drone Team 1,fair,1,5,,no_action
INS-0001896,AST--RW-POL-007158,2026-04-18,routine,Crew C,good,1,0,,no_action
INS-0001897,AST-CQI-SWI-005679,2025-01-24,routine,Crew A,very_poor,1,4,,schedule_repair
INS-0001898,AST-TSV-POL-004016,2025-10-27,routine,Drone Team 1,good,2,4,,schedule_repair
INS-0001899,AST-TSV-POL-004440,2025-08-05,drone,Drone Team 1,poor,1,2,,schedule_inspection
INS-0001900,AST-CQI-POL-005817,2026-04-22,routine,Crew B,good,0,5,,no_action
INS-0001901,AST-MKY-SEC-002989,2024-12-02,routine,Crew A,good,2,2,,monitor
INS-0001902,AST-TSV-SEC-004577,2024-11-26,drone,Crew B,very_poor,2,4,,urgent_repair
INS-0001903,AST-MKY-POL-002996,2024-12-28,thermal,Drone Team 2,very_poor,2,4,,schedule_inspection
INS-0001904,AST-MKY-TRA-002726,2026-03-18,routine,Crew B,fair,1,0,,no_action
INS-0001905,AST-TSV-TRA-003731,2025-05-23,vegetation,Crew B,fair,1,1,,no_action
INS-0001906,AST--RW-POL-007364,2025-12-20,routine,Crew B,good,3,1,,no_action
INS-0001907,AST-CQI-POL-005465,2025-12-31,routine,Crew B,good,0,7,,no_action
INS-0001908,AST-MKY-SEC-003142,2026-05-06,drone,Drone Team 2,good,0,1,,no_action
INS-0001909,AST-CQI-POL-005604,2025-12-27,routine,Crew B,fair,0,5,,no_action
INS-0001910,AST--RW-CON-006487,2025-04-18,pole_test,Crew C,good,1,8,,urgent_repair
INS-0001911,AST-CQI-CON-005660,2026-05-10,storm_follow_up,Crew A,good,3,3,,schedule_repair
INS-0001912,AST-TSV-CON-003535,2026-02-16,thermal,Crew C,very_poor,4,6,,monitor
INS-0001913,AST-CQI-CON-005900,2025-05-05,routine,Crew B,good,1,1,,no_action
INS-0001914,AST-TSV-POL-004371,2026-05-04,routine,Drone Team 2,fair,1,2,,no_action
INS-0001915,AST-CQI-POL-005879,2025-10-19,vegetation,Crew C,good,1,3,,urgent_repair
INS-0001916,AST-MKY-POL-002728,2025-12-17,vegetation,Crew B,good,2,0,,no_action
INS-0001917,AST-SEQ-TRA-001504,2025-03-30,routine,Drone Team 1,fair,0,0,,no_action
INS-0001918,AST-TSV-POL-004842,2025-11-19,storm_follow_up,Drone Team 2,good,1,8,,no_action
INS-0001919,AST-SEQ-REC-000401,2025-04-08,routine,Drone Team 1,fair,2,8,,no_action
INS-0001920,AST-CQI-TRA-005482,2026-04-29,routine,Drone Team 2,fair,5,0,,no_action
INS-0001921,AST-SEQ-POL-002057,2026-04-17,pole_test,Crew B,fair,0,5,,no_action
INS-0001922,AST-CQI-POL-005731,2026-04-16,vegetation,Crew C,fair,0,5,,no_action
INS-0001923,AST-TSV-TRA-004139,2025-11-06,thermal,Crew A,good,2,5,,no_action
INS-0001924,AST-SEQ-CON-001765,2025-11-19,thermal,Crew B,poor,2,8,,schedule_repair
INS-0001925,AST-SEQ-POL-000079,2025-03-24,routine,Drone Team 2,fair,0,8,,no_action
INS-0001926,AST-TSV-POL-004391,2026-01-08,pole_test,Crew B,good,2,0,,schedule_inspection
INS-0001927,AST-CQI-POL-005012,2025-07-26,vegetation,Drone Team 2,fair,1,6,,no_action
INS-0001928,AST-TSV-RIN-004358,2025-10-04,pole_test,Drone Team 1,good,2,7,,no_action
INS-0001929,AST-CQI-POL-005522,2024-12-17,routine,Crew C,fair,2,4,,monitor
INS-0001930,AST-MKY-POL-003206,2025-10-15,storm_follow_up,Crew A,poor,2,7,,monitor
INS-0001931,AST-TSV-POL-003851,2025-11-30,pole_test,Drone Team 1,good,7,7,,monitor
INS-0001932,AST-SEQ-POL-001400,2026-01-21,routine,Crew B,good,0,7,,no_action
INS-0001933,AST--RW-POL-006454,2024-12-07,routine,Crew C,fair,0,8,,no_action
INS-0001934,AST-TSV-POL-003722,2025-01-15,routine,Drone Team 1,good,1,5,,no_action
INS-0001935,AST-TSV-POL-004114,2025-10-29,routine,Crew A,fair,1,1,,no_action
INS-0001936,AST-CQI-POL-005024,2025-04-09,drone,Drone Team 1,good,2,3,,no_action
INS-0001937,AST-CQI-SWI-006054,2025-03-29,vegetation,Crew B,poor,1,7,,monitor
INS-0001938,AST-TSV-TRA-003944,2026-02-07,vegetation,Drone Team 1,fair,1,1,,schedule_repair
INS-0001939,AST-SEQ-POL-001987,2025-02-17,routine,Drone Team 1,fair,1,4,,no_action
INS-0001940,AST-SEQ-RIN-000518,2025-08-01,drone,Drone Team 1,good,4,3,,schedule_repair
INS-0001941,AST-TSV-POL-003528,2025-06-15,thermal,Crew B,fair,1,4,,no_action
INS-0001942,AST-TSV-RIN-003979,2025-01-19,vegetation,Crew B,good,2,5,,urgent_repair
INS-0001943,AST-SEQ-POL-000913,2025-05-21,routine,Drone Team 2,fair,0,0,,no_action
INS-0001944,AST-SEQ-SEC-001326,2025-07-31,thermal,Crew B,good,2,2,,no_action
INS-0001945,AST-SEQ-TRA-001350,2025-07-27,drone,Drone Team 1,fair,2,6,,monitor
INS-0001946,AST-TSV-RIN-004791,2026-04-27,vegetation,Crew C,fair,0,0,,no_action
INS-0001947,AST-TSV-POL-004246,2026-01-21,routine,Crew A,very_poor,2,5,,urgent_repair
INS-0001948,AST-MKY-POL-002408,2025-12-02,thermal,Crew C,fair,0,7,,no_action
INS-0001949,AST-SEQ-POL-001949,2025-02-08,routine,Crew C,very_poor,2,5,,schedule_repair
INS-0001950,AST--RW-POL-007060,2025-09-15,thermal,Crew C,good,1,7,,no_action
INS-0001951,AST-MKY-POL-002586,2025-07-12,drone,Drone Team 1,good,3,8,,no_action
INS-0001952,AST-MKY-CON-002446,2025-05-22,routine,Crew C,fair,2,4,,no_action
INS-0001953,AST-SEQ-POL-001975,2025-12-09,routine,Crew C,fair,3,5,,no_action
INS-0001954,AST-SEQ-REC-000484,2026-02-14,routine,Crew C,fair,1,1,,schedule_inspection
INS-0001955,AST-MKY-TRA-002770,2025-07-18,routine,Crew C,good,0,5,,no_action
INS-0001956,AST--RW-POL-006510,2025-10-14,vegetation,Crew C,fair,2,4,,no_action
INS-0001957,AST-TSV-SEC-004110,2026-04-11,routine,Drone Team 2,good,2,5,,no_action
INS-0001958,AST-SEQ-RIN-000729,2024-12-04,thermal,Crew A,fair,2,5,,no_action
INS-0001959,AST-CQI-POL-005224,2025-11-25,routine,Crew C,poor,5,8,,schedule_inspection
INS-0001960,AST-MKY-POL-002214,2025-05-17,routine,Crew C,good,1,6,,no_action
INS-0001961,AST--RW-POL-007181,2025-07-21,routine,Crew B,good,2,8,,no_action
INS-0001962,AST-CQI-TRA-006106,2025-04-28,routine,Crew C,good,1,3,,no_action
INS-0001963,AST-MKY-TRA-003143,2025-09-13,routine,Crew B,good,2,5,,no_action
INS-0001964,AST-SEQ-POL-000664,2025-06-16,vegetation,Crew C,fair,1,4,,schedule_repair
INS-0001965,AST-CQI-POL-005082,2024-11-24,routine,Crew A,good,3,2,,monitor
INS-0001966,AST-TSV-POL-004043,2025-03-31,routine,Drone Team 2,very_poor,1,3,,schedule_repair
INS-0001967,AST-CQI-CON-005521,2025-11-21,drone,Crew C,fair,1,4,,no_action
INS-0001968,AST-MKY-POL-003176,2025-12-16,routine,Crew A,good,2,1,,monitor
INS-0001969,AST-SEQ-TRA-001289,2025-12-09,pole_test,Crew B,fair,1,8,,urgent_repair
INS-0001970,AST-CQI-POL-005364,2026-01-29,routine,Crew C,fair,2,7,,no_action
INS-0001971,AST-TSV-POL-003943,2025-05-13,pole_test,Drone Team 1,fair,4,6,,monitor
INS-0001972,AST--RW-POL-007644,2025-11-22,routine,Drone Team 1,fair,5,3,,schedule_repair
INS-0001973,AST-MKY-POL-002761,2025-08-05,pole_test,Drone Team 1,good,0,8,,no_action
INS-0001974,AST-SEQ-POL-000715,2026-02-02,routine,Drone Team 2,fair,1,5,,schedule_repair
INS-0001975,AST--RW-TRA-007765,2026-04-19,drone,Crew A,fair,2,3,,no_action
INS-0001976,AST-TSV-POL-003716,2024-12-14,routine,Drone Team 1,very_poor,2,2,,monitor
INS-0001977,AST-TSV-SWI-004399,2025-03-27,drone,Drone Team 1,fair,0,7,,no_action
INS-0001978,AST-TSV-POL-004422,2025-01-30,vegetation,Drone Team 2,very_poor,3,2,,schedule_repair
INS-0001979,AST-TSV-POL-004310,2026-04-21,routine,Drone Team 2,good,1,3,,schedule_inspection
INS-0001980,AST--RW-RIN-006247,2025-10-09,routine,Crew B,poor,3,4,,schedule_repair
INS-0001981,AST-MKY-POL-002370,2025-03-26,thermal,Crew B,good,2,3,,no_action
INS-0001982,AST-MKY-POL-002402,2024-12-12,routine,Crew B,very_poor,3,0,,schedule_inspection
INS-0001983,AST-CQI-POL-005815,2026-01-11,routine,Crew C,poor,3,4,,monitor
INS-0001984,AST-TSV-POL-004518,2026-05-01,thermal,Drone Team 1,good,1,5,,schedule_repair
INS-0001985,AST-SEQ-REC-002016,2025-04-04,vegetation,Drone Team 1,fair,1,3,,monitor
INS-0001986,AST-TSV-SEC-003708,2025-11-19,drone,Drone Team 2,poor,3,0,,urgent_repair
INS-0001987,AST--RW-REC-006255,2025-04-30,routine,Drone Team 1,good,0,4,,no_action
INS-0001988,AST-TSV-POL-003570,2025-04-29,drone,Drone Team 1,fair,2,2,,no_action
INS-0001989,AST--RW-TRA-006174,2025-08-01,storm_follow_up,Crew A,good,0,5,,no_action
INS-0001990,AST--RW-SEC-007587,2025-03-03,storm_follow_up,Crew A,good,2,8,,no_action
INS-0001991,AST--RW-SWI-007003,2025-02-05,thermal,Crew B,poor,1,3,,monitor
INS-0001992,AST-SEQ-TRA-001168,2025-02-23,routine,Drone Team 1,very_poor,2,7,,schedule_inspection
INS-0001993,AST--RW-REC-007045,2025-03-07,drone,Drone Team 1,good,0,2,,no_action
INS-0001994,AST-CQI-SEC-005456,2025-07-13,pole_test,Crew A,fair,1,4,,no_action
INS-0001995,AST-MKY-POL-002836,2025-03-10,routine,Drone Team 1,good,0,8,,no_action
INS-0001996,AST-SEQ-POL-001695,2025-09-21,storm_follow_up,Crew B,fair,6,7,,no_action
INS-0001997,AST-CQI-POL-005382,2025-04-15,vegetation,Crew C,fair,2,3,,no_action
INS-0001998,AST-TSV-CON-003795,2025-05-07,thermal,Crew C,fair,1,7,,no_action
INS-0001999,AST-TSV-POL-003763,2025-05-05,vegetation,Crew C,good,3,6,,no_action
INS-0002000,AST-MKY-RIN-003265,2024-12-04,routine,Crew A,fair,0,2,,no_action
INS-0002001,AST-TSV-POL-004578,2026-02-04,routine,Drone Team 2,fair,2,2,,no_action
INS-0002002,AST-CQI-SEC-005589,2025-09-05,drone,Crew A,fair,1,8,,no_action
INS-0002003,AST-CQI-SEC-005084,2025-12-06,drone,Drone Team 2,good,0,4,,no_action
INS-0002004,AST-MKY-POL-002962,2025-07-15,routine,Drone Team 1,poor,1,7,,urgent_repair
INS-0002005,AST-CQI-POL-005887,2026-02-09,vegetation,Crew A,good,1,4,,no_action
INS-0002006,AST--RW-POL-007611,2025-02-16,storm_follow_up,Crew C,good,4,6,,monitor
INS-0002007,AST-MKY-POL-002910,2025-08-06,routine,Crew B,fair,2,7,,no_action
INS-0002008,AST-MKY-POL-003005,2024-12-26,routine,Crew A,very_poor,3,3,,schedule_inspection
INS-0002009,AST-CQI-POL-006064,2025-09-26,thermal,Crew C,very_poor,2,2,,monitor
INS-0002010,AST-TSV-POL-003722,2025-06-07,routine,Drone Team 2,good,3,7,,no_action
INS-0002011,AST-CQI-POL-006030,2025-06-19,drone,Drone Team 1,good,2,8,,no_action
INS-0002012,AST-CQI-POL-005432,2025-06-18,vegetation,Crew A,good,3,7,,no_action
INS-0002013,AST-TSV-POL-004522,2025-07-17,vegetation,Drone Team 2,good,1,3,,no_action
INS-0002014,AST--RW-POL-006383,2026-02-15,drone,Crew C,poor,2,8,,schedule_inspection
INS-0002015,AST-TSV-POL-003675,2026-01-24,drone,Drone Team 2,good,2,7,,no_action
INS-0002016,AST-TSV-SEC-003649,2025-08-23,storm_follow_up,Drone Team 1,fair,2,0,,no_action
INS-0002017,AST-CQI-SEC-005291,2026-04-16,routine,Drone Team 2,good,2,6,,no_action
INS-0002018,AST-SEQ-POL-001691,2025-01-06,pole_test,Crew C,good,1,1,,no_action
INS-0002019,AST-MKY-RIN-002448,2025-04-23,routine,Crew B,fair,1,0,,no_action
INS-0002020,AST-SEQ-POL-000944,2025-04-20,routine,Drone Team 1,good,2,4,,no_action
INS-0002021,AST-SEQ-REC-000561,2025-02-07,drone,Crew B,good,0,8,,no_action
INS-0002022,AST--RW-TRA-007036,2024-12-21,drone,Drone Team 2,fair,0,2,,no_action
INS-0002023,AST--RW-TRA-006396,2026-03-04,routine,Drone Team 2,fair,1,0,,no_action
INS-0002024,AST-SEQ-TRA-002151,2025-02-25,routine,Crew C,fair,1,1,,no_action
INS-0002025,AST--RW-TRA-007681,2025-09-17,vegetation,Crew B,fair,1,6,,no_action
INS-0002026,AST-SEQ-POL-001672,2026-04-21,routine,Crew B,good,4,8,,no_action
INS-0002027,AST-CQI-POL-005841,2026-02-16,thermal,Crew C,very_poor,1,7,,schedule_repair
INS-0002028,AST-MKY-POL-002884,2025-01-05,vegetation,Crew A,fair,2,3,,no_action
INS-0002029,AST--RW-TRA-007479,2025-12-10,routine,Crew C,fair,1,4,,no_action
INS-0002030,AST-CQI-POL-006020,2025-03-11,storm_follow_up,Crew C,good,4,3,,no_action
INS-0002031,AST-TSV-POL-004205,2025-08-06,routine,Drone Team 2,good,2,3,,monitor
INS-0002032,AST-TSV-CON-004062,2025-04-18,routine,Crew B,good,4,2,,schedule_repair
INS-0002033,AST-CQI-POL-005353,2025-09-28,routine,Crew C,good,2,4,,no_action
INS-0002034,AST-TSV-CON-004363,2026-01-25,storm_follow_up,Crew B,poor,2,8,,urgent_repair
INS-0002035,AST-CQI-POL-005031,2025-04-01,thermal,Crew A,poor,5,6,,schedule_inspection
INS-0002036,AST-MKY-POL-003202,2025-12-09,storm_follow_up,Crew C,fair,5,8,,monitor
INS-0002037,AST-MKY-POL-002233,2025-11-24,drone,Crew C,good,0,7,,no_action
INS-0002038,AST-TSV-REC-004405,2025-07-14,drone,Crew B,good,3,6,,schedule_repair
INS-0002039,AST-SEQ-POL-000335,2025-09-28,vegetation,Drone Team 2,good,1,1,,no_action
INS-0002040,AST-TSV-POL-004613,2026-02-03,routine,Drone Team 2,fair,3,8,,monitor
INS-0002041,AST-TSV-CON-003331,2025-12-26,routine,Crew C,very_poor,1,1,,schedule_inspection
INS-0002042,AST-TSV-POL-004354,2025-02-28,storm_follow_up,Crew C,poor,4,3,,urgent_repair
INS-0002043,AST-TSV-POL-003661,2026-02-28,routine,Crew B,fair,2,2,,schedule_inspection
INS-0002044,AST-CQI-POL-005962,2025-10-12,routine,Drone Team 1,fair,2,1,,monitor
INS-0002045,AST--RW-POL-006134,2026-03-23,routine,Crew C,good,1,1,,no_action
INS-0002046,AST--RW-SWI-006969,2025-10-24,routine,Drone Team 2,good,0,7,,no_action
INS-0002047,AST--RW-TRA-006225,2025-10-30,pole_test,Drone Team 1,good,0,2,,no_action
INS-0002048,AST--RW-POL-006333,2026-05-04,drone,Drone Team 1,very_poor,3,5,,urgent_repair
INS-0002049,AST-TSV-POL-004450,2024-12-05,routine,Crew A,good,1,7,,no_action
INS-0002050,AST-TSV-POL-004641,2025-10-05,routine,Crew C,poor,1,1,,schedule_inspection
INS-0002051,AST--RW-SWI-006809,2024-12-02,drone,Crew B,very_poor,2,2,,monitor
INS-0002052,AST-MKY-CON-002959,2025-08-22,routine,Crew C,good,2,4,,monitor
INS-0002053,AST--RW-POL-007939,2024-12-08,routine,Drone Team 2,good,1,3,,no_action
INS-0002054,AST--RW-POL-007194,2025-03-26,vegetation,Crew A,fair,0,1,,no_action
INS-0002055,AST-SEQ-TRA-001027,2024-12-17,routine,Drone Team 1,poor,5,1,,schedule_inspection
INS-0002056,AST-SEQ-POL-001734,2025-08-28,thermal,Drone Team 1,very_poor,3,7,,schedule_inspection
INS-0002057,AST-TSV-REC-003558,2025-08-17,routine,Crew A,fair,2,6,,no_action
INS-0002058,AST-SEQ-POL-000924,2024-12-13,storm_follow_up,Crew A,fair,5,8,,urgent_repair
INS-0002059,AST-MKY-SEC-002245,2026-02-06,storm_follow_up,Crew C,poor,1,4,,schedule_repair
INS-0002060,AST-MKY-REC-003245,2026-03-12,routine,Crew A,good,1,6,,no_action
INS-0002061,AST-MKY-POL-002883,2025-11-09,storm_follow_up,Drone Team 1,fair,3,1,,monitor
INS-0002062,AST--RW-REC-006443,2025-10-29,drone,Crew C,good,1,0,,no_action
INS-0002063,AST-TSV-TRA-003459,2024-11-28,routine,Crew C,very_poor,2,8,,schedule_repair
INS-0002064,AST-TSV-POL-003363,2025-03-18,drone,Crew C,poor,3,7,,urgent_repair
INS-0002065,AST-CQI-CON-004955,2025-02-07,vegetation,Drone Team 2,fair,1,5,,no_action
INS-0002066,AST--RW-POL-006471,2025-01-10,pole_test,Crew C,fair,2,0,,no_action
INS-0002067,AST--RW-TRA-007208,2025-12-06,routine,Crew A,good,1,1,,no_action
INS-0002068,AST-TSV-SWI-004296,2026-05-05,routine,Crew C,good,0,0,,no_action
INS-0002069,AST-MKY-POL-003186,2025-04-04,routine,Crew A,poor,4,8,,schedule_inspection
INS-0002070,AST--RW-TRA-006556,2024-12-17,routine,Crew B,fair,0,8,,no_action
INS-0002071,AST-MKY-SEC-002575,2025-07-02,routine,Drone Team 1,good,2,0,,no_action
INS-0002072,AST--RW-POL-007867,2025-03-27,vegetation,Crew A,good,0,0,,no_action
INS-0002073,AST--RW-POL-006851,2025-05-04,drone,Crew B,good,2,5,,schedule_repair
INS-0002074,AST-SEQ-SWI-002014,2026-04-07,storm_follow_up,Crew B,fair,1,4,,no_action
INS-0002075,AST--RW-POL-007140,2025-07-11,drone,Crew A,good,0,7,,no_action
INS-0002076,AST-CQI-POL-005766,2025-08-15,routine,Crew A,good,3,1,,schedule_repair
INS-0002077,AST--RW-POL-006309,2024-12-10,drone,Crew C,very_poor,3,2,,monitor
INS-0002078,AST-TSV-POL-003322,2025-03-12,routine,Crew A,good,1,5,,no_action
INS-0002079,AST-TSV-POL-004189,2025-01-25,routine,Drone Team 2,very_poor,1,8,,schedule_inspection
INS-0002080,AST--RW-POL-007824,2025-12-19,routine,Drone Team 2,very_poor,2,4,,schedule_inspection
INS-0002081,AST-SEQ-POL-002049,2026-01-13,thermal,Crew A,good,3,4,,no_action
INS-0002082,AST--RW-POL-006715,2025-11-13,thermal,Drone Team 1,good,0,6,,no_action
INS-0002083,AST-MKY-POL-003172,2025-04-01,pole_test,Crew C,poor,3,8,,schedule_repair
INS-0002084,AST-SEQ-POL-001302,2025-12-12,drone,Crew C,fair,1,1,,no_action
INS-0002085,AST-SEQ-SWI-000928,2025-09-27,drone,Drone Team 1,fair,4,6,,no_action
INS-0002086,AST--RW-POL-007747,2025-03-22,thermal,Drone Team 1,fair,1,3,,no_action
INS-0002087,AST-TSV-TRA-004487,2025-01-10,routine,Crew C,very_poor,3,8,,urgent_repair
INS-0002088,AST--RW-CON-007788,2025-11-09,routine,Drone Team 1,good,2,6,,no_action
INS-0002089,AST-TSV-POL-004410,2026-01-18,storm_follow_up,Drone Team 1,very_poor,3,7,,schedule_inspection
INS-0002090,AST-SEQ-SEC-000529,2025-04-02,drone,Crew A,good,0,8,,no_action
INS-0002091,AST-CQI-POL-005612,2026-04-07,drone,Crew B,poor,3,7,,urgent_repair
INS-0002092,AST--RW-POL-006270,2025-02-27,vegetation,Crew B,very_poor,3,8,,schedule_inspection
INS-0002093,AST-SEQ-POL-001920,2026-02-05,drone,Crew A,fair,2,4,,no_action
INS-0002094,AST-TSV-POL-003327,2025-08-29,drone,Crew C,poor,2,0,,urgent_repair
INS-0002095,AST-CQI-SWI-005777,2025-10-12,thermal,Crew A,good,2,3,,monitor
INS-0002096,AST-SEQ-POL-000771,2025-10-27,routine,Crew C,good,0,4,,no_action
INS-0002097,AST-SEQ-POL-001742,2025-10-08,routine,Drone Team 1,fair,1,4,,schedule_inspection
INS-0002098,AST-TSV-POL-004771,2026-04-10,routine,Drone Team 2,fair,1,8,,no_action
INS-0002099,AST-SEQ-POL-002176,2025-04-14,routine,Drone Team 1,fair,1,8,,no_action
INS-0002100,AST-MKY-POL-002296,2025-01-03,routine,Crew B,fair,2,1,,no_action
INS-0002101,AST-SEQ-CON-000449,2025-08-31,vegetation,Crew B,poor,1,1,,schedule_repair
INS-0002102,AST-SEQ-POL-000963,2025-07-03,thermal,Crew B,good,1,8,,urgent_repair
INS-0002103,AST-SEQ-CON-000364,2024-12-11,routine,Crew B,fair,0,5,,no_action
INS-0002104,AST-MKY-POL-002522,2025-11-23,routine,Drone Team 2,poor,2,4,,monitor
INS-0002105,AST--RW-TRA-006765,2025-11-19,routine,Drone Team 2,fair,1,8,,no_action
INS-0002106,AST-CQI-POL-005270,2025-02-25,routine,Crew C,very_poor,1,1,,schedule_inspection
INS-0002107,AST-MKY-POL-002740,2025-01-29,vegetation,Crew C,good,0,3,,no_action
INS-0002108,AST-TSV-TRA-004373,2026-03-03,storm_follow_up,Crew C,very_poor,3,2,,monitor
INS-0002109,AST-CQI-POL-005007,2024-12-20,storm_follow_up,Crew B,fair,1,0,,no_action
INS-0002110,AST-TSV-TRA-004730,2026-01-11,routine,Crew C,fair,0,8,,no_action
INS-0002111,AST-CQI-SEC-005753,2025-11-25,routine,Drone Team 2,good,2,2,,urgent_repair
INS-0002112,AST-MKY-POL-002265,2025-05-05,routine,Crew A,fair,4,0,,no_action
INS-0002113,AST-TSV-POL-004630,2025-09-16,routine,Crew A,good,1,4,,no_action
INS-0002114,AST--RW-POL-007832,2025-03-23,routine,Crew C,fair,0,4,,no_action
INS-0002115,AST-SEQ-SEC-001155,2026-03-09,vegetation,Crew B,fair,3,4,,schedule_repair
INS-0002116,AST--RW-POL-007235,2025-07-14,routine,Drone Team 2,very_poor,1,2,,schedule_repair
INS-0002117,AST-TSV-SEC-004330,2025-12-25,routine,Crew A,good,0,5,,no_action
INS-0002118,AST-SEQ-TRA-000434,2025-09-19,routine,Drone Team 2,poor,1,0,,urgent_repair
INS-0002119,AST-TSV-CON-003381,2025-08-12,vegetation,Drone Team 2,poor,1,5,,monitor
INS-0002120,AST-SEQ-POL-000094,2025-03-29,routine,Crew A,poor,2,2,,schedule_repair
INS-0002121,AST-TSV-POL-004304,2026-05-14,routine,Drone Team 1,poor,2,5,,urgent_repair
INS-0002122,AST-MKY-POL-002577,2025-10-16,thermal,Crew B,poor,2,4,,schedule_inspection
INS-0002123,AST-SEQ-POL-000403,2025-11-02,routine,Crew C,fair,1,1,,no_action
INS-0002124,AST-MKY-POL-002857,2025-08-06,drone,Crew B,fair,1,5,,schedule_repair
INS-0002125,AST-TSV-POL-003588,2026-02-15,thermal,Drone Team 1,fair,5,8,,monitor
INS-0002126,AST-SEQ-TRA-000309,2025-05-15,routine,Crew C,fair,2,4,,schedule_inspection
INS-0002127,AST-TSV-POL-003355,2026-02-20,vegetation,Crew B,fair,1,5,,no_action
INS-0002128,AST-SEQ-POL-000792,2025-01-05,vegetation,Crew C,good,2,1,,no_action
INS-0002129,AST-MKY-SEC-002868,2026-01-26,routine,Crew C,good,2,7,,no_action
INS-0002130,AST--RW-POL-006727,2025-10-16,routine,Crew C,good,2,3,,no_action
INS-0002131,AST-SEQ-SWI-001986,2025-11-09,routine,Crew A,good,3,2,,monitor
INS-0002132,AST-TSV-POL-003973,2026-02-07,pole_test,Crew C,fair,0,0,,no_action
INS-0002133,AST-CQI-POL-005382,2026-03-18,drone,Crew C,poor,2,8,,schedule_inspection
INS-0002134,AST-SEQ-TRA-000121,2025-07-30,routine,Crew B,fair,2,4,,no_action
INS-0002135,AST-MKY-SEC-002324,2025-03-16,thermal,Drone Team 2,good,2,5,,no_action
INS-0002136,AST--RW-TRA-007476,2025-10-19,drone,Drone Team 1,good,4,2,,monitor
INS-0002137,AST-SEQ-POL-001533,2024-12-27,drone,Drone Team 1,fair,0,2,,no_action
INS-0002138,AST-SEQ-POL-000171,2026-04-11,routine,Drone Team 2,fair,1,8,,no_action
INS-0002139,AST-MKY-POL-002266,2025-02-15,routine,Crew B,good,1,4,,no_action
INS-0002140,AST-SEQ-POL-001965,2024-12-09,routine,Crew C,very_poor,1,7,,urgent_repair
INS-0002141,AST--RW-POL-007266,2025-01-06,routine,Crew C,fair,0,7,,no_action
INS-0002142,AST-TSV-TRA-003343,2026-03-10,vegetation,Drone Team 2,fair,0,4,,no_action
INS-0002143,AST-MKY-REC-003178,2025-08-19,storm_follow_up,Crew B,poor,1,5,,urgent_repair
INS-0002144,AST-MKY-POL-002892,2025-04-27,storm_follow_up,Drone Team 1,fair,2,7,,urgent_repair
INS-0002145,AST--RW-POL-007542,2026-01-05,routine,Drone Team 1,fair,1,6,,no_action
