asset_id,condition_score,failure_probability_12m,failure_probability_36m,health_band,risk_score,risk_band,risk_drivers,last_scored_at
AST-TSV-POL-004371,63.5,0.0449,0.1052,watch,46.4,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-03
AST-TSV-POL-004372,40.5,0.08,0.2056,poor,64.2,high,age|condition|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-07
AST-TSV-TRA-004373,37.3,0.1088,0.2389,poor,69.3,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-17
AST-TSV-POL-004374,61.1,0.0661,0.1795,watch,56.1,high,criticality|coastal_corrosion|flood_exposure,2026-05-16
AST-TSV-POL-004375,39.2,0.1259,0.2727,poor,65.9,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-10
AST-TSV-POL-004376,34.8,0.106,0.2501,poor,65.2,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-16
AST-TSV-POL-004377,68.2,0.09,0.1966,watch,56.9,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-10
AST-TSV-POL-004378,63.5,0.0384,0.1165,watch,51.0,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-13
AST-TSV-POL-004379,63.3,0.1155,0.3478,watch,58.8,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-05
AST-TSV-SWI-004380,45.9,0.1062,0.2362,poor,64.2,high,age|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-11
AST-TSV-POL-004381,33.4,0.092,0.2497,poor,73.1,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-09
AST-TSV-POL-004382,56.6,0.0826,0.1904,watch,62.9,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-15
AST-TSV-POL-004383,66.0,0.0219,0.0647,watch,44.0,medium,coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-09
AST-TSV-SWI-004384,40.4,0.1064,0.3283,poor,70.8,high,age|condition|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-07
AST-TSV-TRA-004385,52.7,0.1167,0.3682,poor,57.4,high,criticality|coastal_corrosion|flood_exposure|access_difficulty,2026-05-03
AST-TSV-SEC-004386,86.4,0.0257,0.0669,good,52.4,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-03
AST-TSV-POL-004387,48.4,0.0722,0.1798,poor,57.3,high,age|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-06
AST-TSV-SWI-004388,58.9,0.142,0.3416,watch,59.2,high,age|criticality|coastal_corrosion|cyclone_exposure,2026-05-11
AST-TSV-SEC-004389,72.8,0.0339,0.0686,watch,55.1,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-11
AST-TSV-POL-004390,35.2,0.137,0.2933,poor,74.9,high,age|condition|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-15
AST-TSV-POL-004391,48.8,0.0884,0.2698,poor,67.0,high,age|criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-17
AST-TSV-POL-004392,49.3,0.1467,0.4265,poor,60.0,high,age|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-03
AST-TSV-POL-004393,59.5,0.1151,0.2723,watch,61.7,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-16
AST-TSV-TRA-004394,56.1,0.0616,0.189,watch,63.5,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-12
AST-TSV-POL-004395,36.9,0.3097,0.9367,poor,76.7,critical,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-04
AST-TSV-POL-004396,72.4,0.0477,0.1104,watch,44.5,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-13
AST-TSV-POL-004397,33.5,0.0636,0.184,poor,63.0,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-09
AST-TSV-POL-004398,56.2,0.0566,0.1808,watch,45.6,medium,criticality|coastal_corrosion|flood_exposure,2026-05-15
AST-TSV-SWI-004399,67.0,0.0421,0.1069,watch,56.0,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-09
AST-TSV-POL-004400,41.5,0.1166,0.2836,poor,70.0,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-03
AST-TSV-POL-004401,60.8,0.0346,0.0697,watch,44.3,medium,criticality|coastal_corrosion|flood_exposure,2026-05-08
AST-TSV-CON-004402,48.8,0.0776,0.2081,poor,71.4,high,age|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-11
AST-TSV-REC-004403,52.4,0.0736,0.174,poor,59.7,high,coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-03
AST-TSV-POL-004404,45.0,0.1222,0.3566,poor,73.0,high,age|criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-08
AST-TSV-REC-004405,47.2,0.0717,0.1667,poor,61.5,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-11
AST-TSV-TRA-004406,64.0,0.0491,0.1563,watch,54.0,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-16
AST-TSV-POL-004407,45.9,0.1361,0.3469,poor,74.8,high,age|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-05
AST-TSV-CON-004408,39.9,0.1393,0.4303,poor,65.9,high,condition|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-03
AST-TSV-SWI-004409,47.6,0.0978,0.302,poor,63.0,high,age|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-05
AST-TSV-POL-004410,39.2,0.0674,0.1475,poor,69.0,high,condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-15
AST-TSV-TRA-004411,70.2,0.0434,0.1123,watch,42.0,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-08
AST-TSV-POL-004412,62.3,0.059,0.1792,watch,47.5,medium,criticality|coastal_corrosion|flood_exposure|access_difficulty,2026-05-09
AST-TSV-POL-004413,66.9,0.0873,0.2685,watch,63.3,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-04
AST-TSV-POL-004414,65.2,0.0327,0.0719,watch,41.8,medium,coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-13
AST-TSV-POL-004415,58.9,0.1488,0.4168,watch,59.5,high,coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-08
AST-TSV-POL-004416,43.1,0.1189,0.3555,poor,58.8,high,age|condition|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-03
AST-TSV-POL-004417,54.8,0.1066,0.2864,poor,65.3,high,criticality|coastal_corrosion|cyclone_exposure,2026-05-15
AST-TSV-POL-004418,53.9,0.0776,0.1885,poor,60.8,high,age|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-12
AST-TSV-POL-004419,42.6,0.1262,0.3232,poor,62.5,high,age|condition|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-07
AST-TSV-REC-004420,53.9,0.1392,0.3909,poor,63.4,high,criticality|coastal_corrosion|cyclone_exposure,2026-05-13
AST-TSV-POL-004421,68.3,0.0808,0.2246,watch,56.8,high,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-03
AST-TSV-POL-004422,60.4,0.1222,0.2542,watch,63.4,high,age|criticality|flood_exposure|cyclone_exposure|access_difficulty,2026-05-06
AST-TSV-POL-004423,75.6,0.0483,0.1302,watch,47.0,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-04
AST-TSV-POL-004424,42.1,0.1209,0.2435,poor,62.7,high,condition|criticality|coastal_corrosion|cyclone_exposure,2026-05-16
AST-TSV-TRA-004425,21.8,0.0648,0.2031,critical,70.4,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-16
AST-TSV-POL-004426,66.0,0.0416,0.1306,watch,43.4,medium,criticality|coastal_corrosion|flood_exposure,2026-05-04
AST-TSV-TRA-004427,54.1,0.1489,0.3987,poor,62.9,high,age|criticality|flood_exposure|cyclone_exposure|access_difficulty,2026-05-14
AST-TSV-TRA-004428,62.7,0.0557,0.1613,watch,51.8,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-04
AST-TSV-TRA-004429,37.4,0.1306,0.2803,poor,64.3,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-08
AST-TSV-TRA-004430,47.3,0.1237,0.3107,poor,70.6,high,age|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-17
AST-TSV-TRA-004431,27.6,0.0718,0.22,critical,72.2,high,age|condition|coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-13
AST-TSV-TRA-004432,38.4,0.1418,0.2948,poor,70.3,high,age|condition|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-05
AST-TSV-POL-004433,77.8,0.0219,0.0678,good,42.1,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-15
AST-TSV-POL-004434,52.6,0.0503,0.1341,poor,52.1,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-14
AST-TSV-POL-004435,77.0,0.0336,0.0863,good,43.8,medium,criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-09
AST-TSV-SEC-004436,47.7,0.1148,0.316,poor,57.1,high,coastal_corrosion|flood_exposure|cyclone_exposure|access_difficulty,2026-05-03
AST-TSV-POL-004437,87.6,0.0098,0.0252,good,29.3,low,,2026-05-12
AST-TSV-POL-004438,36.7,0.0461,0.1444,poor,54.2,medium,age|condition|coastal_corrosion|cyclone_exposure,2026-05-06
AST-TSV-RIN-004439,54.6,0.0259,0.0572,poor,44.6,medium,age|cyclone_exposure,2026-05-14
AST-TSV-POL-004440,44.3,0.058,0.1661,poor,49.3,medium,age|condition|coastal_corrosion,2026-05-13
AST-TSV-CON-004441,52.0,0.0516,0.1366,poor,48.0,medium,age,2026-05-14
AST-TSV-POL-004442,49.9,0.0293,0.0833,poor,52.0,medium,age|coastal_corrosion,2026-05-07
AST-TSV-CON-004443,74.8,0.0314,0.075,watch,37.0,medium,cyclone_exposure,2026-05-12
AST-TSV-POL-004444,57.5,0.0485,0.1307,watch,45.7,medium,age|coastal_corrosion|cyclone_exposure,2026-05-12
AST-TSV-SWI-004445,78.7,0.0284,0.0722,good,35.5,medium,,2026-05-04
AST-TSV-POL-004446,74.2,0.0018,0.004,watch,24.1,low,cyclone_exposure,2026-05-09
AST-TSV-SEC-004447,73.0,0.0546,0.1706,watch,32.0,medium,,2026-05-17
AST-TSV-TRA-004448,45.5,0.0265,0.0536,poor,45.8,medium,age,2026-05-10
AST-TSV-POL-004449,51.0,0.05,0.136,poor,48.0,medium,age|flood_exposure|access_difficulty,2026-05-11
AST-TSV-POL-004450,54.0,0.0447,0.1312,poor,46.6,medium,age,2026-05-09
AST-TSV-POL-004451,39.3,0.0223,0.0684,poor,49.2,medium,age|condition|coastal_corrosion,2026-05-08
AST-TSV-POL-004452,61.5,0.0306,0.0897,watch,42.2,medium,age|coastal_corrosion|cyclone_exposure,2026-05-07
AST-TSV-TRA-004453,57.7,0.0529,0.1559,watch,45.0,medium,age,2026-05-11
AST-TSV-SWI-004454,46.8,0.0211,0.0639,poor,42.8,medium,age,2026-05-14
AST-TSV-POL-004455,48.2,0.0271,0.0815,poor,50.0,medium,age|coastal_corrosion,2026-05-06
AST-TSV-POL-004456,73.1,0.0591,0.1681,watch,47.4,medium,age|cyclone_exposure,2026-05-13
AST-TSV-POL-004457,89.8,0.0017,0.005,good,24.3,low,,2026-05-12
AST-TSV-SWI-004458,44.9,0.1249,0.3637,poor,58.1,high,age|condition|criticality,2026-05-09
AST-TSV-TRA-004459,45.0,0.0596,0.1861,poor,43.0,medium,age|condition,2026-05-16
AST-TSV-POL-004460,83.7,0.0187,0.0402,good,27.1,low,,2026-05-15
AST-TSV-TRA-004461,61.1,0.039,0.1039,watch,42.2,medium,,2026-05-11
AST-TSV-RIN-004462,71.0,0.0532,0.143,watch,35.0,medium,,2026-05-09
AST-TSV-POL-004463,50.8,0.0358,0.1052,poor,44.3,medium,age|cyclone_exposure,2026-05-04
AST-TSV-POL-004464,48.6,0.0236,0.0598,poor,45.8,medium,age,2026-05-03
AST-TSV-POL-004465,55.2,0.0221,0.0654,poor,50.3,medium,criticality|coastal_corrosion,2026-05-07
AST-TSV-CON-004466,61.6,0.0513,0.1552,watch,44.5,medium,age|cyclone_exposure,2026-05-07
AST-TSV-POL-004467,53.8,0.0584,0.1216,poor,45.7,medium,age|coastal_corrosion,2026-05-16
AST-TSV-POL-004468,48.2,0.0221,0.0664,poor,52.7,medium,age,2026-05-06
AST-TSV-POL-004469,64.7,0.0528,0.1128,watch,46.6,medium,coastal_corrosion|cyclone_exposure,2026-05-14
AST-TSV-POL-004470,78.3,0.0176,0.0369,good,30.3,low,,2026-05-07
AST-TSV-POL-004471,45.6,0.0324,0.0805,poor,48.4,medium,age|coastal_corrosion,2026-05-07
AST-TSV-POL-004472,67.2,0.055,0.1581,watch,34.1,medium,,2026-05-11
AST-TSV-POL-004473,66.3,0.025,0.0671,watch,37.2,medium,coastal_corrosion|flood_exposure,2026-05-14
AST-TSV-CON-004474,69.5,0.0518,0.1492,watch,38.6,medium,,2026-05-15
AST-TSV-POL-004475,74.5,0.059,0.1395,watch,31.0,medium,flood_exposure,2026-05-04
AST-TSV-POL-004476,74.3,0.0322,0.0728,watch,34.9,medium,flood_exposure,2026-05-12
AST-TSV-POL-004477,76.4,0.0468,0.1143,good,31.6,medium,,2026-05-16
AST-TSV-POL-004478,92.4,0.0099,0.0283,good,22.8,low,flood_exposure,2026-05-17
AST-TSV-RIN-004479,51.9,0.0563,0.1294,poor,48.5,medium,age|criticality|cyclone_exposure,2026-05-17
AST-TSV-POL-004480,70.5,0.0498,0.1389,watch,36.7,medium,criticality|coastal_corrosion,2026-05-11
AST-TSV-TRA-004481,77.9,0.0019,0.0056,good,30.3,low,cyclone_exposure,2026-05-05
AST-TSV-POL-004482,68.8,0.0357,0.1117,watch,34.6,medium,criticality,2026-05-04
AST-TSV-POL-004483,45.0,0.0267,0.0712,poor,52.9,medium,age|condition|coastal_corrosion,2026-05-07
AST-TSV-TRA-004484,58.7,0.0336,0.0983,watch,37.9,medium,,2026-05-12
AST-TSV-CON-004485,68.6,0.0202,0.0501,watch,39.2,medium,,2026-05-08
AST-TSV-POL-004486,60.0,0.0288,0.0682,watch,38.8,medium,coastal_corrosion|cyclone_exposure,2026-05-06
AST-TSV-TRA-004487,79.5,0.0583,0.1441,good,43.6,medium,criticality|coastal_corrosion,2026-05-09
AST-TSV-POL-004488,51.1,0.0847,0.2537,poor,57.4,high,age,2026-05-05
AST-TSV-TRA-004489,85.3,0.0185,0.0564,good,29.8,low,cyclone_exposure,2026-05-08
AST-TSV-CON-004490,87.7,0.0092,0.0195,good,30.8,low,,2026-05-10
AST-TSV-POL-004491,56.0,0.0298,0.0859,watch,37.5,medium,,2026-05-06
AST-TSV-TRA-004492,63.3,0.0407,0.0998,watch,39.4,medium,age|flood_exposure,2026-05-04
AST-TSV-POL-004493,54.8,0.0322,0.0798,poor,51.5,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-08
AST-TSV-POL-004494,78.1,0.0138,0.031,good,28.4,low,,2026-05-10
AST-TSV-POL-004495,50.5,0.0245,0.0748,poor,51.2,medium,age|flood_exposure,2026-05-06
AST-TSV-TRA-004496,52.8,0.0436,0.1225,poor,51.1,medium,age|criticality,2026-05-11
AST-TSV-POL-004497,73.0,0.0312,0.0643,watch,33.8,medium,,2026-05-14
AST-TSV-TRA-004498,74.1,0.0353,0.0712,watch,34.2,medium,,2026-05-13
AST-TSV-REC-004499,54.3,0.0553,0.1503,poor,46.6,medium,age,2026-05-15
AST-TSV-POL-004500,92.4,0.0155,0.0357,good,29.2,low,,2026-05-08
AST-TSV-TRA-004501,56.5,0.0485,0.1261,watch,32.9,medium,,2026-05-03
AST-TSV-POL-004502,78.9,0.0401,0.1251,good,32.0,medium,cyclone_exposure,2026-05-05
AST-TSV-POL-004503,64.0,0.0225,0.0519,watch,37.3,medium,,2026-05-16
AST-TSV-POL-004504,48.6,0.0442,0.1055,poor,51.7,medium,age|coastal_corrosion,2026-05-08
AST-TSV-SEC-004505,79.7,0.0089,0.0252,good,29.8,low,,2026-05-13
AST-TSV-POL-004506,70.9,0.0247,0.0499,watch,42.9,medium,cyclone_exposure,2026-05-03
AST-TSV-SEC-004507,39.6,0.0686,0.1553,poor,57.2,high,age|condition,2026-05-05
AST-TSV-POL-004508,41.2,0.0438,0.1381,poor,51.0,medium,condition|coastal_corrosion,2026-05-08
AST-TSV-POL-004509,46.4,0.1093,0.3372,poor,57.1,high,age|criticality|coastal_corrosion,2026-05-12
AST-TSV-POL-004510,65.3,0.0372,0.0752,watch,32.7,medium,age|flood_exposure,2026-05-12
AST-TSV-POL-004511,78.4,0.0476,0.1075,good,32.3,medium,coastal_corrosion,2026-05-12
AST-TSV-SEC-004512,76.2,0.0289,0.0754,good,39.5,medium,cyclone_exposure,2026-05-06
AST-TSV-POL-004513,72.0,0.0179,0.0547,watch,28.8,low,coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-07
AST-TSV-POL-004514,76.4,0.0127,0.0338,good,26.7,low,,2026-05-14
AST-TSV-CON-004515,47.7,0.0595,0.1335,poor,41.4,medium,coastal_corrosion,2026-05-11
AST-TSV-POL-004516,53.5,0.0397,0.1176,poor,53.4,medium,age|coastal_corrosion,2026-05-10
AST-TSV-TRA-004517,53.2,0.0371,0.1029,poor,51.2,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-07
AST-TSV-POL-004518,59.5,0.0572,0.1748,watch,48.3,medium,age,2026-05-10
AST-TSV-TRA-004519,46.2,0.0538,0.1233,poor,52.7,medium,age,2026-05-16
AST-TSV-CON-004520,72.5,0.0055,0.015,watch,27.2,low,,2026-05-11
AST-TSV-TRA-004521,67.4,0.0554,0.1647,watch,36.3,medium,coastal_corrosion|cyclone_exposure,2026-05-16
AST-TSV-POL-004522,54.4,0.0212,0.0561,poor,50.6,medium,age,2026-05-03
AST-TSV-TRA-004523,59.5,0.0238,0.0508,watch,41.7,medium,coastal_corrosion,2026-05-04
AST-TSV-POL-004524,68.0,0.0404,0.1033,watch,38.5,medium,age,2026-05-12
AST-TSV-REC-004525,63.7,0.0513,0.1614,watch,36.4,medium,age,2026-05-09
AST-TSV-POL-004526,52.0,0.0273,0.075,poor,38.8,medium,age|coastal_corrosion,2026-05-14
AST-TSV-POL-004527,57.5,0.1486,0.3552,watch,62.5,high,age|criticality|cyclone_exposure,2026-05-09
AST-TSV-POL-004528,61.9,0.0287,0.0685,watch,45.4,medium,age,2026-05-09
AST-TSV-SWI-004529,82.8,0.0364,0.1094,good,40.1,medium,criticality,2026-05-15
AST-TSV-CON-004530,52.3,0.0242,0.0582,poor,55.6,medium,age,2026-05-03
AST-TSV-POL-004531,80.1,0.0437,0.0928,good,41.8,medium,criticality|flood_exposure,2026-05-13
AST-TSV-TRA-004532,66.1,0.0531,0.1403,watch,40.5,medium,,2026-05-06
AST-TSV-POL-004533,49.7,0.0439,0.1357,poor,51.8,medium,age,2026-05-15
AST-TSV-POL-004534,97.8,0.0077,0.0227,good,22.1,low,,2026-05-15
AST-TSV-TRA-004535,56.9,0.0251,0.0629,watch,37.5,medium,coastal_corrosion,2026-05-17
AST-TSV-POL-004536,69.0,0.0228,0.0592,watch,45.2,medium,criticality|coastal_corrosion,2026-05-13
AST-TSV-TRA-004537,69.3,0.0209,0.0447,watch,31.3,medium,coastal_corrosion,2026-05-07
AST-TSV-POL-004538,50.9,0.0598,0.1381,poor,50.8,medium,age,2026-05-11
AST-TSV-TRA-004539,65.2,0.0526,0.1179,watch,38.7,medium,,2026-05-03
AST-TSV-POL-004540,73.5,0.0064,0.0133,watch,25.7,low,,2026-05-10
AST-TSV-SWI-004541,68.0,0.0284,0.0858,watch,37.4,medium,coastal_corrosion,2026-05-11
AST-TSV-POL-004542,51.9,0.0476,0.1413,poor,43.9,medium,age,2026-05-03
AST-TSV-TRA-004543,76.5,0.0194,0.0469,good,30.3,low,,2026-05-06
AST-TSV-POL-004544,67.1,0.0492,0.101,watch,46.7,medium,access_difficulty,2026-05-11
AST-TSV-CON-004545,65.4,0.0297,0.0632,watch,44.5,medium,coastal_corrosion,2026-05-04
AST-TSV-POL-004546,77.8,0.0105,0.0286,good,26.1,low,,2026-05-15
AST-TSV-POL-004547,54.8,0.0427,0.1287,poor,39.9,medium,age,2026-05-12
AST-TSV-TRA-004548,62.5,0.044,0.1309,watch,44.5,medium,,2026-05-06
AST-TSV-POL-004549,73.5,0.0483,0.1211,watch,32.7,medium,flood_exposure,2026-05-15
AST-TSV-SEC-004550,65.2,0.0504,0.1257,watch,42.4,medium,age|flood_exposure,2026-05-07
AST-TSV-POL-004551,69.1,0.0535,0.1342,watch,43.0,medium,criticality|coastal_corrosion,2026-05-13
AST-TSV-POL-004552,59.8,0.0387,0.0908,watch,39.1,medium,age|cyclone_exposure,2026-05-13
AST-TSV-POL-004553,49.7,0.0598,0.1856,poor,51.7,medium,age,2026-05-10
AST-TSV-TRA-004554,47.9,0.1013,0.2351,poor,58.5,high,age|flood_exposure,2026-05-04
AST-TSV-SWI-004555,53.7,0.022,0.0658,poor,48.3,medium,age,2026-05-04
AST-TSV-SEC-004556,63.7,0.0265,0.0579,watch,38.5,medium,age,2026-05-16
AST-TSV-POL-004557,63.0,0.0504,0.134,watch,51.0,medium,age|criticality|coastal_corrosion,2026-05-09
AST-TSV-POL-004558,77.8,0.0122,0.0286,good,22.4,low,,2026-05-13
AST-TSV-POL-004559,84.3,0.0587,0.1649,good,35.3,medium,,2026-05-04
AST-TSV-POL-004560,65.0,0.0243,0.0642,watch,48.9,medium,age|flood_exposure,2026-05-11
AST-TSV-POL-004561,91.9,0.0036,0.0102,good,28.0,low,,2026-05-03
AST-TSV-CON-004562,78.7,0.0082,0.0239,good,23.3,low,,2026-05-03
AST-TSV-POL-004563,75.0,0.0122,0.0274,watch,27.8,low,coastal_corrosion|cyclone_exposure,2026-05-13
AST-TSV-CON-004564,45.1,0.0548,0.1622,poor,51.5,medium,age,2026-05-10
AST-TSV-POL-004565,52.5,0.0246,0.0767,poor,43.9,medium,age,2026-05-09
AST-TSV-POL-004566,45.4,0.0841,0.2262,poor,58.7,high,age|coastal_corrosion,2026-05-10
AST-TSV-TRA-004567,77.4,0.0407,0.1093,good,31.3,medium,,2026-05-08
AST-TSV-TRA-004568,82.5,0.0014,0.003,good,26.8,low,,2026-05-08
AST-TSV-POL-004569,50.0,0.0467,0.0997,poor,42.7,medium,,2026-05-07
AST-TSV-TRA-004570,48.3,0.0577,0.1441,poor,55.5,medium,age|criticality,2026-05-11
AST-TSV-SEC-004571,71.1,0.0243,0.0548,watch,35.2,medium,,2026-05-15
AST-TSV-SWI-004572,68.0,0.0134,0.0359,watch,29.6,low,coastal_corrosion,2026-05-08
AST-TSV-POL-004573,49.5,0.115,0.26,poor,56.0,high,age|coastal_corrosion|flood_exposure,2026-05-03
AST-TSV-POL-004574,52.1,0.0339,0.088,poor,49.5,medium,age,2026-05-17
AST-TSV-POL-004575,75.8,0.0102,0.0268,watch,30.5,low,,2026-05-05
AST-TSV-REC-004576,69.3,0.0579,0.1172,watch,36.7,medium,,2026-05-14
AST-TSV-SEC-004577,63.8,0.0488,0.1478,watch,42.4,medium,,2026-05-12
AST-TSV-POL-004578,99,0.007,0.0223,good,22.0,low,flood_exposure,2026-05-14
AST-TSV-POL-004579,66.2,0.0134,0.0378,watch,20.1,low,,2026-05-12
AST-TSV-POL-004580,39.8,0.0387,0.1107,poor,55.3,medium,age|condition|coastal_corrosion,2026-05-04
AST-TSV-SEC-004581,74.2,0.0568,0.1616,watch,35.4,medium,coastal_corrosion,2026-05-05
AST-TSV-RIN-004582,93.7,0.0174,0.0399,good,28.7,low,cyclone_exposure,2026-05-09
AST-TSV-TRA-004583,66.2,0.0302,0.0876,watch,31.1,medium,,2026-05-06
AST-TSV-SEC-004584,68.7,0.0434,0.0934,watch,39.4,medium,cyclone_exposure,2026-05-07
AST-TSV-POL-004585,85.5,0.0031,0.0086,good,23.1,low,,2026-05-14
AST-TSV-TRA-004586,50.3,0.0408,0.1055,poor,40.4,medium,flood_exposure,2026-05-17
AST-TSV-TRA-004587,57.2,0.0218,0.0685,watch,37.4,medium,cyclone_exposure,2026-05-06
AST-TSV-CON-004588,34.6,0.0249,0.0747,poor,55.1,medium,age|condition|coastal_corrosion,2026-05-11
AST-TSV-CON-004589,66.2,0.0364,0.0805,watch,39.0,medium,coastal_corrosion,2026-05-06
AST-TSV-TRA-004590,83.6,0.0266,0.0737,good,33.9,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-10
AST-TSV-POL-004591,63.3,0.0563,0.1336,watch,38.2,medium,,2026-05-07
AST-TSV-POL-004592,58.9,0.0242,0.0768,watch,44.5,medium,age,2026-05-16
AST-TSV-POL-004593,55.9,0.0508,0.1221,poor,45.6,medium,age,2026-05-09
AST-TSV-CON-004594,79.7,0.0039,0.0095,good,28.7,low,,2026-05-17
AST-TSV-POL-004595,80.3,0.004,0.0119,good,23.9,low,,2026-05-05
AST-TSV-POL-004596,82.5,0.0107,0.0287,good,30.8,low,,2026-05-15
AST-TSV-POL-004597,57.9,0.0577,0.1405,watch,33.0,medium,,2026-05-10
AST-TSV-POL-004598,81.9,0.0188,0.0427,good,18.8,low,cyclone_exposure,2026-05-17
AST-TSV-RIN-004599,59.7,0.0491,0.1468,watch,51.7,medium,age,2026-05-10
AST-TSV-RIN-004600,75.8,0.0553,0.1664,watch,31.9,medium,coastal_corrosion,2026-05-15
AST-TSV-POL-004601,58.2,0.0274,0.0771,watch,47.1,medium,cyclone_exposure,2026-05-15
AST-TSV-REC-004602,79.2,0.0533,0.1678,good,38.0,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004603,67.3,0.0557,0.1143,watch,43.2,medium,age,2026-05-04
AST-TSV-POL-004604,74.4,0.0042,0.0097,watch,23.0,low,,2026-05-14
AST-TSV-POL-004605,54.8,0.0323,0.0792,poor,37.2,medium,age,2026-05-05
AST-TSV-POL-004606,61.1,0.0548,0.1177,watch,33.8,medium,age,2026-05-04
AST-TSV-POL-004607,60.8,0.0053,0.0157,watch,30.6,low,cyclone_exposure,2026-05-10
AST-TSV-POL-004608,46.9,0.0287,0.0599,poor,47.8,medium,age|cyclone_exposure,2026-05-08
AST-TSV-POL-004609,73.5,0.0226,0.0626,watch,31.8,medium,coastal_corrosion,2026-05-14
AST-TSV-CON-004610,49.9,0.0706,0.2175,poor,56.5,high,age|coastal_corrosion|cyclone_exposure,2026-05-12
AST-TSV-TRA-004611,61.4,0.0323,0.0765,watch,38.8,medium,coastal_corrosion,2026-05-09
AST-TSV-POL-004612,65.9,0.0468,0.1375,watch,35.2,medium,,2026-05-14
AST-TSV-POL-004613,66.9,0.0421,0.0883,watch,40.1,medium,,2026-05-09
AST-TSV-POL-004614,83.4,0.0256,0.0628,good,33.3,medium,,2026-05-06
AST-TSV-POL-004615,66.2,0.0342,0.0883,watch,42.0,medium,,2026-05-11
AST-TSV-POL-004616,66.5,0.0527,0.111,watch,36.1,medium,flood_exposure,2026-05-06
AST-TSV-SWI-004617,67.1,0.0578,0.1424,watch,43.8,medium,age,2026-05-14
