work_order_id,asset_id,feeder_id,region_id,work_type,priority,status,created_date,scheduled_date,completed_date,estimated_hours,estimated_cost_aud,crew_type,depot_id
WO-0001814,AST-CQI-TRA-005128,FDR-CQI-0093,REG-CQI,storm_response,high,completed,2024-07-05,2024-07-28,2024-07-30,24.0,9412.62,line_crew,DEP-CQI-0010
WO-0001815,AST-SEQ-POL-001985,FDR-SEQ-0039,REG-SEQ,inspection,high,cancelled,2025-08-24,2025-09-07,,5.9,10745.44,drone_team,DEP-SEQ-0001
WO-0001816,AST-SEQ-POL-000546,FDR-SEQ-0010,REG-SEQ,storm_response,medium,scheduled,2025-12-15,2026-03-06,,21.3,6574.37,vegetation_crew,DEP-SEQ-0001
WO-0001817,,FDR-MKY-0059,REG-MKY,planned_maintenance,medium,approved,2025-09-02,2025-09-18,,26.9,15787.12,vegetation_crew,DEP-MKY-0004
WO-0001818,,FDR-CQI-0099,REG-CQI,repair,low,scheduled,2026-01-01,2026-03-18,,20.0,8994.46,drone_team,DEP-CQI-0010
WO-0001819,,FDR-MKY-0045,REG-MKY,access_remediation,medium,scheduled,2025-07-26,2025-07-28,,12.2,13188.54,vegetation_crew,DEP-MKY-0004
WO-0001820,AST-SEQ-POL-001103,FDR-SEQ-0021,REG-SEQ,vegetation_treatment,low,completed,2026-05-06,2026-05-23,2026-06-21,33.7,16221.25,substation_crew,DEP-SEQ-0002
WO-0001821,AST-SEQ-POL-000395,FDR-SEQ-0008,REG-SEQ,storm_response,urgent,draft,2024-09-01,2024-09-26,,3.6,5603.59,drone_team,DEP-SEQ-0003
WO-0001822,,FDR-TSV-0073,REG-TSV,storm_response,high,completed,2026-03-20,2026-04-06,2026-04-09,12.6,9137.72,substation_crew,DEP-TSV-0008
WO-0001823,,FDR-TSV-0070,REG-TSV,repair,medium,in_progress,2025-10-19,2026-01-07,,30.1,8001.66,line_crew,DEP-TSV-0007
WO-0001824,,FDR-SEQ-0013,REG-SEQ,repair,medium,completed,2026-04-21,2026-06-26,2026-07-03,8.2,4775.07,line_crew,DEP-SEQ-0002
WO-0001825,AST-TSV-SEC-003649,FDR-TSV-0070,REG-TSV,storm_response,medium,approved,2025-08-05,2025-09-30,,29.7,13923.86,substation_crew,DEP-TSV-0006
WO-0001826,,FDR-CQI-0095,REG-CQI,storm_response,high,scheduled,2025-11-28,2026-02-02,,32.6,19975.4,line_crew,DEP-CQI-0010
WO-0001827,AST-CQI-TRA-005145,FDR-CQI-0093,REG-CQI,vegetation_treatment,medium,scheduled,2024-08-29,2024-11-08,,19.6,7693.54,substation_crew,DEP-CQI-0009
WO-0001828,AST-CQI-POL-006006,FDR-CQI-0106,REG-CQI,vegetation_treatment,medium,scheduled,2025-04-23,2025-06-28,,6.0,8396.62,substation_crew,DEP-CQI-0009
WO-0001829,AST-CQI-POL-005429,FDR-CQI-0097,REG-CQI,repair,urgent,completed,2025-12-24,2026-01-10,2026-02-07,9.1,13745.12,vegetation_crew,DEP-CQI-0010
WO-0001830,AST-SEQ-POL-001457,FDR-SEQ-0027,REG-SEQ,replacement,high,completed,2025-05-12,2025-06-19,2025-07-08,5.3,9040.68,vegetation_crew,DEP-SEQ-0001
WO-0001831,AST-TSV-POL-004349,FDR-TSV-0081,REG-TSV,planned_maintenance,high,completed,2025-09-05,2025-10-06,2025-11-05,6.8,8481.24,line_crew,DEP-TSV-0006
WO-0001832,AST-TSV-POL-004720,FDR-TSV-0086,REG-TSV,replacement,medium,scheduled,2024-08-13,2024-09-29,,14.9,5462.09,vegetation_crew,DEP-TSV-0006
WO-0001833,AST-CQI-POL-005507,FDR-CQI-0098,REG-CQI,replacement,high,scheduled,2025-05-29,2025-06-15,,14.0,12128.82,substation_crew,DEP-CQI-0010
WO-0001834,,FDR-SEQ-0011,REG-SEQ,storm_response,low,scheduled,2026-04-14,2026-04-25,,19.4,16554.62,line_crew,DEP-SEQ-0003
WO-0001835,AST-TSV-POL-004132,FDR-TSV-0078,REG-TSV,repair,urgent,completed,2026-04-14,2026-05-05,2026-05-12,4.0,4703.27,vegetation_crew,DEP-TSV-0008
WO-0001836,,FDR-SEQ-0001,REG-SEQ,inspection,medium,in_progress,2025-06-19,2025-07-18,,27.6,16426.97,line_crew,DEP-SEQ-0001
WO-0001837,AST-TSV-POL-003414,FDR-TSV-0066,REG-TSV,replacement,medium,scheduled,2024-08-07,2024-08-12,,4.7,4671.85,substation_crew,DEP-TSV-0007
WO-0001838,AST-MKY-CON-002453,FDR-MKY-0047,REG-MKY,vegetation_treatment,high,completed,2025-05-03,2025-06-04,2025-06-27,25.8,9539.85,substation_crew,DEP-MKY-0004
WO-0001839,,FDR-CQI-0099,REG-CQI,repair,low,approved,2026-02-17,2026-03-31,,27.3,11938.92,vegetation_crew,DEP-CQI-0009
WO-0001840,AST-TSV-POL-004886,FDR-TSV-0088,REG-TSV,storm_response,high,draft,2025-07-01,2025-09-15,,10.7,14239.55,drone_team,DEP-TSV-0007
WO-0001841,AST-SEQ-POL-000983,FDR-SEQ-0018,REG-SEQ,vegetation_treatment,medium,completed,2025-06-26,2025-08-14,2025-09-02,11.3,3353.44,line_crew,DEP-SEQ-0002
WO-0001842,AST-TSV-POL-004407,FDR-TSV-0081,REG-TSV,vegetation_treatment,low,in_progress,2024-11-15,2025-01-16,,2.8,2267.96,substation_crew,DEP-TSV-0008
WO-0001843,AST--RW-POL-007159,FDR--RW-0120,REG-RW,vegetation_treatment,medium,in_progress,2024-09-12,2024-10-10,,32.9,8874.96,vegetation_crew,DEP--RW-0013
WO-0001844,AST-SEQ-POL-000145,FDR-SEQ-0003,REG-SEQ,inspection,high,scheduled,2024-12-18,2025-03-12,,6.9,11841.37,substation_crew,DEP-SEQ-0001
WO-0001845,AST-CQI-SWI-005883,FDR-CQI-0105,REG-CQI,inspection,medium,completed,2024-10-21,2025-01-01,2025-01-04,34.9,18064.5,line_crew,DEP-CQI-0010
WO-0001846,AST-TSV-POL-003973,FDR-TSV-0075,REG-TSV,inspection,low,in_progress,2026-02-20,2026-03-27,,24.4,10548.13,drone_team,DEP-TSV-0007
WO-0001847,AST--RW-POL-007569,FDR--RW-0125,REG-RW,planned_maintenance,medium,in_progress,2024-07-13,2024-10-02,,19.2,13433.81,line_crew,DEP--RW-0012
WO-0001848,,FDR-TSV-0085,REG-TSV,inspection,low,scheduled,2024-12-15,2025-01-08,,34.4,16454.69,vegetation_crew,DEP-TSV-0008
WO-0001849,AST-SEQ-POL-000411,FDR-SEQ-0008,REG-SEQ,vegetation_treatment,medium,in_progress,2024-09-13,2024-09-30,,8.0,7523.54,vegetation_crew,DEP-SEQ-0001
WO-0001850,,FDR-TSV-0074,REG-TSV,storm_response,medium,scheduled,2025-01-11,2025-01-15,,21.8,16460.05,line_crew,DEP-TSV-0008
WO-0001851,,FDR-CQI-0102,REG-CQI,replacement,medium,scheduled,2024-08-30,2024-10-03,,32.0,14622.53,vegetation_crew,DEP-CQI-0010
WO-0001852,,FDR-TSV-0070,REG-TSV,vegetation_treatment,high,in_progress,2025-08-10,2025-10-01,,19.3,13024.24,substation_crew,DEP-TSV-0008
WO-0001853,AST-CQI-POL-005812,FDR-CQI-0103,REG-CQI,replacement,low,scheduled,2024-10-29,2024-12-08,,16.1,9641.76,drone_team,DEP-CQI-0009
WO-0001854,,FDR--RW-0120,REG-RW,repair,high,scheduled,2026-02-03,2026-04-30,,34.7,20066.33,substation_crew,DEP--RW-0011
WO-0001855,AST-MKY-TRA-002947,FDR-MKY-0058,REG-MKY,inspection,urgent,in_progress,2024-06-03,2024-06-12,,2.3,1090.59,line_crew,DEP-MKY-0004
WO-0001856,AST-TSV-POL-003414,FDR-TSV-0066,REG-TSV,repair,medium,cancelled,2025-10-07,2025-12-21,,23.4,15663.97,vegetation_crew,DEP-TSV-0006
WO-0001857,,FDR-SEQ-0019,REG-SEQ,repair,high,scheduled,2025-01-05,2025-03-24,,35.0,18289.76,line_crew,DEP-SEQ-0001
WO-0001858,,FDR-MKY-0049,REG-MKY,repair,high,approved,2025-03-04,2025-03-20,,29.2,15326.84,vegetation_crew,DEP-MKY-0005
WO-0001859,AST-SEQ-POL-001918,FDR-SEQ-0037,REG-SEQ,replacement,urgent,draft,2024-11-19,2024-12-04,,12.9,5225.38,substation_crew,DEP-SEQ-0001
WO-0001860,AST--RW-TRA-006847,FDR--RW-0116,REG-RW,repair,medium,scheduled,2024-09-17,2024-10-07,,31.6,16879.72,substation_crew,DEP--RW-0013
WO-0001861,,FDR--RW-0119,REG-RW,vegetation_treatment,urgent,in_progress,2025-07-09,2025-09-05,,28.3,14917.74,drone_team,DEP--RW-0011
WO-0001862,AST--RW-POL-007231,FDR--RW-0121,REG-RW,inspection,medium,approved,2024-07-29,2024-10-15,,24.4,9564.81,vegetation_crew,DEP--RW-0011
WO-0001863,,FDR-CQI-0100,REG-CQI,storm_response,medium,completed,2024-11-30,2025-01-26,2025-02-11,29.6,19628.8,line_crew,DEP-CQI-0010
WO-0001864,AST-TSV-CON-004610,FDR-TSV-0085,REG-TSV,vegetation_treatment,low,scheduled,2024-08-02,2024-10-30,,5.1,5395.93,drone_team,DEP-TSV-0008
WO-0001865,AST-TSV-POL-003388,FDR-TSV-0066,REG-TSV,replacement,low,cancelled,2024-08-24,2024-10-27,,31.7,14694.95,vegetation_crew,DEP-TSV-0008
WO-0001866,AST-MKY-POL-003182,FDR-MKY-0062,REG-MKY,vegetation_treatment,low,draft,2024-11-19,2025-02-10,,10.8,5539.86,vegetation_crew,DEP-MKY-0005
WO-0001867,AST-MKY-POL-003231,FDR-MKY-0063,REG-MKY,storm_response,high,approved,2024-11-23,2025-01-29,,3.0,8339.39,substation_crew,DEP-MKY-0005
WO-0001868,AST-TSV-SWI-004810,FDR-TSV-0087,REG-TSV,planned_maintenance,medium,scheduled,2025-11-13,2026-01-04,,13.0,8019.37,substation_crew,DEP-TSV-0006
WO-0001869,AST-CQI-CON-004941,FDR-CQI-0090,REG-CQI,repair,medium,completed,2026-03-14,2026-04-10,2026-04-24,16.4,9620.29,drone_team,DEP-CQI-0009
WO-0001870,AST--RW-POL-007746,FDR--RW-0126,REG-RW,vegetation_treatment,medium,completed,2025-04-30,2025-05-03,2025-05-19,9.0,10175.96,drone_team,DEP--RW-0011
WO-0001871,,FDR-SEQ-0041,REG-SEQ,inspection,urgent,scheduled,2024-09-21,2024-10-03,,19.2,11402.64,drone_team,DEP-SEQ-0003
WO-0001872,,FDR-SEQ-0025,REG-SEQ,inspection,high,in_progress,2025-08-08,2025-09-23,,3.9,8769.57,line_crew,DEP-SEQ-0001
WO-0001873,AST-MKY-POL-002888,FDR-MKY-0057,REG-MKY,inspection,low,scheduled,2024-07-13,2024-10-07,,2.9,2848.8,drone_team,DEP-MKY-0004
WO-0001874,AST-TSV-POL-003991,FDR-TSV-0076,REG-TSV,vegetation_treatment,medium,scheduled,2025-11-16,2026-01-27,,31.5,8012.2,vegetation_crew,DEP-TSV-0008
WO-0001875,AST-TSV-POL-004347,FDR-TSV-0081,REG-TSV,storm_response,high,completed,2025-10-21,2025-11-21,2025-11-27,34.6,19208.79,substation_crew,DEP-TSV-0007
WO-0001876,,FDR--RW-0121,REG-RW,storm_response,low,completed,2025-03-13,2025-05-09,2025-05-14,15.3,13385.0,vegetation_crew,DEP--RW-0012
WO-0001877,AST--RW-POL-006911,FDR--RW-0117,REG-RW,replacement,low,in_progress,2024-10-13,2024-11-12,,17.6,13089.87,drone_team,DEP--RW-0013
WO-0001878,AST-TSV-SEC-004507,FDR-TSV-0083,REG-TSV,replacement,high,scheduled,2025-05-17,2025-05-25,,14.1,7700.19,substation_crew,DEP-TSV-0008
WO-0001879,AST-TSV-POL-004750,FDR-TSV-0086,REG-TSV,repair,medium,completed,2026-05-07,2026-07-04,2026-07-15,17.4,12893.56,substation_crew,DEP-TSV-0006
WO-0001880,,FDR-MKY-0056,REG-MKY,repair,urgent,draft,2026-02-22,2026-03-22,,30.4,15071.13,line_crew,DEP-MKY-0005
WO-0001881,AST--RW-TRA-007283,FDR--RW-0122,REG-RW,vegetation_treatment,low,scheduled,2026-01-20,2026-03-05,,32.0,13101.35,vegetation_crew,DEP--RW-0012
WO-0001882,AST-CQI-TRA-005809,FDR-CQI-0103,REG-CQI,storm_response,low,scheduled,2025-10-24,2025-12-12,,11.7,4793.48,vegetation_crew,DEP-CQI-0009
WO-0001883,,FDR-SEQ-0021,REG-SEQ,repair,medium,approved,2026-03-04,2026-05-22,,33.5,11173.0,substation_crew,DEP-SEQ-0003
WO-0001884,AST--RW-POL-007286,FDR--RW-0122,REG-RW,planned_maintenance,urgent,in_progress,2025-04-19,2025-05-13,,18.8,7868.8,substation_crew,DEP--RW-0011
WO-0001885,AST--RW-POL-006994,FDR--RW-0118,REG-RW,repair,high,completed,2025-03-17,2025-04-16,2025-04-18,7.5,10386.81,drone_team,DEP--RW-0012
WO-0001886,,FDR-SEQ-0005,REG-SEQ,inspection,low,in_progress,2025-04-20,2025-05-07,,24.7,7377.2,vegetation_crew,DEP-SEQ-0001
WO-0001887,AST-CQI-SWI-006046,FDR-CQI-0107,REG-CQI,replacement,medium,completed,2025-10-16,2025-12-10,2025-12-18,16.8,6599.24,vegetation_crew,DEP-CQI-0009
WO-0001888,,FDR-MKY-0043,REG-MKY,access_remediation,high,completed,2024-07-12,2024-09-03,2024-09-30,15.7,13595.26,vegetation_crew,DEP-MKY-0004
WO-0001889,AST-TSV-POL-003973,FDR-TSV-0075,REG-TSV,vegetation_treatment,low,scheduled,2025-09-01,2025-11-09,,22.6,15619.08,substation_crew,DEP-TSV-0006
WO-0001890,AST-TSV-POL-004056,FDR-TSV-0077,REG-TSV,storm_response,high,completed,2024-09-17,2024-11-19,2024-12-17,4.8,3447.33,drone_team,DEP-TSV-0006
WO-0001891,AST-SEQ-POL-000958,FDR-SEQ-0017,REG-SEQ,storm_response,high,approved,2026-04-21,2026-05-15,,29.5,13569.87,line_crew,DEP-SEQ-0003
WO-0001892,AST-SEQ-TRA-002108,FDR-SEQ-0041,REG-SEQ,vegetation_treatment,low,scheduled,2025-05-18,2025-07-29,,20.4,8323.79,substation_crew,DEP-SEQ-0003
WO-0001893,AST-SEQ-SEC-000822,FDR-SEQ-0015,REG-SEQ,vegetation_treatment,low,approved,2024-08-10,2024-08-25,,12.0,4774.0,substation_crew,DEP-SEQ-0001
WO-0001894,AST-TSV-POL-004860,FDR-TSV-0088,REG-TSV,planned_maintenance,high,completed,2024-11-09,2024-12-10,2024-12-22,18.3,8702.75,substation_crew,DEP-TSV-0007
WO-0001895,,FDR-CQI-0097,REG-CQI,replacement,medium,completed,2025-06-13,2025-06-14,2025-06-28,32.3,18038.08,vegetation_crew,DEP-CQI-0010
WO-0001896,,FDR-CQI-0093,REG-CQI,vegetation_treatment,medium,scheduled,2024-06-25,2024-08-22,,23.3,8300.39,substation_crew,DEP-CQI-0010
WO-0001897,AST-CQI-TRA-005809,FDR-CQI-0103,REG-CQI,inspection,urgent,cancelled,2025-08-11,2025-09-01,,8.4,10142.86,line_crew,DEP-CQI-0010
WO-0001898,,FDR-CQI-0100,REG-CQI,storm_response,low,draft,2025-08-25,2025-11-13,,32.2,11822.64,substation_crew,DEP-CQI-0009
WO-0001899,AST-SEQ-CON-000061,FDR-SEQ-0002,REG-SEQ,inspection,high,completed,2024-06-15,2024-08-06,2024-08-31,6.7,7344.51,substation_crew,DEP-SEQ-0001
WO-0001900,AST-MKY-POL-003185,FDR-MKY-0062,REG-MKY,vegetation_treatment,urgent,scheduled,2025-12-24,2026-02-06,,12.8,6474.6,drone_team,DEP-MKY-0005
WO-0001901,AST-SEQ-POL-001518,FDR-SEQ-0028,REG-SEQ,planned_maintenance,high,in_progress,2025-07-03,2025-09-12,,25.0,13562.73,vegetation_crew,DEP-SEQ-0002
WO-0001902,AST--RW-POL-007016,FDR--RW-0119,REG-RW,storm_response,urgent,completed,2025-10-20,2025-10-29,2025-11-07,21.3,7125.73,line_crew,DEP--RW-0012
WO-0001903,,FDR-TSV-0080,REG-TSV,vegetation_treatment,medium,scheduled,2025-01-29,2025-02-04,,29.9,13369.97,line_crew,DEP-TSV-0007
WO-0001904,AST-TSV-POL-004465,FDR-TSV-0082,REG-TSV,planned_maintenance,high,completed,2025-05-28,2025-08-07,2025-08-17,17.0,13404.3,drone_team,DEP-TSV-0007
WO-0001905,AST-TSV-TRA-004627,FDR-TSV-0085,REG-TSV,vegetation_treatment,medium,scheduled,2025-10-28,2025-10-31,,4.8,9130.58,substation_crew,DEP-TSV-0006
WO-0001906,AST-TSV-POL-004853,FDR-TSV-0088,REG-TSV,replacement,urgent,in_progress,2025-03-04,2025-04-20,,5.0,5225.72,drone_team,DEP-TSV-0007
WO-0001907,AST-SEQ-POL-001120,FDR-SEQ-0021,REG-SEQ,planned_maintenance,urgent,draft,2025-03-31,2025-05-25,,4.2,1616.73,line_crew,DEP-SEQ-0003
WO-0001908,,FDR-TSV-0065,REG-TSV,repair,medium,approved,2026-04-26,2026-07-21,,31.9,13801.34,line_crew,DEP-TSV-0008
WO-0001909,AST-MKY-SEC-003254,FDR-MKY-0063,REG-MKY,planned_maintenance,low,in_progress,2024-09-19,2024-10-31,,5.4,1930.59,line_crew,DEP-MKY-0004
WO-0001910,AST-TSV-POL-003536,FDR-TSV-0068,REG-TSV,storm_response,low,draft,2026-03-14,2026-04-30,,20.7,8538.7,substation_crew,DEP-TSV-0006
WO-0001911,AST-SEQ-POL-000472,FDR-SEQ-0009,REG-SEQ,vegetation_treatment,low,completed,2025-08-17,2025-10-11,2025-10-11,16.1,15707.12,line_crew,DEP-SEQ-0002
WO-0001912,AST-TSV-POL-003817,FDR-TSV-0072,REG-TSV,storm_response,high,scheduled,2025-05-10,2025-07-07,,25.2,10053.96,vegetation_crew,DEP-TSV-0008
WO-0001913,,FDR-MKY-0062,REG-MKY,vegetation_treatment,low,approved,2025-01-05,2025-03-12,,29.5,14528.21,drone_team,DEP-MKY-0005
WO-0001914,AST-TSV-POL-003807,FDR-TSV-0072,REG-TSV,vegetation_treatment,urgent,draft,2026-04-03,2026-05-05,,12.6,5753.71,line_crew,DEP-TSV-0007
WO-0001915,AST--RW-SEC-006190,FDR--RW-0109,REG-RW,vegetation_treatment,high,completed,2024-09-17,2024-10-06,2024-10-13,15.0,7419.96,substation_crew,DEP--RW-0013
WO-0001916,AST-CQI-POL-005359,FDR-CQI-0096,REG-CQI,storm_response,high,completed,2024-06-07,2024-07-21,2024-08-19,17.9,12122.33,substation_crew,DEP-CQI-0010
WO-0001917,,FDR-SEQ-0042,REG-SEQ,repair,high,in_progress,2025-03-31,2025-05-07,,21.4,13696.39,drone_team,DEP-SEQ-0002
WO-0001918,AST-CQI-POL-005208,FDR-CQI-0094,REG-CQI,vegetation_treatment,high,scheduled,2025-12-12,2025-12-21,,10.5,6323.98,substation_crew,DEP-CQI-0010
WO-0001919,AST--RW-POL-006779,FDR--RW-0116,REG-RW,storm_response,medium,completed,2026-01-14,2026-03-28,2026-04-05,9.3,5980.88,vegetation_crew,DEP--RW-0012
WO-0001920,AST-CQI-REC-005186,FDR-CQI-0094,REG-CQI,storm_response,medium,scheduled,2025-05-08,2025-08-06,,25.7,7363.91,line_crew,DEP-CQI-0010
WO-0001921,,FDR-MKY-0049,REG-MKY,inspection,high,scheduled,2025-09-07,2025-09-22,,28.7,11475.04,drone_team,DEP-MKY-0005
WO-0001922,AST--RW-TRA-006187,FDR--RW-0109,REG-RW,replacement,medium,scheduled,2024-06-08,2024-07-26,,27.5,9885.24,substation_crew,DEP--RW-0011
WO-0001923,,FDR--RW-0124,REG-RW,replacement,low,cancelled,2025-09-07,2025-11-29,,8.0,8007.5,vegetation_crew,DEP--RW-0013
WO-0001924,AST-SEQ-RIN-001235,FDR-SEQ-0023,REG-SEQ,inspection,low,completed,2025-09-08,2025-09-19,2025-09-20,31.4,18768.08,vegetation_crew,DEP-SEQ-0001
WO-0001925,AST-TSV-SEC-003638,FDR-TSV-0069,REG-TSV,repair,urgent,approved,2024-11-22,2025-02-09,,26.4,9138.34,vegetation_crew,DEP-TSV-0008
WO-0001926,,FDR--RW-0116,REG-RW,storm_response,medium,completed,2025-02-07,2025-03-20,2025-04-09,8.7,8777.03,vegetation_crew,DEP--RW-0013
WO-0001927,AST-TSV-CON-004342,FDR-TSV-0081,REG-TSV,replacement,medium,completed,2024-09-03,2024-11-06,2024-11-29,20.9,12081.11,line_crew,DEP-TSV-0006
WO-0001928,AST-MKY-POL-002734,FDR-MKY-0054,REG-MKY,vegetation_treatment,low,scheduled,2026-02-25,2026-03-03,,11.0,8130.58,drone_team,DEP-MKY-0005
WO-0001929,,FDR-MKY-0049,REG-MKY,repair,urgent,in_progress,2025-12-11,2026-02-13,,34.6,19670.83,line_crew,DEP-MKY-0004
WO-0001930,AST-SEQ-POL-002017,FDR-SEQ-0039,REG-SEQ,vegetation_treatment,high,completed,2025-02-11,2025-05-11,2025-05-20,6.5,7420.62,drone_team,DEP-SEQ-0002
WO-0001931,AST-SEQ-POL-000939,FDR-SEQ-0017,REG-SEQ,repair,medium,scheduled,2026-01-25,2026-02-04,,2.5,7757.96,line_crew,DEP-SEQ-0001
WO-0001932,AST-MKY-SEC-002868,FDR-MKY-0057,REG-MKY,storm_response,medium,completed,2024-07-05,2024-08-29,2024-09-04,32.8,9652.45,line_crew,DEP-MKY-0005
WO-0001933,,FDR-TSV-0086,REG-TSV,repair,high,completed,2024-11-14,2024-12-21,2025-01-04,22.4,7354.26,line_crew,DEP-TSV-0007
WO-0001934,AST-MKY-POL-003267,FDR-MKY-0063,REG-MKY,replacement,medium,in_progress,2026-01-17,2026-03-10,,34.8,15038.84,drone_team,DEP-MKY-0004
WO-0001935,AST-TSV-CON-003971,FDR-TSV-0075,REG-TSV,inspection,medium,in_progress,2026-02-16,2026-04-13,,25.8,16802.45,drone_team,DEP-TSV-0008
WO-0001936,AST-CQI-POL-005224,FDR-CQI-0094,REG-CQI,planned_maintenance,high,in_progress,2026-05-05,2026-06-23,,16.2,16440.67,substation_crew,DEP-CQI-0010
WO-0001937,AST--RW-POL-006966,FDR--RW-0118,REG-RW,repair,low,approved,2026-04-29,2026-05-07,,17.2,13253.18,drone_team,DEP--RW-0013
WO-0001938,AST-MKY-POL-002251,FDR-MKY-0044,REG-MKY,repair,medium,scheduled,2024-09-18,2024-11-14,,31.5,19852.44,vegetation_crew,DEP-MKY-0004
WO-0001939,AST--RW-POL-006211,FDR--RW-0109,REG-RW,inspection,high,approved,2026-02-09,2026-03-08,,27.8,16242.68,vegetation_crew,DEP--RW-0013
WO-0001940,,FDR-CQI-0091,REG-CQI,vegetation_treatment,medium,draft,2025-04-21,2025-07-12,,32.7,15366.11,vegetation_crew,DEP-CQI-0010
WO-0001941,,FDR--RW-0122,REG-RW,planned_maintenance,high,completed,2024-09-29,2024-11-29,2024-12-05,32.3,13853.53,substation_crew,DEP--RW-0013
WO-0001942,,FDR-TSV-0085,REG-TSV,repair,high,scheduled,2026-01-20,2026-02-01,,14.9,3740.97,line_crew,DEP-TSV-0008
WO-0001943,AST-MKY-POL-003293,FDR-MKY-0064,REG-MKY,access_remediation,medium,scheduled,2025-09-23,2025-10-06,,9.6,13225.94,substation_crew,DEP-MKY-0005
WO-0001944,,FDR-SEQ-0035,REG-SEQ,storm_response,low,scheduled,2024-07-18,2024-08-04,,3.0,4462.59,line_crew,DEP-SEQ-0002
WO-0001945,AST-TSV-RIN-003365,FDR-TSV-0066,REG-TSV,inspection,medium,in_progress,2024-08-12,2024-09-11,,25.7,19252.81,substation_crew,DEP-TSV-0008
WO-0001946,AST-TSV-POL-004860,FDR-TSV-0088,REG-TSV,replacement,medium,completed,2024-10-23,2024-11-12,2024-12-09,12.7,15190.72,vegetation_crew,DEP-TSV-0007
WO-0001947,AST-SEQ-POL-000714,FDR-SEQ-0013,REG-SEQ,planned_maintenance,medium,completed,2025-10-09,2025-10-10,2025-11-02,2.1,4445.9,drone_team,DEP-SEQ-0002
WO-0001948,AST-CQI-POL-005261,FDR-CQI-0095,REG-CQI,storm_response,high,cancelled,2024-10-27,2024-12-18,,19.3,15918.45,substation_crew,DEP-CQI-0010
WO-0001949,AST-TSV-POL-003385,FDR-TSV-0066,REG-TSV,storm_response,medium,in_progress,2026-04-24,2026-06-29,,4.4,4073.68,line_crew,DEP-TSV-0007
WO-0001950,,FDR--RW-0126,REG-RW,inspection,low,scheduled,2024-05-31,2024-08-29,,4.2,6915.19,line_crew,DEP--RW-0011
WO-0001951,AST--RW-POL-007114,FDR--RW-0120,REG-RW,vegetation_treatment,medium,completed,2024-10-19,2024-10-20,2024-11-01,23.8,10654.73,line_crew,DEP--RW-0011
WO-0001952,,FDR-SEQ-0008,REG-SEQ,repair,low,cancelled,2025-04-29,2025-06-10,,12.8,11240.23,drone_team,DEP-SEQ-0001
WO-0001953,AST-MKY-TRA-002282,FDR-MKY-0044,REG-MKY,vegetation_treatment,urgent,completed,2026-03-03,2026-04-08,2026-04-13,31.5,7003.66,drone_team,DEP-MKY-0005
WO-0001954,,FDR-MKY-0055,REG-MKY,inspection,medium,cancelled,2025-08-04,2025-10-09,,34.4,10538.78,drone_team,DEP-MKY-0005
WO-0001955,AST-TSV-POL-004256,FDR-TSV-0079,REG-TSV,storm_response,low,approved,2025-01-13,2025-01-17,,32.0,15637.63,substation_crew,DEP-TSV-0007
WO-0001956,AST-TSV-POL-004860,FDR-TSV-0088,REG-TSV,vegetation_treatment,high,completed,2024-11-18,2024-11-26,2024-12-17,9.7,3398.83,vegetation_crew,DEP-TSV-0007
WO-0001957,AST-TSV-POL-003892,FDR-TSV-0074,REG-TSV,repair,medium,scheduled,2025-05-05,2025-07-03,,31.5,10455.11,line_crew,DEP-TSV-0008
WO-0001958,AST-CQI-POL-004969,FDR-CQI-0090,REG-CQI,repair,medium,draft,2024-07-24,2024-09-19,,16.6,11712.42,drone_team,DEP-CQI-0009
WO-0001959,,FDR-SEQ-0010,REG-SEQ,storm_response,low,completed,2025-03-04,2025-03-30,2025-04-17,31.6,12786.88,substation_crew,DEP-SEQ-0001
WO-0001960,,FDR--RW-0109,REG-RW,access_remediation,medium,scheduled,2025-11-08,2025-11-12,,35.2,13556.26,drone_team,DEP--RW-0011
WO-0001961,AST-CQI-POL-005062,FDR-CQI-0092,REG-CQI,storm_response,high,in_progress,2025-01-15,2025-04-15,,12.9,15622.94,substation_crew,DEP-CQI-0010
WO-0001962,,FDR-CQI-0102,REG-CQI,access_remediation,medium,completed,2025-09-17,2025-12-12,2025-12-13,3.3,8746.68,vegetation_crew,DEP-CQI-0009
WO-0001963,AST-TSV-POL-004124,FDR-TSV-0077,REG-TSV,repair,urgent,scheduled,2024-07-03,2024-07-19,,14.2,13235.25,drone_team,DEP-TSV-0006
WO-0001964,AST--RW-TRA-007862,FDR--RW-0127,REG-RW,vegetation_treatment,high,scheduled,2025-04-19,2025-05-20,,30.8,12249.09,vegetation_crew,DEP--RW-0013
WO-0001965,AST-TSV-POL-004056,FDR-TSV-0077,REG-TSV,repair,low,approved,2024-10-12,2024-12-02,,24.0,15819.71,vegetation_crew,DEP-TSV-0008
WO-0001966,AST-CQI-POL-005437,FDR-CQI-0097,REG-CQI,inspection,medium,scheduled,2025-10-13,2026-01-11,,12.8,15939.93,drone_team,DEP-CQI-0009
WO-0001967,AST-TSV-POL-003616,FDR-TSV-0069,REG-TSV,vegetation_treatment,medium,approved,2025-03-05,2025-03-10,,33.4,18413.57,line_crew,DEP-TSV-0006
WO-0001968,AST-MKY-POL-002981,FDR-MKY-0058,REG-MKY,replacement,low,approved,2025-05-17,2025-07-31,,8.5,13024.62,drone_team,DEP-MKY-0004
