defect_id,inspection_id,asset_id,defect_type,severity,detected_date,target_rectification_date,status,safety_risk_score,reliability_risk_score
DEF-00002790,INS-0002317,AST--RW-POL-006475,conductor_sag,medium,2026-04-14,2026-06-16,planned,49.6,16.4
DEF-00002791,INS-0003219,AST-MKY-POL-002361,crossarm_corrosion,high,2025-01-07,2025-02-13,closed,21.3,50.4
DEF-00002792,INS-0001016,AST-SEQ-TRA-001131,vegetation_clearance,low,2025-12-21,2026-04-18,planned,16.7,41.4
DEF-00002793,INS-0000410,AST-TSV-SWI-004090,oil_leak,medium,2025-11-23,2026-05-01,deferred,35.9,47.2
DEF-00002794,INS-0002840,AST--RW-TRA-006317,crossarm_corrosion,high,2025-07-20,2026-01-06,open,24.7,44.7
DEF-00002795,INS-0001350,AST-TSV-CON-003488,oil_leak,low,2025-12-28,2026-01-08,planned,24.5,32.3
DEF-00002796,INS-0000413,AST-SEQ-POL-002042,vegetation_clearance,low,2024-11-28,2025-04-20,deferred,30.0,3.0
DEF-00002797,INS-0002878,AST-TSV-CON-003454,oil_leak,medium,2026-04-02,2026-05-20,planned,21.3,30.4
DEF-00002798,INS-0002290,AST--RW-POL-006951,conductor_sag,medium,2025-02-20,2025-04-21,planned,27.2,23.1
DEF-00002799,INS-0002927,AST-MKY-TRA-002866,leaning_pole,low,2026-03-10,2026-03-19,closed,43.9,17.7
DEF-00002800,INS-0000866,AST--RW-TRA-006953,lightning_damage,medium,2025-08-02,2025-11-28,open,33.2,18.9
DEF-00002801,INS-0002778,AST--RW-TRA-007277,insulator_damage,medium,2025-01-14,2025-03-02,planned,14.3,20.3
DEF-00002802,INS-0002229,AST-TSV-SEC-004436,oil_leak,low,2025-01-29,2025-06-18,open,56.3,35.2
DEF-00002803,INS-0000111,AST-CQI-TRA-004896,flood_damage,low,2025-08-03,2025-12-05,planned,38.4,26.5
DEF-00002804,INS-0000415,AST-SEQ-SWI-001478,flood_damage,low,2026-02-15,2026-02-27,closed,38.3,41.2
DEF-00002805,INS-0001726,AST--RW-POL-006309,lightning_damage,medium,2025-04-16,2025-09-05,planned,31.7,27.3
DEF-00002806,INS-0000679,AST-CQI-REC-005725,vegetation_clearance,high,2025-03-08,2025-07-27,planned,24.8,40.8
DEF-00002807,INS-0003175,AST--RW-REC-006292,vegetation_clearance,low,2026-04-17,2026-10-03,open,28.8,30.3
DEF-00002808,INS-0000238,AST-TSV-TRA-004220,lightning_damage,low,2026-05-13,2026-09-25,planned,43.6,22.8
DEF-00002809,INS-0002010,AST-TSV-POL-003722,flood_damage,low,2025-06-07,2025-07-25,open,31.6,36.8
DEF-00002810,INS-0003218,AST-SEQ-POL-000937,crossarm_corrosion,high,2025-04-01,2025-09-15,open,32.7,29.4
DEF-00002811,INS-0002065,AST-CQI-CON-004955,flood_damage,high,2025-02-07,2025-07-11,deferred,21.1,26.5
DEF-00002812,INS-0000550,AST--RW-POL-007435,flood_damage,low,2025-09-01,2025-11-21,open,26.9,41.2
DEF-00002813,INS-0000430,AST-CQI-POL-005786,crossarm_corrosion,low,2025-03-08,2025-08-22,planned,12.5,54.3
DEF-00002814,INS-0000791,AST-CQI-TRA-005921,insulator_damage,medium,2025-05-05,2025-09-09,closed,36.5,10.4
DEF-00002815,INS-0002623,AST-TSV-TRA-003314,crossarm_corrosion,high,2025-04-29,2025-10-16,planned,30.1,28.4
DEF-00002816,INS-0002437,AST-TSV-POL-003954,vegetation_clearance,high,2025-04-25,2025-10-22,open,21.6,16.5
DEF-00002817,INS-0003288,AST-MKY-POL-002680,access_blocked,low,2026-02-15,2026-04-24,deferred,39.1,50.8
DEF-00002818,INS-0002559,AST-TSV-TRA-004742,vegetation_clearance,medium,2026-04-13,2026-10-10,closed,51.4,19.2
DEF-00002819,INS-0002614,AST--RW-TRA-007004,oil_leak,medium,2026-01-22,2026-05-12,closed,28.1,40.5
DEF-00002820,INS-0001330,AST-SEQ-POL-001056,crossarm_corrosion,low,2025-08-15,2025-10-31,deferred,23.8,27.2
DEF-00002821,INS-0001720,AST-SEQ-POL-000128,conductor_sag,medium,2025-10-12,2025-11-09,deferred,16.6,38.1
DEF-00002822,INS-0001441,AST-CQI-POL-005633,access_blocked,medium,2025-02-17,2025-04-25,closed,32.9,23.9
DEF-00002823,INS-0001784,AST-SEQ-POL-000072,crossarm_corrosion,high,2026-04-24,2026-07-08,deferred,46.2,40.1
DEF-00002824,INS-0002492,AST-SEQ-TRA-002004,termite_damage,medium,2026-01-14,2026-01-29,closed,34.6,34.6
DEF-00002825,INS-0001339,AST-SEQ-POL-001693,termite_damage,high,2025-10-07,2026-03-21,planned,37.3,20.3
DEF-00002826,INS-0001042,AST-CQI-POL-005547,oil_leak,low,2025-05-01,2025-07-28,deferred,24.0,22.7
DEF-00002827,INS-0003183,AST--RW-POL-006760,lightning_damage,medium,2025-06-06,2025-10-18,deferred,23.5,46.7
DEF-00002828,INS-0003200,AST-TSV-CON-003779,insulator_damage,high,2026-01-30,2026-07-12,closed,43.2,49.4
DEF-00002829,INS-0003283,AST-MKY-POL-002467,access_blocked,medium,2026-04-27,2026-06-01,deferred,38.2,7.6
DEF-00002830,INS-0000923,AST-SEQ-CON-000661,insulator_damage,low,2026-04-03,2026-04-25,planned,36.1,25.4
DEF-00002831,INS-0000897,AST-CQI-POL-005488,leaning_pole,medium,2025-08-02,2025-12-12,open,32.2,49.5
DEF-00002832,INS-0002017,AST-CQI-SEC-005291,conductor_sag,low,2026-04-16,2026-05-22,open,41.8,43.3
DEF-00002833,INS-0001192,AST-TSV-TRA-004532,leaning_pole,medium,2025-01-18,2025-05-02,open,35.3,26.7
DEF-00002834,INS-0000878,AST-CQI-POL-005278,crossarm_corrosion,high,2025-11-15,2026-04-13,closed,31.2,38.3
DEF-00002835,INS-0002604,AST-CQI-SWI-005022,termite_damage,medium,2025-11-30,2026-03-13,deferred,46.9,41.7
DEF-00002836,INS-0001221,AST-SEQ-POL-001889,conductor_sag,high,2026-03-28,2026-09-22,planned,33.3,21.6
DEF-00002837,INS-0002049,AST-TSV-POL-004450,vegetation_clearance,high,2024-12-05,2025-04-04,deferred,44.0,32.5
DEF-00002838,INS-0003131,AST-SEQ-POL-000443,leaning_pole,medium,2025-09-27,2026-02-24,open,30.8,39.2
DEF-00002839,INS-0000585,AST-TSV-POL-004687,oil_leak,high,2025-03-31,2025-05-10,closed,40.4,38.4
DEF-00002840,INS-0001680,AST--RW-POL-007674,flood_damage,low,2025-04-07,2025-04-19,planned,38.6,34.2
DEF-00002841,INS-0001396,AST-CQI-POL-005742,termite_damage,low,2024-12-15,2025-02-08,closed,33.5,15.4
DEF-00002842,INS-0000330,AST-MKY-SEC-002374,leaning_pole,low,2026-05-11,2026-09-24,open,41.1,35.4
DEF-00002843,INS-0001760,AST-SEQ-POL-001354,flood_damage,low,2025-01-30,2025-03-31,planned,26.2,30.9
DEF-00002844,INS-0002616,AST--RW-POL-006479,vegetation_clearance,high,2025-07-01,2025-08-23,deferred,22.7,34.3
DEF-00002845,INS-0001920,AST-CQI-TRA-005482,oil_leak,low,2026-04-29,2026-06-22,closed,31.4,23.0
DEF-00002846,INS-0003186,AST-TSV-TRA-004821,crossarm_corrosion,medium,2025-07-09,2025-08-31,planned,26.7,17.9
DEF-00002847,INS-0001774,AST-TSV-POL-003557,conductor_sag,high,2025-06-25,2025-08-31,planned,35.8,16.8
DEF-00002848,INS-0002492,AST-SEQ-TRA-002004,leaning_pole,high,2026-01-14,2026-05-06,planned,27.2,51.4
DEF-00002849,INS-0002682,AST-SEQ-POL-000232,vegetation_clearance,medium,2025-02-06,2025-03-01,deferred,35.5,22.6
DEF-00002850,INS-0002372,AST-SEQ-POL-000715,crossarm_corrosion,medium,2025-07-04,2025-08-03,closed,11.9,16.3
DEF-00002851,INS-0000599,AST-TSV-POL-004393,leaning_pole,low,2026-02-20,2026-07-29,closed,22.3,27.1
DEF-00002852,INS-0000239,AST-SEQ-POL-000519,oil_leak,medium,2025-08-18,2026-01-14,deferred,43.0,29.1
DEF-00002853,INS-0001749,AST-SEQ-POL-000941,conductor_sag,low,2024-12-23,2025-01-30,deferred,36.5,23.3
DEF-00002854,INS-0002723,AST--RW-RIN-007068,termite_damage,high,2025-09-16,2026-01-09,planned,1.1,26.7
DEF-00002855,INS-0001434,AST-CQI-POL-005664,lightning_damage,medium,2025-03-30,2025-08-23,open,32.4,17.6
DEF-00002856,INS-0000529,AST-TSV-POL-004476,vegetation_clearance,medium,2025-04-30,2025-09-19,closed,25.8,18.3
DEF-00002857,INS-0000633,AST-CQI-POL-005304,access_blocked,high,2025-02-20,2025-06-09,open,55.1,25.7
DEF-00002858,INS-0002381,AST--RW-POL-006348,vegetation_clearance,medium,2025-03-19,2025-09-03,closed,28.4,31.5
DEF-00002859,INS-0001387,AST-CQI-POL-005373,conductor_sag,high,2026-01-28,2026-06-09,closed,37.3,26.2
DEF-00002860,INS-0002672,AST-SEQ-SEC-001546,lightning_damage,low,2024-11-28,2025-05-03,closed,24.1,21.1
DEF-00002861,INS-0002877,AST--RW-POL-006305,access_blocked,low,2025-05-23,2025-11-04,open,11.1,25.8
DEF-00002862,INS-0003448,AST--RW-TRA-007326,oil_leak,medium,2025-06-17,2025-12-12,closed,38.4,28.8
DEF-00002863,INS-0000942,AST-CQI-POL-005600,vegetation_clearance,high,2024-11-26,2025-01-12,closed,33.7,38.7
DEF-00002864,INS-0001458,AST-CQI-TRA-005601,flood_damage,medium,2026-04-26,2026-09-22,closed,37.9,32.3
DEF-00002865,INS-0002077,AST--RW-POL-006309,termite_damage,medium,2024-12-10,2025-04-10,planned,17.4,27.6
DEF-00002866,INS-0000044,AST-MKY-POL-002357,flood_damage,high,2024-12-27,2025-02-12,closed,27.4,27.2
DEF-00002867,INS-0001512,AST-TSV-POL-004508,oil_leak,low,2025-11-01,2025-12-03,planned,12.0,33.6
DEF-00002868,INS-0003457,AST-TSV-POL-003930,oil_leak,low,2026-01-05,2026-06-14,planned,11.8,43.0
DEF-00002869,INS-0001487,AST-SEQ-POL-001853,insulator_damage,medium,2025-11-15,2025-12-09,deferred,28.3,23.9
DEF-00002870,INS-0000415,AST-SEQ-SWI-001478,termite_damage,low,2026-02-15,2026-04-11,deferred,16.4,31.6
DEF-00002871,INS-0002220,AST-MKY-POL-002783,termite_damage,high,2026-05-10,2026-09-24,deferred,53.7,40.8
DEF-00002872,INS-0001691,AST--RW-POL-007005,lightning_damage,high,2025-01-10,2025-04-11,closed,31.9,36.4
DEF-00002873,INS-0003138,AST-SEQ-TRA-002179,oil_leak,medium,2024-12-26,2025-05-13,open,50.7,36.0
DEF-00002874,INS-0001084,AST-TSV-POL-003332,oil_leak,low,2026-01-19,2026-03-01,planned,26.0,30.9
DEF-00002875,INS-0001073,AST-SEQ-TRA-001834,oil_leak,low,2025-01-07,2025-03-11,planned,10.1,43.2
DEF-00002876,INS-0000081,AST-TSV-POL-003369,access_blocked,low,2025-10-14,2026-02-20,planned,1,24.3
DEF-00002877,INS-0003239,AST--RW-RIN-007155,lightning_damage,low,2025-05-14,2025-10-23,open,30.9,31.3
DEF-00002878,INS-0002459,AST-SEQ-SWI-001701,flood_damage,medium,2025-02-17,2025-05-28,deferred,32.2,31.9
DEF-00002879,INS-0001222,AST-CQI-TRA-005518,termite_damage,high,2025-10-20,2025-12-03,planned,33.3,45.4
DEF-00002880,INS-0000151,AST-SEQ-POL-000586,termite_damage,low,2025-05-06,2025-08-30,closed,49.1,29.2
DEF-00002881,INS-0001640,AST-SEQ-POL-002171,vegetation_clearance,medium,2025-04-05,2025-05-03,open,15.4,25.1
DEF-00002882,INS-0001462,AST--RW-POL-007369,crossarm_corrosion,low,2025-11-19,2026-03-31,open,26.5,13.1
DEF-00002883,INS-0002306,AST-TSV-SWI-004248,lightning_damage,medium,2024-11-28,2025-05-20,open,19.4,25.5
DEF-00002884,INS-0003030,AST-SEQ-TRA-000413,termite_damage,high,2025-06-18,2025-07-28,deferred,41.8,35.6
DEF-00002885,INS-0001340,AST-TSV-SWI-003918,vegetation_clearance,medium,2025-04-09,2025-08-12,open,45.6,11.9
DEF-00002886,INS-0002478,AST--RW-POL-006179,termite_damage,high,2026-03-20,2026-05-30,deferred,29.4,42.5
DEF-00002887,INS-0002019,AST-MKY-RIN-002448,insulator_damage,high,2025-04-23,2025-09-13,open,28.5,35.3
DEF-00002888,INS-0001064,AST-MKY-TRA-003168,lightning_damage,high,2025-11-03,2026-04-12,closed,59.1,25.5
DEF-00002889,INS-0002817,AST-CQI-POL-005340,leaning_pole,high,2025-04-15,2025-05-09,open,10.7,33.4
DEF-00002890,INS-0000180,AST-TSV-POL-004566,crossarm_corrosion,medium,2025-12-14,2026-02-19,deferred,21.7,29.4
DEF-00002891,INS-0002909,AST-SEQ-POL-000505,crossarm_corrosion,medium,2025-02-03,2025-04-15,open,35.5,35.1
DEF-00002892,INS-0000830,AST-TSV-POL-003463,oil_leak,medium,2025-04-24,2025-10-12,open,22.2,40.1
DEF-00002893,INS-0000979,AST-SEQ-POL-000700,termite_damage,high,2025-12-22,2026-02-13,planned,10.3,39.3
DEF-00002894,INS-0000655,AST-MKY-RIN-002796,lightning_damage,high,2025-08-30,2026-02-24,planned,25.9,35.2
DEF-00002895,INS-0000869,AST--RW-POL-006456,vegetation_clearance,low,2025-05-07,2025-06-14,planned,27.9,39.2
DEF-00002896,INS-0003050,AST--RW-TRA-006833,oil_leak,high,2026-02-13,2026-08-08,open,28.1,25.7
DEF-00002897,INS-0002629,AST-TSV-SWI-004384,termite_damage,high,2025-07-06,2025-12-10,open,25.9,35.8
DEF-00002898,INS-0000492,AST--RW-POL-007417,insulator_damage,high,2026-02-07,2026-06-03,planned,32.3,20.5
DEF-00002899,INS-0000691,AST-MKY-POL-002588,leaning_pole,low,2025-02-01,2025-05-18,deferred,30.6,36.2
DEF-00002900,INS-0003109,AST-MKY-POL-002941,crossarm_corrosion,medium,2025-05-09,2025-09-29,closed,35.5,28.3
DEF-00002901,INS-0002548,AST-CQI-RIN-005028,access_blocked,medium,2025-08-10,2026-01-10,deferred,33.3,22.8
DEF-00002902,INS-0002561,AST-SEQ-RIN-001810,termite_damage,low,2025-12-24,2026-03-20,planned,23.5,30.0
DEF-00002903,INS-0002254,AST-MKY-SWI-002398,conductor_sag,low,2025-01-24,2025-07-04,planned,38.7,43.6
DEF-00002904,INS-0000833,AST--RW-CON-007124,crossarm_corrosion,low,2026-03-30,2026-08-31,deferred,40.4,41.6
DEF-00002905,INS-0002388,AST-SEQ-POL-000958,oil_leak,low,2025-02-12,2025-05-25,planned,16.2,54.7
DEF-00002906,INS-0001403,AST--RW-POL-007950,flood_damage,high,2025-04-26,2025-06-28,deferred,13.7,25.8
DEF-00002907,INS-0001539,AST-TSV-SEC-004180,vegetation_clearance,high,2026-02-07,2026-07-13,planned,43.6,26.7
DEF-00002908,INS-0002039,AST-SEQ-POL-000335,insulator_damage,medium,2025-09-28,2025-12-09,open,21.9,7.1
DEF-00002909,INS-0002732,AST-MKY-REC-002969,lightning_damage,medium,2025-08-28,2025-09-28,open,53.9,26.1
DEF-00002910,INS-0000707,AST--RW-TRA-007193,flood_damage,low,2026-04-14,2026-05-26,deferred,31.8,19.9
DEF-00002911,INS-0002791,AST-TSV-POL-003323,insulator_damage,medium,2024-11-30,2024-12-09,deferred,31.4,10.0
DEF-00002912,INS-0001520,AST-TSV-POL-004356,vegetation_clearance,high,2024-12-12,2025-02-05,planned,21.8,32.3
DEF-00002913,INS-0001237,AST-TSV-POL-003402,lightning_damage,high,2026-01-30,2026-06-09,closed,22.7,35.4
DEF-00002914,INS-0002617,AST-SEQ-CON-002038,leaning_pole,low,2026-02-06,2026-02-13,open,40.6,30.8
DEF-00002915,INS-0002965,AST--RW-CON-007858,vegetation_clearance,medium,2025-08-20,2025-09-12,deferred,12.6,38.2
DEF-00002916,INS-0002928,AST-TSV-POL-003852,lightning_damage,medium,2025-05-22,2025-06-11,open,18.7,51.7
DEF-00002917,INS-0003232,AST-SEQ-TRA-001160,vegetation_clearance,low,2026-03-09,2026-05-17,deferred,35.2,18.5
DEF-00002918,INS-0000368,AST--RW-SWI-006314,oil_leak,low,2026-03-16,2026-07-08,closed,31.9,12.2
DEF-00002919,INS-0002331,AST-SEQ-POL-001078,conductor_sag,high,2025-10-04,2026-02-22,planned,30.7,29.2
DEF-00002920,INS-0002627,AST-CQI-POL-005020,conductor_sag,medium,2025-05-13,2025-07-09,open,44.2,28.8
DEF-00002921,INS-0002871,AST-SEQ-POL-001067,flood_damage,high,2025-02-11,2025-06-09,planned,25.0,28.9
DEF-00002922,INS-0002717,AST-SEQ-POL-000421,vegetation_clearance,medium,2025-07-04,2025-11-03,closed,23.3,40.3
DEF-00002923,INS-0000463,AST--RW-POL-006885,vegetation_clearance,medium,2025-10-26,2026-02-01,open,22.9,43.2
DEF-00002924,INS-0000078,AST-CQI-POL-006068,crossarm_corrosion,high,2025-01-27,2025-05-18,planned,28.4,26.1
DEF-00002925,INS-0001787,AST--RW-POL-007549,insulator_damage,low,2025-06-12,2025-11-03,open,39.6,39.5
DEF-00002926,INS-0000305,AST--RW-POL-006761,oil_leak,low,2026-05-04,2026-10-27,planned,32.7,14.8
DEF-00002927,INS-0001408,AST-TSV-POL-003910,insulator_damage,low,2026-03-24,2026-09-11,closed,23.1,26.5
DEF-00002928,INS-0000636,AST-TSV-TRA-003571,insulator_damage,medium,2025-12-15,2026-05-22,closed,28.4,19.6
DEF-00002929,INS-0002347,AST-TSV-CON-004157,crossarm_corrosion,medium,2026-04-14,2026-07-01,planned,22.2,32.5
DEF-00002930,INS-0000665,AST-CQI-POL-004974,crossarm_corrosion,low,2026-02-06,2026-05-06,open,25.9,29.7
DEF-00002931,INS-0003491,AST-TSV-POL-004370,insulator_damage,low,2026-01-19,2026-06-12,open,31.0,17.6
DEF-00002932,INS-0000689,AST-TSV-POL-003396,oil_leak,medium,2025-08-16,2025-10-15,open,21.0,12.0
DEF-00002933,INS-0003349,AST-MKY-POL-002763,flood_damage,medium,2025-01-28,2025-02-09,closed,28.1,43.4
DEF-00002934,INS-0002448,AST-MKY-POL-002991,conductor_sag,low,2025-09-09,2026-01-25,open,54.1,41.1
DEF-00002935,INS-0001762,AST-MKY-TRA-002863,flood_damage,low,2025-08-09,2025-09-26,planned,23.8,28.2
DEF-00002936,INS-0003305,AST-CQI-POL-005048,conductor_sag,medium,2025-04-28,2025-09-14,planned,20.6,21.4
DEF-00002937,INS-0003374,AST-TSV-POL-003957,insulator_damage,medium,2025-11-17,2026-02-27,deferred,25.6,35.5
DEF-00002938,INS-0001771,AST-CQI-POL-005089,crossarm_corrosion,high,2026-05-05,2026-07-31,closed,23.8,20.7
DEF-00002939,INS-0000648,AST-TSV-RIN-004228,vegetation_clearance,medium,2025-05-03,2025-07-07,open,27.2,29.7
DEF-00002940,INS-0000215,AST--RW-TRA-006986,leaning_pole,medium,2025-09-25,2026-02-13,planned,16.7,34.3
DEF-00002941,INS-0003369,AST-TSV-SEC-003927,flood_damage,high,2025-08-22,2026-01-22,planned,12.9,35.7
DEF-00002942,INS-0000170,AST-CQI-POL-005159,access_blocked,low,2026-04-21,2026-05-10,open,14.1,32.3
DEF-00002943,INS-0000600,AST-TSV-REC-004403,leaning_pole,low,2026-04-06,2026-06-14,planned,28.8,27.8
DEF-00002944,INS-0002535,AST-CQI-SWI-005618,termite_damage,medium,2025-12-06,2026-03-22,closed,28.7,30.1
DEF-00002945,INS-0003311,AST--RW-POL-007522,crossarm_corrosion,low,2025-06-23,2025-10-25,closed,28.2,5.1
DEF-00002946,INS-0001605,AST--RW-POL-007433,flood_damage,high,2025-07-11,2025-12-25,planned,22.2,49.0
DEF-00002947,INS-0003161,AST--RW-POL-006291,termite_damage,low,2025-12-01,2026-02-11,open,36.3,36.9
DEF-00002948,INS-0000286,AST-CQI-SWI-005383,access_blocked,low,2025-12-27,2026-05-10,open,18.8,15.2
DEF-00002949,INS-0001593,AST--RW-POL-006562,termite_damage,medium,2025-04-05,2025-07-05,deferred,29.5,33.6
DEF-00002950,INS-0000995,AST-SEQ-SWI-001453,access_blocked,medium,2024-12-31,2025-05-25,closed,18.4,11.4
DEF-00002951,INS-0003213,AST-MKY-POL-002447,leaning_pole,medium,2025-06-10,2025-06-26,closed,26.9,36.4
DEF-00002952,INS-0001999,AST-TSV-POL-003763,leaning_pole,high,2025-05-05,2025-10-16,open,21.3,24.2
DEF-00002953,INS-0003364,AST-MKY-POL-002371,lightning_damage,medium,2025-07-19,2025-10-05,open,41.0,24.0
DEF-00002954,INS-0001744,AST-SEQ-POL-000544,insulator_damage,high,2026-03-26,2026-06-29,planned,28.1,26.2
DEF-00002955,INS-0002676,AST-SEQ-POL-000167,leaning_pole,low,2025-03-12,2025-07-21,open,28.1,30.2
DEF-00002956,INS-0001863,AST-TSV-POL-003807,lightning_damage,low,2025-08-29,2025-09-28,deferred,40.7,18.3
DEF-00002957,INS-0003393,AST-TSV-POL-003537,crossarm_corrosion,medium,2026-01-13,2026-06-24,open,25.8,46.2
DEF-00002958,INS-0000784,AST-SEQ-POL-001603,termite_damage,medium,2025-09-14,2025-09-23,closed,26.4,20.1
DEF-00002959,INS-0000077,AST--RW-TRA-007500,flood_damage,high,2026-02-18,2026-07-27,deferred,7.3,27.7
DEF-00002960,INS-0000107,AST-SEQ-POL-001293,vegetation_clearance,low,2025-06-03,2025-08-02,deferred,42.6,11.8
DEF-00002961,INS-0002071,AST-MKY-SEC-002575,conductor_sag,low,2025-07-02,2025-08-31,planned,23.1,27.2
DEF-00002962,INS-0000839,AST--RW-POL-006573,leaning_pole,medium,2025-12-06,2026-03-10,deferred,38.9,42.0
DEF-00002963,INS-0001163,AST-TSV-POL-004338,insulator_damage,high,2025-03-26,2025-09-01,open,19.6,29.7
DEF-00002964,INS-0001336,AST-SEQ-POL-000354,lightning_damage,high,2025-06-04,2025-11-05,planned,24.5,32.5
DEF-00002965,INS-0003184,AST-SEQ-POL-001105,oil_leak,low,2025-03-27,2025-05-30,deferred,25.9,35.0
DEF-00002966,INS-0002820,AST--RW-POL-007300,insulator_damage,medium,2025-07-13,2025-10-06,open,30.7,43.7
DEF-00002967,INS-0000478,AST-CQI-POL-006086,vegetation_clearance,high,2025-08-08,2025-09-02,closed,38.2,24.5
DEF-00002968,INS-0003219,AST-MKY-POL-002361,oil_leak,low,2025-01-07,2025-06-27,deferred,39.3,43.7
DEF-00002969,INS-0002968,AST-CQI-POL-004967,conductor_sag,low,2026-03-19,2026-08-01,deferred,21.1,29.0
DEF-00002970,INS-0000299,AST-MKY-POL-003153,insulator_damage,high,2025-03-01,2025-06-16,planned,35.4,29.9
DEF-00002971,INS-0002292,AST-CQI-POL-005569,access_blocked,low,2025-09-30,2025-12-08,open,49.3,21.7
DEF-00002972,INS-0001187,AST-CQI-TRA-005482,leaning_pole,medium,2026-04-09,2026-06-04,deferred,24.4,25.4
DEF-00002973,INS-0002088,AST--RW-CON-007788,insulator_damage,high,2025-11-09,2026-02-19,planned,20.7,9.5
DEF-00002974,INS-0001248,AST-CQI-POL-005889,insulator_damage,medium,2026-05-06,2026-09-27,planned,27.6,22.7
DEF-00002975,INS-0000476,AST-MKY-REC-002969,flood_damage,medium,2025-11-01,2026-02-27,deferred,6.1,20.6
DEF-00002976,INS-0000776,AST--RW-POL-006938,leaning_pole,high,2025-08-20,2025-09-30,closed,34.4,8.9
DEF-00002977,INS-0001615,AST-CQI-POL-005044,conductor_sag,low,2024-12-27,2025-01-28,planned,47.0,17.8
DEF-00002978,INS-0000406,AST--RW-POL-007145,flood_damage,medium,2025-05-07,2025-08-24,planned,11.3,31.5
DEF-00002979,INS-0002378,AST-MKY-RIN-002323,oil_leak,medium,2025-05-14,2025-07-12,deferred,29.4,26.8
DEF-00002980,INS-0002084,AST-SEQ-POL-001302,termite_damage,high,2025-12-12,2026-03-16,deferred,42.5,24.1
DEF-00002981,INS-0003170,AST-MKY-POL-003129,access_blocked,medium,2025-07-04,2025-12-13,open,35.2,37.7
DEF-00002982,INS-0001565,AST-CQI-TRA-005968,lightning_damage,low,2025-07-17,2025-12-24,deferred,29.7,31.9
DEF-00002983,INS-0002292,AST-CQI-POL-005569,conductor_sag,low,2025-09-30,2026-01-20,deferred,46.5,27.4
DEF-00002984,INS-0001274,AST-SEQ-TRA-000978,termite_damage,high,2026-03-18,2026-09-06,open,35.7,19.5
DEF-00002985,INS-0001288,AST-TSV-POL-003364,crossarm_corrosion,low,2025-01-25,2025-04-04,deferred,32.5,22.3
DEF-00002986,INS-0002085,AST-SEQ-SWI-000928,oil_leak,low,2025-09-27,2025-10-23,deferred,42.5,38.7
DEF-00002987,INS-0003173,AST-TSV-POL-004294,conductor_sag,high,2025-05-12,2025-11-05,planned,29.0,18.6
DEF-00002988,INS-0003009,AST-SEQ-TRA-001372,flood_damage,medium,2025-01-19,2025-02-06,planned,27.4,15.7
DEF-00002989,INS-0000105,AST--RW-POL-007132,termite_damage,medium,2025-08-13,2025-12-10,deferred,55.3,33.7
DEF-00002990,INS-0001735,AST-CQI-TRA-005461,lightning_damage,high,2025-05-06,2025-10-24,closed,28.2,49.0
DEF-00002991,INS-0003466,AST-CQI-CON-005660,lightning_damage,high,2025-05-20,2025-09-21,deferred,33.0,48.4
DEF-00002992,INS-0000157,AST-SEQ-POL-000843,leaning_pole,low,2026-03-11,2026-04-19,open,41.6,20.1
DEF-00002993,INS-0002947,AST--RW-POL-007451,conductor_sag,high,2024-12-30,2025-05-07,open,46.2,42.1
DEF-00002994,INS-0001000,AST-SEQ-POL-002155,oil_leak,low,2026-05-10,2026-07-02,planned,40.5,44.6
DEF-00002995,INS-0002383,AST--RW-POL-006729,oil_leak,high,2026-04-08,2026-09-19,closed,20.1,44.8
DEF-00002996,INS-0002224,AST--RW-POL-007143,termite_damage,high,2026-03-21,2026-08-29,planned,25.9,46.8
DEF-00002997,INS-0003350,AST-SEQ-POL-001736,access_blocked,high,2026-03-07,2026-03-31,deferred,14.9,48.8
DEF-00002998,INS-0000833,AST--RW-CON-007124,crossarm_corrosion,low,2026-03-30,2026-06-19,deferred,42.8,24.7
DEF-00002999,INS-0000143,AST-SEQ-POL-001151,access_blocked,medium,2025-08-28,2025-12-07,deferred,17.8,27.5
DEF-00003000,INS-0000710,AST--RW-POL-007877,leaning_pole,low,2026-05-10,2026-09-09,closed,18.0,35.7
DEF-00003001,INS-0001350,AST-TSV-CON-003488,oil_leak,high,2025-12-28,2026-01-17,open,35.9,36.0
DEF-00003002,INS-0002437,AST-TSV-POL-003954,vegetation_clearance,low,2025-04-25,2025-05-17,open,25.9,23.1
DEF-00003003,INS-0002972,AST--RW-TRA-006774,flood_damage,medium,2025-04-17,2025-07-16,deferred,32.8,26.7
DEF-00003004,INS-0001768,AST-MKY-POL-002546,leaning_pole,low,2026-03-19,2026-09-07,open,15.3,26.3
DEF-00003005,INS-0002251,AST-SEQ-POL-000937,termite_damage,high,2025-04-26,2025-10-01,planned,23.9,25.7
DEF-00003006,INS-0003210,AST-MKY-POL-002395,vegetation_clearance,low,2025-07-14,2025-10-01,open,25.0,42.0
DEF-00003007,INS-0002404,AST-MKY-POL-002690,conductor_sag,low,2025-06-07,2025-11-29,deferred,35.1,44.3
DEF-00003008,INS-0000733,AST--RW-POL-006846,insulator_damage,medium,2025-05-31,2025-10-11,closed,29.3,43.5
DEF-00003009,INS-0001556,AST-SEQ-POL-002138,oil_leak,low,2025-12-29,2026-04-22,closed,56.1,14.8
DEF-00003010,INS-0000740,AST-TSV-POL-003990,vegetation_clearance,medium,2025-11-13,2025-12-23,planned,47.3,34.6
DEF-00003011,INS-0000274,AST-SEQ-POL-002067,conductor_sag,high,2024-12-04,2024-12-26,deferred,28.7,8.6
