critical_customer_id,feeder_id,region_id,site_name,site_type,lat,lon,backup_power_status,priority_score
CCX-000480,FDR-SEQ-0023,REG-SEQ,Emergency Services Site 480,emergency_services,-27.656380,153.110869,full,71.7
CCX-000481,FDR-SEQ-0032,REG-SEQ,Aged Care Site 481,aged_care,-27.108410,152.911934,partial,61.5
CCX-000482,FDR-SEQ-0007,REG-SEQ,Airport Site 482,airport,-26.621906,152.858287,unknown,84.6
CCX-000483,FDR-SEQ-0006,REG-SEQ,Aged Care Site 483,aged_care,-27.430936,152.962188,partial,93.5
CCX-000484,FDR-SEQ-0039,REG-SEQ,Industrial Site 484,industrial,-27.583071,152.814912,none,78.3
CCX-000485,FDR-SEQ-0034,REG-SEQ,Hospital Site 485,hospital,-27.998475,153.267163,none,80.4
CCX-000486,FDR-CQI-0090,REG-CQI,Telecom Site 486,telecom,-23.424431,150.453842,unknown,99
CCX-000487,FDR-CQI-0101,REG-CQI,Hospital Site 487,hospital,-23.886722,151.206020,partial,55.4
CCX-000488,FDR-SEQ-0032,REG-SEQ,Emergency Services Site 488,emergency_services,-28.056599,153.317403,none,73.6
CCX-000489,FDR-SEQ-0019,REG-SEQ,Emergency Services Site 489,emergency_services,-27.662125,153.066030,unknown,79.1
CCX-000490,FDR-SEQ-0032,REG-SEQ,Hospital Site 490,hospital,-27.660271,152.713615,partial,87.5
CCX-000491,FDR-MKY-0044,REG-MKY,Water Pumping Site 491,water_pumping,-20.353505,148.498753,full,60.9
CCX-000492,FDR-SEQ-0037,REG-SEQ,Airport Site 492,airport,-27.965614,153.230093,none,69.7
CCX-000493,FDR-SEQ-0022,REG-SEQ,Water Pumping Site 493,water_pumping,-26.621585,152.969864,full,94.4
CCX-000494,FDR-TSV-0082,REG-TSV,Hospital Site 494,hospital,-18.707448,146.137379,full,61.3
CCX-000495,FDR-SEQ-0001,REG-SEQ,Aged Care Site 495,aged_care,-27.140444,152.916879,unknown,90.0
CCX-000496,FDR-SEQ-0005,REG-SEQ,Industrial Site 496,industrial,-27.980980,153.258746,unknown,55.1
CCX-000497,FDR-SEQ-0016,REG-SEQ,Industrial Site 497,industrial,-27.524460,153.031606,full,99
CCX-000498,FDR-SEQ-0015,REG-SEQ,Aged Care Site 498,aged_care,-27.616994,153.093440,full,81.9
CCX-000499,FDR-SEQ-0017,REG-SEQ,Industrial Site 499,industrial,-26.683958,152.885395,none,67.5
CCX-000500,FDR-SEQ-0022,REG-SEQ,Airport Site 500,airport,-27.528518,152.977423,full,76.8
CCX-000501,FDR-CQI-0090,REG-CQI,Water Pumping Site 501,water_pumping,-23.564942,148.182464,full,62.0
CCX-000502,FDR-SEQ-0033,REG-SEQ,Airport Site 502,airport,-27.087394,152.833385,unknown,65.5
CCX-000503,FDR-SEQ-0015,REG-SEQ,Aged Care Site 503,aged_care,-26.569690,152.935378,none,81.1
CCX-000504,FDR-CQI-0095,REG-CQI,Telecom Site 504,telecom,-23.897764,151.205163,unknown,46.2
CCX-000505,FDR-SEQ-0015,REG-SEQ,School Site 505,school,-27.686022,153.116068,none,68.1
CCX-000506,FDR-TSV-0085,REG-TSV,Aged Care Site 506,aged_care,-16.882053,145.634503,unknown,69.1
CCX-000507,FDR-SEQ-0005,REG-SEQ,Industrial Site 507,industrial,-27.652034,153.061500,partial,72.5
CCX-000508,FDR-CQI-0097,REG-CQI,Aged Care Site 508,aged_care,-23.390661,150.378520,partial,48.5
CCX-000509,FDR-SEQ-0040,REG-SEQ,Emergency Services Site 509,emergency_services,-27.651692,152.739383,none,73.5
CCX-000510,FDR-SEQ-0020,REG-SEQ,Aged Care Site 510,aged_care,-27.612580,152.755769,full,45.7
CCX-000511,FDR-SEQ-0039,REG-SEQ,Industrial Site 511,industrial,-27.595965,152.748267,full,53.5
CCX-000512,FDR-SEQ-0033,REG-SEQ,School Site 512,school,-28.027657,153.261331,unknown,73.0
CCX-000513,FDR-SEQ-0007,REG-SEQ,Telecom Site 513,telecom,-27.584333,152.793148,none,76.6
CCX-000514,FDR-SEQ-0033,REG-SEQ,Emergency Services Site 514,emergency_services,-28.031352,153.282602,none,94.3
CCX-000515,FDR-MKY-0061,REG-MKY,Hospital Site 515,hospital,-20.362467,148.498261,unknown,82.0
CCX-000516,FDR-SEQ-0007,REG-SEQ,Industrial Site 516,industrial,-27.445070,152.955899,none,63.9
CCX-000517,FDR-SEQ-0022,REG-SEQ,Emergency Services Site 517,emergency_services,-27.970710,153.319550,partial,74.1
CCX-000518,FDR-SEQ-0021,REG-SEQ,Telecom Site 518,telecom,-27.603291,152.761511,partial,81.5
CCX-000519,FDR-SEQ-0001,REG-SEQ,Water Pumping Site 519,water_pumping,-27.132175,152.965211,full,60.7
CCX-000520,FDR-SEQ-0016,REG-SEQ,School Site 520,school,-27.686857,153.045941,partial,74.8
CCX-000521,FDR-MKY-0061,REG-MKY,Aged Care Site 521,aged_care,-19.971475,148.145878,none,62.4
CCX-000522,FDR-SEQ-0022,REG-SEQ,Airport Site 522,airport,-27.645691,152.777420,partial,99
CCX-000523,FDR-MKY-0048,REG-MKY,Hospital Site 523,hospital,-21.085467,149.097924,partial,86.9
CCX-000524,FDR--RW-0109,REG-RW,Aged Care Site 524,aged_care,-23.459911,144.279144,none,57.8
CCX-000525,FDR-SEQ-0018,REG-SEQ,Telecom Site 525,telecom,-28.051808,153.251622,unknown,56.6
CCX-000526,FDR-SEQ-0024,REG-SEQ,Industrial Site 526,industrial,-27.113882,152.931292,full,90.4
CCX-000527,FDR-SEQ-0026,REG-SEQ,Airport Site 527,airport,-26.623776,152.897247,partial,84.3
CCX-000528,FDR-SEQ-0019,REG-SEQ,Aged Care Site 528,aged_care,-27.046831,152.924832,partial,59.9
CCX-000529,FDR-SEQ-0004,REG-SEQ,Emergency Services Site 529,emergency_services,-27.459073,152.979509,partial,61.4
CCX-000530,FDR-SEQ-0041,REG-SEQ,School Site 530,school,-28.058984,153.268326,partial,56.5
CCX-000531,FDR-TSV-0083,REG-TSV,Aged Care Site 531,aged_care,-19.265369,146.709537,unknown,99
CCX-000532,FDR-SEQ-0022,REG-SEQ,Aged Care Site 532,aged_care,-27.127701,152.927307,none,66.0
CCX-000533,FDR-TSV-0086,REG-TSV,Hospital Site 533,hospital,-18.693262,146.089307,unknown,53.5
CCX-000534,FDR-SEQ-0004,REG-SEQ,Emergency Services Site 534,emergency_services,-27.685822,153.031159,full,45.8
CCX-000535,FDR-MKY-0056,REG-MKY,Aged Care Site 535,aged_care,-20.050523,148.211707,unknown,57.3
CCX-000536,FDR-SEQ-0022,REG-SEQ,Telecom Site 536,telecom,-27.601676,152.749068,unknown,51.6
CCX-000537,FDR-MKY-0061,REG-MKY,Emergency Services Site 537,emergency_services,-20.365565,148.474015,partial,73.6
CCX-000538,FDR-CQI-0093,REG-CQI,Emergency Services Site 538,emergency_services,-23.871533,151.196201,full,88.0
CCX-000539,FDR-SEQ-0021,REG-SEQ,Aged Care Site 539,aged_care,-27.672540,152.746425,full,70.4
CCX-000540,FDR-SEQ-0041,REG-SEQ,Telecom Site 540,telecom,-28.034555,153.259424,partial,83.7
CCX-000541,FDR-SEQ-0022,REG-SEQ,Airport Site 541,airport,-27.630671,152.797947,none,69.4
CCX-000542,FDR-TSV-0078,REG-TSV,Industrial Site 542,industrial,-17.528841,145.977066,unknown,67.4
CCX-000543,FDR-SEQ-0007,REG-SEQ,Industrial Site 543,industrial,-27.446018,152.979424,none,63.3
CCX-000544,FDR-MKY-0060,REG-MKY,Water Pumping Site 544,water_pumping,-20.359237,148.467998,partial,31.4
CCX-000545,FDR-SEQ-0007,REG-SEQ,Aged Care Site 545,aged_care,-27.999477,153.259035,none,83.4
CCX-000546,FDR-SEQ-0024,REG-SEQ,Telecom Site 546,telecom,-27.089249,152.853192,none,56.6
CCX-000547,FDR-SEQ-0033,REG-SEQ,Emergency Services Site 547,emergency_services,-27.623171,152.710665,unknown,61.0
CCX-000548,FDR-CQI-0094,REG-CQI,Airport Site 548,airport,-23.335403,150.404314,full,72.2
CCX-000549,FDR-SEQ-0020,REG-SEQ,Hospital Site 549,hospital,-27.468317,152.966932,unknown,54.2
CCX-000550,FDR-SEQ-0010,REG-SEQ,Hospital Site 550,hospital,-26.648793,152.924099,partial,70.0
CCX-000551,FDR-MKY-0046,REG-MKY,Airport Site 551,airport,-20.354429,148.485538,partial,60.9
CCX-000552,FDR-TSV-0076,REG-TSV,Industrial Site 552,industrial,-18.619682,146.061395,unknown,87.3
CCX-000553,FDR-SEQ-0035,REG-SEQ,Emergency Services Site 553,emergency_services,-27.585637,152.736483,full,75.8
CCX-000554,FDR-SEQ-0007,REG-SEQ,Aged Care Site 554,aged_care,-27.670035,152.736840,full,55.4
CCX-000555,FDR-SEQ-0010,REG-SEQ,School Site 555,school,-28.053094,153.250181,full,73.5
CCX-000556,FDR-SEQ-0007,REG-SEQ,Hospital Site 556,hospital,-28.048390,153.224718,full,84.9
CCX-000557,FDR-SEQ-0038,REG-SEQ,Emergency Services Site 557,emergency_services,-27.134445,152.988099,unknown,65.3
CCX-000558,FDR-SEQ-0007,REG-SEQ,Aged Care Site 558,aged_care,-27.972312,153.250514,unknown,92.2
CCX-000559,FDR-SEQ-0012,REG-SEQ,Emergency Services Site 559,emergency_services,-27.985749,153.242124,unknown,60.7
CCX-000560,FDR-CQI-0108,REG-CQI,Airport Site 560,airport,-23.861904,151.120570,unknown,46.3
CCX-000561,FDR-SEQ-0038,REG-SEQ,School Site 561,school,-27.603546,153.024630,unknown,55.3
CCX-000562,FDR-SEQ-0033,REG-SEQ,Airport Site 562,airport,-27.453946,152.951667,unknown,45.0
CCX-000563,FDR-SEQ-0011,REG-SEQ,School Site 563,school,-26.576445,152.921630,none,84.1
CCX-000564,FDR-MKY-0056,REG-MKY,Aged Care Site 564,aged_care,-19.991608,148.138931,unknown,87.6
CCX-000565,FDR--RW-0112,REG-RW,Airport Site 565,airport,-20.747668,139.471820,partial,88.6
CCX-000566,FDR-SEQ-0040,REG-SEQ,Emergency Services Site 566,emergency_services,-26.671103,152.911291,unknown,66.3
CCX-000567,FDR-SEQ-0021,REG-SEQ,School Site 567,school,-27.672891,152.806084,unknown,75.9
CCX-000568,FDR-SEQ-0004,REG-SEQ,Airport Site 568,airport,-26.655233,152.917829,partial,91.8
CCX-000569,FDR-SEQ-0023,REG-SEQ,Emergency Services Site 569,emergency_services,-26.604671,152.880529,unknown,74.5
CCX-000570,FDR-SEQ-0027,REG-SEQ,Emergency Services Site 570,emergency_services,-28.036570,153.326593,full,77.4
CCX-000571,FDR-CQI-0105,REG-CQI,Airport Site 571,airport,-23.354387,150.431149,none,74.7
CCX-000572,FDR-SEQ-0033,REG-SEQ,Hospital Site 572,hospital,-27.659408,152.715039,none,64.9
CCX-000573,FDR-SEQ-0041,REG-SEQ,Emergency Services Site 573,emergency_services,-27.594729,153.085218,none,64.2
CCX-000574,FDR-SEQ-0026,REG-SEQ,Water Pumping Site 574,water_pumping,-26.614270,152.886245,partial,69.6
CCX-000575,FDR-SEQ-0034,REG-SEQ,Emergency Services Site 575,emergency_services,-26.646347,152.932088,partial,63.3
CCX-000576,FDR-MKY-0061,REG-MKY,Water Pumping Site 576,water_pumping,-19.969562,148.150397,full,82.5
CCX-000577,FDR-SEQ-0007,REG-SEQ,School Site 577,school,-26.632442,152.978664,partial,64.6
CCX-000578,FDR-TSV-0066,REG-TSV,Emergency Services Site 578,emergency_services,-17.509443,145.923308,full,52.0
CCX-000579,FDR-SEQ-0041,REG-SEQ,Water Pumping Site 579,water_pumping,-26.681864,152.931567,none,71.0
CCX-000580,FDR-SEQ-0012,REG-SEQ,Airport Site 580,airport,-27.418972,153.010802,none,68.3
CCX-000581,FDR-TSV-0078,REG-TSV,Airport Site 581,airport,-16.939581,145.731825,none,66.0
CCX-000582,FDR-SEQ-0018,REG-SEQ,Water Pumping Site 582,water_pumping,-27.597187,152.794240,unknown,65.6
CCX-000583,FDR-SEQ-0027,REG-SEQ,Emergency Services Site 583,emergency_services,-27.421019,152.958667,none,93.4
CCX-000584,FDR-SEQ-0020,REG-SEQ,Industrial Site 584,industrial,-27.134695,152.834540,unknown,91.9
CCX-000585,FDR-TSV-0078,REG-TSV,Telecom Site 585,telecom,-17.564238,145.938121,none,77.9
CCX-000586,FDR-SEQ-0020,REG-SEQ,Industrial Site 586,industrial,-27.588236,153.033636,partial,81.4
CCX-000587,FDR-SEQ-0022,REG-SEQ,Airport Site 587,airport,-27.645097,153.066436,none,48.6
CCX-000588,FDR-SEQ-0007,REG-SEQ,Hospital Site 588,hospital,-27.583907,153.090508,unknown,72.6
CCX-000589,FDR-SEQ-0027,REG-SEQ,Water Pumping Site 589,water_pumping,-27.509463,153.042942,none,68.9
CCX-000590,FDR-SEQ-0031,REG-SEQ,Hospital Site 590,hospital,-27.512696,152.991775,partial,57.7
CCX-000591,FDR-SEQ-0009,REG-SEQ,Water Pumping Site 591,water_pumping,-27.647867,153.019225,full,74.4
CCX-000592,FDR-SEQ-0039,REG-SEQ,Airport Site 592,airport,-27.637721,152.754647,none,86.6
CCX-000593,FDR-SEQ-0012,REG-SEQ,Emergency Services Site 593,emergency_services,-26.661723,152.960589,none,97.8
CCX-000594,FDR-SEQ-0033,REG-SEQ,Aged Care Site 594,aged_care,-27.675566,153.123850,none,64.7
CCX-000595,FDR-SEQ-0038,REG-SEQ,School Site 595,school,-27.634374,152.711098,partial,73.6
CCX-000596,FDR-SEQ-0005,REG-SEQ,Hospital Site 596,hospital,-26.638482,152.896661,unknown,87.1
CCX-000597,FDR-SEQ-0021,REG-SEQ,Emergency Services Site 597,emergency_services,-27.484058,152.961235,none,48.7
CCX-000598,FDR-SEQ-0034,REG-SEQ,Emergency Services Site 598,emergency_services,-27.603143,152.761424,unknown,81.1
CCX-000599,FDR-SEQ-0034,REG-SEQ,Water Pumping Site 599,water_pumping,-27.623704,152.761172,none,64.6
CCX-000600,FDR--RW-0121,REG-RW,Aged Care Site 600,aged_care,-22.338801,143.004903,unknown,80.8
