asset_id,feeder_id,substation_id,region_id,asset_type,asset_name,lat,lon,install_year,manufacturer,material,voltage_kv,status,criticality_score,access_difficulty_score,coastal_corrosion_score,flood_exposure_score,cyclone_exposure_score,bushfire_exposure_score
AST-MKY-POL-002960,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002961,-20.213895,148.822603,1991,Hardwood Co.,hardwood,22.0,in_service,82.1,24.5,51.2,33.7,100,24.4
AST-MKY-POL-002961,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002962,-20.282227,148.841552,2011,CompositePoleCo,concrete,11.0,in_service,96.2,67.4,84.8,56.1,92.5,31.6
AST-MKY-POL-002962,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002963,-20.236356,148.739164,1995,ConcreteWorks,steel,11.0,in_service,69.6,39.1,74.7,50.5,100,13.4
AST-MKY-TRA-002963,FDR-MKY-0058,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Airlie Beach 002964,-20.424166,148.57093,1966,Wilson Transformer,dry_type,66.0,in_service,63.7,49.8,71.3,27.0,90.4,3.2
AST-MKY-POL-002964,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002965,-20.303785,148.788346,2012,Hardwood Co.,hardwood,33.0,in_service,92.6,52.2,85.4,52.6,84.9,10.6
AST-MKY-POL-002965,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002966,-20.301117,148.755359,2006,SteelPoleAU,composite,11.0,planned_replacement,76.8,47.7,81.1,33.2,83.5,6.3
AST-MKY-CON-002966,FDR-MKY-0058,SS-MKY-0008,REG-MKY,conductor_span,CONDUCTOR_SPAN Airlie Beach 002967,-20.17762,148.734323,2005,Olex,acsr,33.0,in_service,63.8,27.3,77.1,60.5,100,12.8
AST-MKY-POL-002967,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002968,-20.394255,148.766975,2005,ConcreteWorks,concrete,11.0,in_service,80.3,68.6,65.4,48.3,100,16.8
AST-MKY-POL-002968,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002969,-20.393239,148.573462,1973,CompositePoleCo,hardwood,11.0,in_service,94.2,79.8,79.3,37.3,100,7.8
AST-MKY-REC-002969,FDR-MKY-0058,SS-MKY-0008,REG-MKY,recloser,RECLOSER Airlie Beach 002970,-20.28817,148.706156,1984,NOJA Power,sf6,22.0,planned_replacement,100,68.9,73.9,30.2,81.2,0
AST-MKY-POL-002970,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002971,-20.288784,148.826359,1968,SteelPoleAU,steel,22.0,in_service,74.9,40.4,77.8,37.0,100,3.5
AST-MKY-TRA-002971,FDR-MKY-0058,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Airlie Beach 002972,-20.125022,148.684997,1973,Schneider,dry_type,66.0,in_service,82.5,53.1,100,56.6,81.6,0
AST-MKY-POL-002972,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002973,-20.181748,148.694627,1993,ConcreteWorks,composite,22.0,in_service,86.2,47.0,89.1,57.5,79.3,5.0
AST-MKY-POL-002973,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002974,-20.239028,148.846685,1993,SteelPoleAU,steel,22.0,in_service,54.7,38.4,76.7,57.7,97.9,0.3
AST-MKY-TRA-002974,FDR-MKY-0058,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Airlie Beach 002975,-20.405895,148.677345,1988,Wilson Transformer,dry_type,66.0,decommissioned,72.4,39.6,76.3,33.6,100,49.6
AST-MKY-SEC-002975,FDR-MKY-0058,SS-MKY-0008,REG-MKY,sectionaliser,SECTIONALISER Airlie Beach 002976,-20.228126,148.571574,1978,S&C,air,22.0,in_service,79.1,64.4,83.4,38.7,100,0
AST-MKY-SWI-002976,FDR-MKY-0058,SS-MKY-0008,REG-MKY,switch,SWITCH Airlie Beach 002977,-20.196267,148.589594,1994,NOJA Power,vacuum,11.0,in_service,78.4,50.9,93.8,55.2,100,12.5
AST-MKY-POL-002977,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002978,-20.239901,148.773516,1997,ConcreteWorks,hardwood,11.0,in_service,96.8,47.5,79.7,64.3,69.5,40.4
AST-MKY-SEC-002978,FDR-MKY-0058,SS-MKY-0008,REG-MKY,sectionaliser,SECTIONALISER Airlie Beach 002979,-20.236912,148.708733,1994,S&C,air,22.0,in_service,74.1,24.9,100,54.4,100,26.4
AST-MKY-POL-002979,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002980,-20.265928,148.769892,2019,CompositePoleCo,concrete,11.0,in_service,80.7,61.8,66.2,34.6,84.6,0.9
AST-MKY-TRA-002980,FDR-MKY-0058,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Airlie Beach 002981,-20.384316,148.787562,2007,Siemens,dry_type,66.0,in_service,78.7,35.1,76.9,32.9,100,13.7
AST-MKY-POL-002981,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002982,-20.138918,148.693232,1969,CompositePoleCo,hardwood,11.0,planned_replacement,100,45.2,90.8,69.4,82.3,4.9
AST-MKY-TRA-002982,FDR-MKY-0058,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Airlie Beach 002983,-20.227764,148.702597,2000,ABB,dry_type,22.0,in_service,70.6,66.1,77.4,34.1,100,16.3
AST-MKY-POL-002983,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002984,-20.398667,148.787752,2009,ConcreteWorks,composite,33.0,in_service,86.9,41.0,94.9,60.9,100,0
AST-MKY-POL-002984,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002985,-20.322673,148.567843,1997,ConcreteWorks,steel,22.0,in_service,89.6,43.7,79.1,48.0,100,12.2
AST-MKY-POL-002985,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002986,-20.108813,148.776673,2015,Hardwood Co.,steel,22.0,in_service,82.2,52.8,100,54.5,94.1,8.9
AST-MKY-POL-002986,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002987,-20.237604,148.674258,2016,CompositePoleCo,composite,22.0,in_service,57.0,24.3,99.8,39.9,98.3,0
AST-MKY-POL-002987,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002988,-20.286994,148.563328,1986,Hardwood Co.,composite,22.0,under_monitoring,85.3,36.5,75.3,41.7,97.5,13.8
AST-MKY-TRA-002988,FDR-MKY-0058,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Airlie Beach 002989,-20.319479,148.808744,1985,ABB,dry_type,22.0,in_service,69.2,58.8,87.0,53.5,99.3,21.7
AST-MKY-SEC-002989,FDR-MKY-0058,SS-MKY-0008,REG-MKY,sectionaliser,SECTIONALISER Airlie Beach 002990,-20.190986,148.79401,1999,NOJA Power,vacuum,22.0,in_service,60.9,66.4,97.3,32.1,100,7.5
AST-MKY-POL-002990,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002991,-20.144171,148.858816,1976,CompositePoleCo,steel,11.0,in_service,70.1,48.0,85.6,49.0,100,23.7
AST-MKY-POL-002991,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002992,-20.348093,148.721193,1993,ConcreteWorks,steel,33.0,in_service,99.6,39.0,85.2,23.7,100,16.8
AST-MKY-CON-002992,FDR-MKY-0058,SS-MKY-0008,REG-MKY,conductor_span,CONDUCTOR_SPAN Airlie Beach 002993,-20.336394,148.651419,2018,Olex,aluminium,22.0,in_service,52.0,58.8,88.1,33.5,92.1,29.8
AST-MKY-POL-002993,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002994,-20.113513,148.772429,2013,CompositePoleCo,hardwood,11.0,in_service,86.5,47.3,73.5,59.4,100,14.8
AST-MKY-POL-002994,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002995,-20.350393,148.71548,1969,Hardwood Co.,concrete,33.0,in_service,92.4,43.3,82.3,53.7,100,41.5
AST-MKY-SWI-002995,FDR-MKY-0058,SS-MKY-0008,REG-MKY,switch,SWITCH Airlie Beach 002996,-20.348014,148.668748,1993,NOJA Power,sf6,11.0,in_service,100,54.7,94.7,52.5,100,19.6
AST-MKY-POL-002996,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 002997,-20.296974,148.582854,1997,CompositePoleCo,composite,22.0,under_monitoring,87.8,64.1,72.5,53.1,90.3,1.7
AST-MKY-REC-002997,FDR-MKY-0058,SS-MKY-0008,REG-MKY,recloser,RECLOSER Airlie Beach 002998,-20.221868,148.665658,1989,S&C,vacuum,22.0,planned_replacement,80.9,52.1,89.7,30.3,100,6.0
AST-MKY-REC-002998,FDR-MKY-0058,SS-MKY-0008,REG-MKY,recloser,RECLOSER Airlie Beach 002999,-20.129128,148.678288,1977,G&W Electric,vacuum,11.0,in_service,87.9,39.5,100,24.1,100,0.0
AST-MKY-POL-002999,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 003000,-20.339735,148.850815,2021,CompositePoleCo,composite,33.0,in_service,72.8,51.3,64.3,31.5,87.9,17.4
AST-MKY-SWI-003000,FDR-MKY-0058,SS-MKY-0008,REG-MKY,switch,SWITCH Airlie Beach 003001,-20.28286,148.67304,1970,NOJA Power,air,22.0,in_service,75.7,51.7,85.3,53.7,100,12.6
AST-MKY-SWI-003001,FDR-MKY-0058,SS-MKY-0008,REG-MKY,switch,SWITCH Airlie Beach 003002,-20.169737,148.795228,1981,NOJA Power,air,22.0,under_monitoring,56.1,54.3,88.0,49.4,100,0
AST-MKY-POL-003002,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 003003,-20.350499,148.583139,2019,CompositePoleCo,hardwood,11.0,in_service,100,44.7,94.5,37.9,100,27.8
AST-MKY-POL-003003,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 003004,-20.270876,148.845654,2001,SteelPoleAU,concrete,11.0,in_service,63.3,64.0,100,60.9,93.3,15.1
AST-MKY-RIN-003004,FDR-MKY-0058,SS-MKY-0008,REG-MKY,ring_main_unit,RING_MAIN_UNIT Airlie Beach 003005,-20.208735,148.645388,2007,Siemens,sf6,11.0,in_service,90.7,70.3,93.4,49.7,100,20.2
AST-MKY-POL-003005,FDR-MKY-0058,SS-MKY-0008,REG-MKY,pole,POLE Airlie Beach 003006,-20.123011,148.573372,1975,Hardwood Co.,steel,22.0,in_service,62.1,38.4,76.5,46.6,73.8,0
AST-MKY-CON-003006,FDR-MKY-0058,SS-MKY-0008,REG-MKY,conductor_span,CONDUCTOR_SPAN Airlie Beach 003007,-20.317173,148.727504,1968,Prysmian,aluminium,22.0,in_service,99.7,43.1,99.2,39.9,80.1,37.8
AST-MKY-POL-003007,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003008,-21.072566,149.203595,2013,Hardwood Co.,composite,22.0,in_service,61.0,12.6,39.5,38.7,35.0,0
AST-MKY-POL-003008,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003009,-21.044474,149.251326,1973,SteelPoleAU,hardwood,22.0,in_service,48.1,24.5,49.7,32.5,31.0,1.2
AST-MKY-POL-003009,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003010,-21.123215,149.171664,1974,CompositePoleCo,concrete,22.0,in_service,70.8,47.1,64.3,36.0,41.5,14.1
AST-MKY-POL-003010,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003011,-21.108007,149.056156,2014,Hardwood Co.,hardwood,11.0,in_service,42.6,38.0,47.6,1.3,42.1,25.9
AST-MKY-TRA-003011,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003012,-21.142155,149.291067,1981,Schneider,dry_type,11.0,in_service,47.7,39.5,46.4,0,45.5,17.6
AST-MKY-POL-003012,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003013,-21.203966,149.06559,1966,ConcreteWorks,hardwood,33.0,in_service,46.4,23.5,75.6,23.2,31.5,0
AST-MKY-POL-003013,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003014,-21.253536,149.311834,1999,CompositePoleCo,hardwood,33.0,in_service,27.4,37.7,50.5,30.9,42.4,0
AST-MKY-CON-003014,FDR-MKY-0059,SS-MKY-0008,REG-MKY,conductor_span,CONDUCTOR_SPAN Mackay 003015,-21.20599,149.037496,1965,Olex,acsr,11.0,in_service,44.9,27.4,58.3,36.8,59.3,20.0
AST-MKY-POL-003015,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003016,-21.031343,149.263606,1963,SteelPoleAU,concrete,11.0,in_service,84.9,32.5,32.8,47.6,41.7,36.8
AST-MKY-RIN-003016,FDR-MKY-0059,SS-MKY-0008,REG-MKY,ring_main_unit,RING_MAIN_UNIT Mackay 003017,-21.142095,149.299364,2009,Schneider,air,11.0,in_service,46.4,24.0,49.6,29.3,43.9,20.2
AST-MKY-RIN-003017,FDR-MKY-0059,SS-MKY-0008,REG-MKY,ring_main_unit,RING_MAIN_UNIT Mackay 003018,-21.254776,149.236755,2014,ABB,sf6,22.0,in_service,47.4,11.7,70.2,15.7,46.5,35.1
AST-MKY-POL-003018,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003019,-21.088302,149.080647,2005,ConcreteWorks,composite,22.0,in_service,44.5,32.2,67.3,24.5,27.5,36.7
AST-MKY-POL-003019,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003020,-21.18311,149.309777,1989,CompositePoleCo,hardwood,11.0,in_service,72.4,16.0,53.4,23.6,32.5,19.1
AST-MKY-POL-003020,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003021,-21.029281,149.262042,1989,SteelPoleAU,steel,22.0,in_service,20.4,27.8,59.1,35.2,35.5,0
AST-MKY-TRA-003021,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003022,-21.073558,149.083942,2010,Wilson Transformer,oil_filled,11.0,in_service,47.5,28.9,67.2,30.1,6.8,29.0
AST-MKY-POL-003022,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003023,-21.082687,149.089627,2015,Hardwood Co.,steel,33.0,in_service,41.7,37.2,63.9,4.6,17.8,0
AST-MKY-POL-003023,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003024,-21.010668,149.060749,2000,ConcreteWorks,composite,33.0,in_service,41.1,34.6,47.9,2.3,35.3,2.2
AST-MKY-REC-003024,FDR-MKY-0059,SS-MKY-0008,REG-MKY,recloser,RECLOSER Mackay 003025,-21.135351,149.290675,2001,S&C,sf6,22.0,in_service,40.2,29.3,73.9,29.2,41.0,29.6
AST-MKY-POL-003025,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003026,-21.060706,149.170179,1978,CompositePoleCo,steel,22.0,under_monitoring,37.3,0,27.3,15.6,32.6,13.3
AST-MKY-SWI-003026,FDR-MKY-0059,SS-MKY-0008,REG-MKY,switch,SWITCH Mackay 003027,-21.246026,149.179006,1975,Schneider,vacuum,22.0,in_service,35.6,0,40.2,31.1,68.9,8.8
AST-MKY-TRA-003027,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003028,-21.061502,149.103116,2020,Siemens,dry_type,33.0,in_service,28.1,27.1,49.4,18.4,22.8,9.2
AST-MKY-POL-003028,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003029,-21.04895,149.158952,2016,ConcreteWorks,concrete,11.0,in_service,32.1,36.5,69.0,34.6,22.7,5.3
AST-MKY-TRA-003029,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003030,-21.238911,149.053891,2023,Schneider,dry_type,66.0,in_service,43.0,29.9,51.8,0,37.2,16.3
AST-MKY-TRA-003030,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003031,-21.047854,149.115831,1966,Wilson Transformer,dry_type,0.4,in_service,50.5,36.5,68.1,20.8,18.1,14.9
AST-MKY-POL-003031,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003032,-21.078176,149.270306,1986,ConcreteWorks,concrete,11.0,planned_replacement,45.2,10.1,44.0,0,39.5,17.8
AST-MKY-POL-003032,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003033,-21.266554,149.113006,1993,SteelPoleAU,hardwood,33.0,in_service,35.4,31.1,58.4,8.8,24.9,7.4
AST-MKY-POL-003033,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003034,-21.145994,149.159278,1990,ConcreteWorks,composite,11.0,in_service,62.4,12.9,53.0,26.2,59.6,8.7
AST-MKY-POL-003034,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003035,-21.183168,149.240418,1994,ConcreteWorks,concrete,11.0,in_service,39.7,14.5,51.8,11.6,51.7,0
AST-MKY-POL-003035,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003036,-21.29605,149.077423,1965,Hardwood Co.,hardwood,22.0,planned_replacement,54.0,28.8,63.3,42.4,46.8,24.8
AST-MKY-POL-003036,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003037,-21.061995,149.30786,1964,Hardwood Co.,hardwood,33.0,in_service,39.5,2.9,68.1,12.6,17.4,2.5
AST-MKY-POL-003037,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003038,-21.037998,149.065093,2015,Hardwood Co.,hardwood,22.0,in_service,50.6,21.3,44.7,21.3,48.6,0
AST-MKY-POL-003038,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003039,-21.140871,149.150714,1978,CompositePoleCo,concrete,22.0,in_service,64.8,27.5,41.8,28.2,66.3,23.5
AST-MKY-SWI-003039,FDR-MKY-0059,SS-MKY-0008,REG-MKY,switch,SWITCH Mackay 003040,-20.996696,149.249878,1982,NOJA Power,vacuum,22.0,in_service,27.6,31.0,56.2,21.2,34.3,0
AST-MKY-POL-003040,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003041,-21.106525,149.331944,2006,CompositePoleCo,steel,22.0,in_service,36.0,6.8,77.8,25.4,29.9,47.9
AST-MKY-POL-003041,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003042,-21.142012,149.185299,2002,CompositePoleCo,composite,22.0,in_service,46.6,21.8,64.1,40.1,40.3,13.4
AST-MKY-POL-003042,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003043,-21.040197,149.274591,1988,SteelPoleAU,steel,33.0,in_service,40.0,28.6,37.3,27.8,46.6,6.7
AST-MKY-CON-003043,FDR-MKY-0059,SS-MKY-0008,REG-MKY,conductor_span,CONDUCTOR_SPAN Mackay 003044,-21.288265,149.210363,2001,Nexans,acsr,33.0,in_service,46.7,10.2,38.4,34.1,14.7,20.9
AST-MKY-REC-003044,FDR-MKY-0059,SS-MKY-0008,REG-MKY,recloser,RECLOSER Mackay 003045,-21.285081,149.276501,2016,S&C,sf6,22.0,in_service,35.4,40.1,8.8,26.8,25.6,59.1
AST-MKY-POL-003045,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003046,-21.152988,149.253243,2020,CompositePoleCo,steel,22.0,in_service,34.5,37.5,64.8,39.4,52.4,3.5
AST-MKY-REC-003046,FDR-MKY-0059,SS-MKY-0008,REG-MKY,recloser,RECLOSER Mackay 003047,-21.007475,149.271803,2011,NOJA Power,sf6,22.0,in_service,41.2,36.9,57.2,2.5,29.0,18.0
AST-MKY-POL-003047,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003048,-21.191732,149.116309,2024,CompositePoleCo,steel,22.0,in_service,23.5,10.7,76.6,35.6,43.3,13.1
AST-MKY-SEC-003048,FDR-MKY-0059,SS-MKY-0008,REG-MKY,sectionaliser,SECTIONALISER Mackay 003049,-20.993232,149.097696,1984,NOJA Power,vacuum,22.0,in_service,43.2,6.7,60.9,23.5,61.6,6.4
AST-MKY-SWI-003049,FDR-MKY-0059,SS-MKY-0008,REG-MKY,switch,SWITCH Mackay 003050,-21.045074,149.269793,2023,ABB,air,33.0,in_service,65.1,41.6,43.3,14.5,46.5,7.9
AST-MKY-POL-003050,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003051,-21.275268,149.220554,2013,SteelPoleAU,steel,11.0,in_service,65.1,28.8,65.9,12.7,38.2,12.7
AST-MKY-POL-003051,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003052,-21.276536,149.106457,1986,ConcreteWorks,concrete,33.0,in_service,62.8,13.3,46.4,42.5,53.3,24.0
AST-MKY-POL-003052,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003053,-21.183562,149.167148,1990,Hardwood Co.,composite,33.0,in_service,42.2,5.8,47.9,1.6,40.4,5.4
AST-MKY-POL-003053,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003054,-21.229482,149.042037,1999,CompositePoleCo,composite,33.0,in_service,31.2,23.2,39.3,27.5,40.0,0
AST-MKY-POL-003054,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003055,-21.03034,149.320582,1995,SteelPoleAU,concrete,33.0,in_service,36.7,43.5,66.6,6.6,31.3,17.5
AST-MKY-POL-003055,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003056,-21.212324,149.113519,1994,Hardwood Co.,steel,33.0,in_service,37.6,23.3,57.9,23.7,37.9,1.1
AST-MKY-POL-003056,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003057,-21.039569,149.256605,1980,ConcreteWorks,concrete,11.0,in_service,52.1,26.1,52.5,21.4,18.0,12.9
AST-MKY-POL-003057,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003058,-21.221682,149.276031,1980,CompositePoleCo,steel,33.0,in_service,19.2,41.0,41.4,52.6,51.1,24.9
AST-MKY-POL-003058,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003059,-21.011044,149.120214,1997,ConcreteWorks,concrete,33.0,in_service,42.2,14.6,42.4,34.7,35.5,0
AST-MKY-POL-003059,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003060,-21.182743,149.206415,1990,CompositePoleCo,composite,22.0,in_service,27.3,30.4,50.8,22.0,27.6,30.4
AST-MKY-REC-003060,FDR-MKY-0059,SS-MKY-0008,REG-MKY,recloser,RECLOSER Mackay 003061,-21.010852,149.257587,1977,NOJA Power,vacuum,11.0,in_service,33.1,24.0,72.1,26.2,34.9,7.2
AST-MKY-SEC-003061,FDR-MKY-0059,SS-MKY-0008,REG-MKY,sectionaliser,SECTIONALISER Mackay 003062,-21.036798,149.182122,1987,S&C,vacuum,22.0,planned_replacement,26.0,38.7,48.8,18.4,43.4,5.0
AST-MKY-POL-003062,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003063,-21.160074,149.068824,2009,Hardwood Co.,hardwood,11.0,in_service,61.1,45.0,49.7,34.5,26.5,7.4
AST-MKY-POL-003063,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003064,-21.023398,149.178437,1981,SteelPoleAU,concrete,22.0,in_service,30.4,11.3,43.9,26.4,30.5,31.5
AST-MKY-CON-003064,FDR-MKY-0059,SS-MKY-0008,REG-MKY,conductor_span,CONDUCTOR_SPAN Mackay 003065,-21.020083,149.271575,2012,Prysmian,acsr,33.0,in_service,21.6,19.8,55.8,38.3,37.1,0
AST-MKY-POL-003065,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003066,-21.093122,149.235964,1962,SteelPoleAU,concrete,11.0,in_service,34.0,12.2,43.9,7.9,52.3,30.2
AST-MKY-POL-003066,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003067,-21.04169,149.147415,1990,Hardwood Co.,composite,33.0,in_service,5.7,28.8,31.3,13.3,10.1,0
AST-MKY-POL-003067,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003068,-21.234285,149.268395,1988,ConcreteWorks,composite,11.0,in_service,25.6,17.5,59.6,31.2,40.9,0
AST-MKY-POL-003068,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003069,-21.065458,149.157742,2007,ConcreteWorks,hardwood,22.0,in_service,45.7,60.9,59.3,43.6,38.9,0
AST-MKY-POL-003069,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003070,-21.070268,149.105559,2019,SteelPoleAU,hardwood,33.0,in_service,19.4,22.2,23.6,1.1,58.4,22.4
AST-MKY-POL-003070,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003071,-21.045413,149.267605,2003,CompositePoleCo,composite,22.0,in_service,33.5,26.5,71.4,20.3,28.6,14.8
AST-MKY-POL-003071,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003072,-21.173566,149.093221,1994,Hardwood Co.,concrete,11.0,in_service,41.2,18.6,55.1,36.9,61.9,0
AST-MKY-TRA-003072,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003073,-20.988153,149.088944,1987,Schneider,oil_filled,33.0,in_service,36.7,42.9,59.5,18.0,0,23.8
AST-MKY-POL-003073,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003074,-21.272586,149.045682,2007,SteelPoleAU,concrete,22.0,in_service,44.0,29.9,34.7,23.8,24.6,34.8
AST-MKY-TRA-003074,FDR-MKY-0059,SS-MKY-0008,REG-MKY,transformer,TRANSFORMER Mackay 003075,-21.293624,149.264274,1966,Wilson Transformer,oil_filled,22.0,under_monitoring,45.1,41.4,47.9,43.1,23.3,10.3
AST-MKY-POL-003075,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003076,-21.018511,149.182364,2005,Hardwood Co.,concrete,33.0,in_service,45.0,45.9,41.6,31.4,45.4,7.9
AST-MKY-POL-003076,FDR-MKY-0059,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003077,-21.002421,149.196626,1998,Hardwood Co.,concrete,33.0,in_service,60.6,48.6,54.2,19.8,39.1,13.0
AST-MKY-POL-003077,FDR-MKY-0060,SS-MKY-0008,REG-MKY,pole,POLE Mackay 003078,-21.094593,149.138405,2023,SteelPoleAU,steel,11.0,in_service,29.8,0,59.2,35.2,31.5,35.5
AST-MKY-SWI-003078,FDR-MKY-0060,SS-MKY-0008,REG-MKY,switch,SWITCH Mackay 003079,-21.065614,149.075421,2017,ABB,vacuum,22.0,in_service,42.2,46.4,57.9,22.0,47.4,38.6
